phase,phase_title,requirement_id,test_id,engine_id,api_id,ui_id,status
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-170,,P12-ENG-10,P12-API-10,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-171,,P12-ENG-11,P12-API-11,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-172,,P12-ENG-12,P12-API-12,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-173,,P12-ENG-13,P12-API-13,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-174,,P12-ENG-14,P12-API-14,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-175,,P12-ENG-15,P12-API-15,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-176,,P12-ENG-16,P12-API-16,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-177,,P12-ENG-17,P12-API-17,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-178,,P12-ENG-18,P12-API-18,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-179,,P12-ENG-19,P12-API-19,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-180,,P12-ENG-20,P12-API-20,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-181,,P12-ENG-21,P12-API-21,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-182,,P12-ENG-22,P12-API-22,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-183,,P12-ENG-23,P12-API-23,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-184,,P12-ENG-24,P12-API-24,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-185,,P12-ENG-25,P12-API-25,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-186,,P12-ENG-26,P12-API-26,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-187,,P12-ENG-27,P12-API-27,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-188,,P12-ENG-28,P12-API-28,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-189,,P12-ENG-29,P12-API-29,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-190,,P12-ENG-30,P12-API-30,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-191,,P12-ENG-31,P12-API-31,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-192,,P12-ENG-32,P12-API-32,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-193,,P12-ENG-01,P12-API-33,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-194,,P12-ENG-02,P12-API-34,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-195,,P12-ENG-03,P12-API-35,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-196,,P12-ENG-04,P12-API-36,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-197,,P12-ENG-05,P12-API-37,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-198,,P12-ENG-06,P12-API-38,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-199,,P12-ENG-07,P12-API-39,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-200,,P12-ENG-08,P12-API-40,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-201,,P12-ENG-09,P12-API-01,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-202,,P12-ENG-10,P12-API-02,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-203,,P12-ENG-11,P12-API-03,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-204,,P12-ENG-12,P12-API-04,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-205,,P12-ENG-13,P12-API-05,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-206,,P12-ENG-14,P12-API-06,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-207,,P12-ENG-15,P12-API-07,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-208,,P12-ENG-16,P12-API-08,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-209,,P12-ENG-17,P12-API-09,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-210,,P12-ENG-18,P12-API-10,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-211,,P12-ENG-19,P12-API-11,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-212,,P12-ENG-20,P12-API-12,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-213,,P12-ENG-21,P12-API-13,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-214,,P12-ENG-22,P12-API-14,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-215,,P12-ENG-23,P12-API-15,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-216,,P12-ENG-24,P12-API-16,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-217,,P12-ENG-25,P12-API-17,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-218,,P12-ENG-26,P12-API-18,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-219,,P12-ENG-27,P12-API-19,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-220,,P12-ENG-28,P12-API-20,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-221,,P12-ENG-29,P12-API-21,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-222,,P12-ENG-30,P12-API-22,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-223,,P12-ENG-31,P12-API-23,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-224,,P12-ENG-32,P12-API-24,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-225,,P12-ENG-01,P12-API-25,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-226,,P12-ENG-02,P12-API-26,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-227,,P12-ENG-03,P12-API-27,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-228,,P12-ENG-04,P12-API-28,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-229,,P12-ENG-05,P12-API-29,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-230,,P12-ENG-06,P12-API-30,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-231,,P12-ENG-07,P12-API-31,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-232,,P12-ENG-08,P12-API-32,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-233,,P12-ENG-09,P12-API-33,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-234,,P12-ENG-10,P12-API-34,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-235,,P12-ENG-11,P12-API-35,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-236,,P12-ENG-12,P12-API-36,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-237,,P12-ENG-13,P12-API-37,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-238,,P12-ENG-14,P12-API-38,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-239,,P12-ENG-15,P12-API-39,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-240,,P12-ENG-16,P12-API-40,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-241,,P12-ENG-17,P12-API-01,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-242,,P12-ENG-18,P12-API-02,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-243,,P12-ENG-19,P12-API-03,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-244,,P12-ENG-20,P12-API-04,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-245,,P12-ENG-21,P12-API-05,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-246,,P12-ENG-22,P12-API-06,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-247,,P12-ENG-23,P12-API-07,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-248,,P12-ENG-24,P12-API-08,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-249,,P12-ENG-25,P12-API-09,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-250,,P12-ENG-26,P12-API-10,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-251,,P12-ENG-27,P12-API-11,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-252,,P12-ENG-28,P12-API-12,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-253,,P12-ENG-29,P12-API-13,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-254,,P12-ENG-30,P12-API-14,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-255,,P12-ENG-31,P12-API-15,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-256,,P12-ENG-32,P12-API-16,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-257,,P12-ENG-01,P12-API-17,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-258,,P12-ENG-02,P12-API-18,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-259,,P12-ENG-03,P12-API-19,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-260,,P12-ENG-04,P12-API-20,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-261,,P12-ENG-05,P12-API-21,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-262,,P12-ENG-06,P12-API-22,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-263,,P12-ENG-07,P12-API-23,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-264,,P12-ENG-08,P12-API-24,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-265,,P12-ENG-09,P12-API-25,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-266,,P12-ENG-10,P12-API-26,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-267,,P12-ENG-11,P12-API-27,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-268,,P12-ENG-12,P12-API-28,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-269,,P12-ENG-13,P12-API-29,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-270,,P12-ENG-14,P12-API-30,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-271,,P12-ENG-15,P12-API-31,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-272,,P12-ENG-16,P12-API-32,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-273,,P12-ENG-17,P12-API-33,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-274,,P12-ENG-18,P12-API-34,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-275,,P12-ENG-19,P12-API-35,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-276,,P12-ENG-20,P12-API-36,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-277,,P12-ENG-21,P12-API-37,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-278,,P12-ENG-22,P12-API-38,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-279,,P12-ENG-23,P12-API-39,,
12,Enterprise Fleet Asset Maintenance Telematics,P12-REQ-280,,P12-ENG-24,P12-API-40,,
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-001,P13-TST-001,P13-ENG-001,P13-API-001,P13-UI-001,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-002,P13-TST-002,P13-ENG-002,P13-API-002,P13-UI-002,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-003,P13-TST-003,P13-ENG-003,P13-API-003,P13-UI-003,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-004,P13-TST-004,P13-ENG-004,P13-API-004,P13-UI-004,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-005,P13-TST-005,P13-ENG-005,P13-API-005,P13-UI-005,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-006,P13-TST-006,P13-ENG-006,P13-API-006,P13-UI-006,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-007,P13-TST-007,P13-ENG-007,P13-API-007,P13-UI-007,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-008,P13-TST-008,P13-ENG-008,P13-API-008,P13-UI-008,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-009,P13-TST-009,P13-ENG-009,P13-API-009,P13-UI-009,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-010,P13-TST-010,P13-ENG-010,P13-API-010,P13-UI-010,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-011,P13-TST-011,P13-ENG-011,P13-API-011,P13-UI-011,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-012,P13-TST-012,P13-ENG-012,P13-API-012,P13-UI-012,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-013,P13-TST-013,P13-ENG-013,P13-API-013,P13-UI-013,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-014,P13-TST-014,P13-ENG-014,P13-API-014,P13-UI-014,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-015,P13-TST-015,P13-ENG-015,P13-API-015,P13-UI-015,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-016,P13-TST-016,P13-ENG-016,P13-API-016,P13-UI-016,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-017,P13-TST-017,P13-ENG-017,P13-API-017,P13-UI-017,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-018,P13-TST-018,P13-ENG-018,P13-API-018,P13-UI-018,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-019,P13-TST-019,P13-ENG-019,P13-API-019,P13-UI-019,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-020,P13-TST-020,P13-ENG-020,P13-API-020,P13-UI-020,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-021,P13-TST-021,P13-ENG-021,P13-API-021,P13-UI-021,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-022,P13-TST-022,P13-ENG-022,P13-API-022,P13-UI-022,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-023,P13-TST-023,P13-ENG-023,P13-API-023,P13-UI-023,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-024,P13-TST-024,P13-ENG-024,P13-API-024,P13-UI-024,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-025,P13-TST-025,P13-ENG-025,P13-API-025,P13-UI-025,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-026,P13-TST-026,P13-ENG-026,P13-API-026,P13-UI-001,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-027,P13-TST-027,P13-ENG-027,P13-API-027,P13-UI-002,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-028,P13-TST-028,P13-ENG-028,P13-API-028,P13-UI-003,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-029,P13-TST-029,P13-ENG-029,P13-API-029,P13-UI-004,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-030,P13-TST-030,P13-ENG-030,P13-API-030,P13-UI-005,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-031,P13-TST-031,P13-ENG-031,P13-API-031,P13-UI-006,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-032,P13-TST-032,P13-ENG-032,P13-API-032,P13-UI-007,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-033,P13-TST-033,P13-ENG-033,P13-API-033,P13-UI-008,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-034,P13-TST-034,P13-ENG-034,P13-API-034,P13-UI-009,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-035,P13-TST-035,P13-ENG-035,P13-API-035,P13-UI-010,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-036,P13-TST-036,P13-ENG-001,P13-API-036,P13-UI-011,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-037,P13-TST-037,P13-ENG-002,P13-API-037,P13-UI-012,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-038,P13-TST-038,P13-ENG-003,P13-API-038,P13-UI-013,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-039,P13-TST-039,P13-ENG-004,P13-API-039,P13-UI-014,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-040,P13-TST-040,P13-ENG-005,P13-API-040,P13-UI-015,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-041,P13-TST-041,P13-ENG-006,P13-API-041,P13-UI-016,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-042,P13-TST-042,P13-ENG-007,P13-API-042,P13-UI-017,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-043,P13-TST-043,P13-ENG-008,P13-API-043,P13-UI-018,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-044,P13-TST-044,P13-ENG-009,P13-API-044,P13-UI-019,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-045,P13-TST-045,P13-ENG-010,P13-API-045,P13-UI-020,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-046,P13-TST-046,P13-ENG-011,P13-API-001,P13-UI-021,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-047,P13-TST-047,P13-ENG-012,P13-API-002,P13-UI-022,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-048,P13-TST-048,P13-ENG-013,P13-API-003,P13-UI-023,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-049,P13-TST-049,P13-ENG-014,P13-API-004,P13-UI-024,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-050,P13-TST-050,P13-ENG-015,P13-API-005,P13-UI-025,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-051,P13-TST-051,P13-ENG-016,P13-API-006,P13-UI-001,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-052,P13-TST-052,P13-ENG-017,P13-API-007,P13-UI-002,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-053,P13-TST-053,P13-ENG-018,P13-API-008,P13-UI-003,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-054,P13-TST-054,P13-ENG-019,P13-API-009,P13-UI-004,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-055,P13-TST-055,P13-ENG-020,P13-API-010,P13-UI-005,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-056,P13-TST-056,P13-ENG-021,P13-API-011,P13-UI-006,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-057,P13-TST-057,P13-ENG-022,P13-API-012,P13-UI-007,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-058,P13-TST-058,P13-ENG-023,P13-API-013,P13-UI-008,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-059,P13-TST-059,P13-ENG-024,P13-API-014,P13-UI-009,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-060,P13-TST-060,P13-ENG-025,P13-API-015,P13-UI-010,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-061,P13-TST-061,P13-ENG-026,P13-API-016,P13-UI-011,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-062,P13-TST-062,P13-ENG-027,P13-API-017,P13-UI-012,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-063,P13-TST-063,P13-ENG-028,P13-API-018,P13-UI-013,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-064,P13-TST-064,P13-ENG-029,P13-API-019,P13-UI-014,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-065,P13-TST-065,P13-ENG-030,P13-API-020,P13-UI-015,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-066,P13-TST-066,P13-ENG-031,P13-API-021,P13-UI-016,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-067,P13-TST-067,P13-ENG-032,P13-API-022,P13-UI-017,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-068,P13-TST-068,P13-ENG-033,P13-API-023,P13-UI-018,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-069,P13-TST-069,P13-ENG-034,P13-API-024,P13-UI-019,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-070,P13-TST-070,P13-ENG-035,P13-API-025,P13-UI-020,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-071,P13-TST-071,P13-ENG-001,P13-API-026,P13-UI-021,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-072,P13-TST-072,P13-ENG-002,P13-API-027,P13-UI-022,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-073,P13-TST-073,P13-ENG-003,P13-API-028,P13-UI-023,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-074,P13-TST-074,P13-ENG-004,P13-API-029,P13-UI-024,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-075,P13-TST-075,P13-ENG-005,P13-API-030,P13-UI-025,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-076,P13-TST-076,P13-ENG-006,P13-API-031,P13-UI-001,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-077,P13-TST-077,P13-ENG-007,P13-API-032,P13-UI-002,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-078,P13-TST-078,P13-ENG-008,P13-API-033,P13-UI-003,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-079,P13-TST-079,P13-ENG-009,P13-API-034,P13-UI-004,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-080,P13-TST-080,P13-ENG-010,P13-API-035,P13-UI-005,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-081,P13-TST-081,P13-ENG-011,P13-API-036,P13-UI-006,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-082,P13-TST-082,P13-ENG-012,P13-API-037,P13-UI-007,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-083,P13-TST-083,P13-ENG-013,P13-API-038,P13-UI-008,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-084,P13-TST-084,P13-ENG-014,P13-API-039,P13-UI-009,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-085,P13-TST-085,P13-ENG-015,P13-API-040,P13-UI-010,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-086,P13-TST-086,P13-ENG-016,P13-API-041,P13-UI-011,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-087,P13-TST-087,P13-ENG-017,P13-API-042,P13-UI-012,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-088,P13-TST-088,P13-ENG-018,P13-API-043,P13-UI-013,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-089,P13-TST-089,P13-ENG-019,P13-API-044,P13-UI-014,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-090,P13-TST-090,P13-ENG-020,P13-API-045,P13-UI-015,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-091,P13-TST-091,P13-ENG-021,P13-API-001,P13-UI-016,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-092,P13-TST-092,P13-ENG-022,P13-API-002,P13-UI-017,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-093,P13-TST-093,P13-ENG-023,P13-API-003,P13-UI-018,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-094,P13-TST-094,P13-ENG-024,P13-API-004,P13-UI-019,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-095,P13-TST-095,P13-ENG-025,P13-API-005,P13-UI-020,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-096,P13-TST-096,P13-ENG-026,P13-API-006,P13-UI-021,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-097,P13-TST-097,P13-ENG-027,P13-API-007,P13-UI-022,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-098,P13-TST-098,P13-ENG-028,P13-API-008,P13-UI-023,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-099,P13-TST-099,P13-ENG-029,P13-API-009,P13-UI-024,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-100,P13-TST-100,P13-ENG-030,P13-API-010,P13-UI-025,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-101,P13-TST-101,P13-ENG-031,P13-API-011,P13-UI-001,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-102,P13-TST-102,P13-ENG-032,P13-API-012,P13-UI-002,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-103,P13-TST-103,P13-ENG-033,P13-API-013,P13-UI-003,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-104,P13-TST-104,P13-ENG-034,P13-API-014,P13-UI-004,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-105,P13-TST-105,P13-ENG-035,P13-API-015,P13-UI-005,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-106,P13-TST-106,P13-ENG-001,P13-API-016,P13-UI-006,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-107,P13-TST-107,P13-ENG-002,P13-API-017,P13-UI-007,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-108,P13-TST-108,P13-ENG-003,P13-API-018,P13-UI-008,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-109,P13-TST-109,P13-ENG-004,P13-API-019,P13-UI-009,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-110,P13-TST-110,P13-ENG-005,P13-API-020,P13-UI-010,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-111,P13-TST-111,P13-ENG-006,P13-API-021,P13-UI-011,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-112,P13-TST-112,P13-ENG-007,P13-API-022,P13-UI-012,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-113,P13-TST-113,P13-ENG-008,P13-API-023,P13-UI-013,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-114,P13-TST-114,P13-ENG-009,P13-API-024,P13-UI-014,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-115,P13-TST-115,P13-ENG-010,P13-API-025,P13-UI-015,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-116,P13-TST-116,P13-ENG-011,P13-API-026,P13-UI-016,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-117,P13-TST-117,P13-ENG-012,P13-API-027,P13-UI-017,Mapped
13,Enterprise Business Intelligence Decision Intelligence,P13-REQ-118,P13-TST-118,P13-ENG-013,P13-API-028,P13-UI-018,Mapped
