field_id,field_name,domain,type,required,definition,validation
P13-FLD-161,tenant_id_5,Self-Service Analytics,string/decimal/timestamp,Conditional,Governed field tenant_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-162,organization_id_5,Enterprise Digital Twin,string/decimal/timestamp,Conditional,Governed field organization_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-163,record_id_5,Executive Command Center,string/decimal/timestamp,Conditional,Governed field record_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-164,record_version_5,Semantic Metrics Layer,string/decimal/timestamp,Conditional,Governed field record_version_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-165,status_5,Operational Intelligence,string/decimal/timestamp,Conditional,Governed field status_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-166,effective_at_5,Financial Intelligence,string/decimal/timestamp,Conditional,Governed field effective_at_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-167,expires_at_5,Project Intelligence,string/decimal/timestamp,Conditional,Governed field expires_at_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-168,created_at_5,Estimating Intelligence,string/decimal/timestamp,Conditional,Governed field created_at_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-169,created_by_5,CRM & Market Intelligence,string/decimal/timestamp,Conditional,Governed field created_by_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-170,updated_at_5,Workforce Intelligence,string/decimal/timestamp,Conditional,Governed field updated_at_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-171,updated_by_5,Procurement Intelligence,string/decimal/timestamp,Conditional,Governed field updated_by_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-172,source_system_5,Fleet Intelligence,string/decimal/timestamp,Conditional,Governed field source_system_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-173,source_record_id_5,"Safety, Quality & Compliance Analytics",string/decimal/timestamp,Conditional,Governed field source_record_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-174,lineage_id_5,Portfolio & Program Intelligence,string/decimal/timestamp,Conditional,Governed field lineage_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-175,freshness_at_5,Forecasting & Scenario Planning,string/decimal/timestamp,Conditional,Governed field freshness_at_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-176,quality_status_5,AI Decision Intelligence,string/decimal/timestamp,Conditional,Governed field quality_status_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-177,currency_code_5,Data Platform & Lineage,string/decimal/timestamp,Conditional,Governed field currency_code_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-178,unit_code_5,Reporting & Distribution,string/decimal/timestamp,Conditional,Governed field unit_code_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-179,calendar_id_5,Self-Service Analytics,string/decimal/timestamp,Conditional,Governed field calendar_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-180,fiscal_period_id_5,Enterprise Digital Twin,string/decimal/timestamp,Conditional,Governed field fiscal_period_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-181,project_id_5,Executive Command Center,string/decimal/timestamp,Conditional,Governed field project_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-182,portfolio_id_5,Semantic Metrics Layer,string/decimal/timestamp,Conditional,Governed field portfolio_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-183,customer_id_5,Operational Intelligence,string/decimal/timestamp,Conditional,Governed field customer_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-184,vendor_id_5,Financial Intelligence,string/decimal/timestamp,Conditional,Governed field vendor_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-185,employee_id_5,Project Intelligence,string/decimal/timestamp,Conditional,Governed field employee_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-186,asset_id_5,Estimating Intelligence,string/decimal/timestamp,Conditional,Governed field asset_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-187,metric_id_5,CRM & Market Intelligence,string/decimal/timestamp,Conditional,Governed field metric_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-188,metric_version_5,Workforce Intelligence,string/decimal/timestamp,Conditional,Governed field metric_version_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-189,dimension_id_5,Procurement Intelligence,string/decimal/timestamp,Conditional,Governed field dimension_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-190,measure_value_5,Fleet Intelligence,string/decimal/timestamp,Conditional,Governed field measure_value_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-191,target_value_5,"Safety, Quality & Compliance Analytics",string/decimal/timestamp,Conditional,Governed field target_value_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-192,variance_value_5,Portfolio & Program Intelligence,string/decimal/timestamp,Conditional,Governed field variance_value_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-193,confidence_score_5,Forecasting & Scenario Planning,string/decimal/timestamp,Conditional,Governed field confidence_score_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-194,evidence_uri_5,AI Decision Intelligence,string/decimal/timestamp,Conditional,Governed field evidence_uri_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-195,approval_status_5,Data Platform & Lineage,string/decimal/timestamp,Conditional,Governed field approval_status_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-196,reviewed_by_5,Reporting & Distribution,string/decimal/timestamp,Conditional,Governed field reviewed_by_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-197,reviewed_at_5,Self-Service Analytics,string/decimal/timestamp,Conditional,Governed field reviewed_at_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-198,decision_id_5,Enterprise Digital Twin,string/decimal/timestamp,Conditional,Governed field decision_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-199,scenario_id_5,Executive Command Center,string/decimal/timestamp,Conditional,Governed field scenario_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
P13-FLD-200,forecast_run_id_5,Semantic Metrics Layer,string/decimal/timestamp,Conditional,Governed field forecast_run_id_5; tenant-scoped and lineage-aware.,"Validate type, ownership and applicable reference"
