requirement_id,domain,priority,requirement,acceptance_criteria,version,status
P25-REQ-093,Search & Classification,Must,"GrounUp shall implement governed search & classification capability 93 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 93 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-094,Audit & Provenance,Must,"GrounUp shall implement governed audit & provenance capability 94 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 94 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-095,Library Dependencies,Must,"GrounUp shall implement governed library dependencies capability 95 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 95 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-096,Estimator Integration,Must,"GrounUp shall implement governed estimator integration capability 96 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 96 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-097,Master Library Registry,Must,"GrounUp shall implement governed master library registry capability 97 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 97 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-098,Service Catalog,Must,"GrounUp shall implement governed service catalog capability 98 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 98 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-099,Service Categories,Must,"GrounUp shall implement governed service categories capability 99 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 99 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-100,Units of Measure,Must,"GrounUp shall implement governed units of measure capability 100 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 100 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-101,Labor Resource Library,Must,"GrounUp shall implement governed labor resource library capability 101 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 101 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-102,Crew Library,Must,"GrounUp shall implement governed crew library capability 102 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 102 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-103,Equipment Library,Must,"GrounUp shall implement governed equipment library capability 103 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 103 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-104,Truck Library,Must,"GrounUp shall implement governed truck library capability 104 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 104 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-105,Material Library,Must,"GrounUp shall implement governed material library capability 105 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 105 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-106,Subcontract Resource Library,Must,"GrounUp shall implement governed subcontract resource library capability 106 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 106 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-107,Disposal Library,Must,"GrounUp shall implement governed disposal library capability 107 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 107 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-108,Assembly Library,Must,"GrounUp shall implement governed assembly library capability 108 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 108 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-109,Assembly Components,Must,"GrounUp shall implement governed assembly components capability 109 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 109 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-110,Production Rate Library,Must,"GrounUp shall implement governed production rate library capability 110 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 110 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-111,Equipment Rate Library,Must,"GrounUp shall implement governed equipment rate library capability 111 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 111 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-112,Labor Rate Library,Must,"GrounUp shall implement governed labor rate library capability 112 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 112 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-113,Material Price Library,Must,"GrounUp shall implement governed material price library capability 113 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 113 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-114,Subcontract Rate Library,Must,"GrounUp shall implement governed subcontract rate library capability 114 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 114 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-115,Truck Rate Library,Must,"GrounUp shall implement governed truck rate library capability 115 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 115 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-116,Haul & Disposal Rates,Must,"GrounUp shall implement governed haul & disposal rates capability 116 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 116 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-117,Regional Price Profiles,Must,"GrounUp shall implement governed regional price profiles capability 117 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 117 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-118,Location Factors,Must,"GrounUp shall implement governed location factors capability 118 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 118 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-119,Vendor Price Sources,Must,"GrounUp shall implement governed vendor price sources capability 119 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 119 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-120,Custom Tenant Overrides,Must,"GrounUp shall implement governed custom tenant overrides capability 120 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 120 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-121,Versioning & Effective Dates,Must,"GrounUp shall implement governed versioning & effective dates capability 121 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 121 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-122,Approval & Publication,Must,"GrounUp shall implement governed approval & publication capability 122 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 122 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-123,AI Proposed Writeback,Must,"GrounUp shall implement governed ai proposed writeback capability 123 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 123 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-124,Import & Bulk Edit,Must,"GrounUp shall implement governed import & bulk edit capability 124 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 124 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-125,Search & Classification,Must,"GrounUp shall implement governed search & classification capability 125 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 125 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-126,Audit & Provenance,Must,"GrounUp shall implement governed audit & provenance capability 126 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 126 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-127,Library Dependencies,Must,"GrounUp shall implement governed library dependencies capability 127 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 127 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-128,Estimator Integration,Must,"GrounUp shall implement governed estimator integration capability 128 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 128 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-129,Master Library Registry,Must,"GrounUp shall implement governed master library registry capability 129 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 129 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-130,Service Catalog,Must,"GrounUp shall implement governed service catalog capability 130 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 130 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-131,Service Categories,Must,"GrounUp shall implement governed service categories capability 131 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 131 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-132,Units of Measure,Must,"GrounUp shall implement governed units of measure capability 132 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 132 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-133,Labor Resource Library,Must,"GrounUp shall implement governed labor resource library capability 133 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 133 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-134,Crew Library,Must,"GrounUp shall implement governed crew library capability 134 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 134 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-135,Equipment Library,Must,"GrounUp shall implement governed equipment library capability 135 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 135 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-136,Truck Library,Must,"GrounUp shall implement governed truck library capability 136 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 136 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-137,Material Library,Must,"GrounUp shall implement governed material library capability 137 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 137 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-138,Subcontract Resource Library,Must,"GrounUp shall implement governed subcontract resource library capability 138 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 138 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-139,Disposal Library,Must,"GrounUp shall implement governed disposal library capability 139 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 139 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-140,Assembly Library,Must,"GrounUp shall implement governed assembly library capability 140 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 140 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-141,Assembly Components,Must,"GrounUp shall implement governed assembly components capability 141 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 141 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-142,Production Rate Library,Must,"GrounUp shall implement governed production rate library capability 142 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 142 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-143,Equipment Rate Library,Must,"GrounUp shall implement governed equipment rate library capability 143 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 143 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-144,Labor Rate Library,Must,"GrounUp shall implement governed labor rate library capability 144 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 144 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-145,Material Price Library,Must,"GrounUp shall implement governed material price library capability 145 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 145 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-146,Subcontract Rate Library,Must,"GrounUp shall implement governed subcontract rate library capability 146 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 146 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-147,Truck Rate Library,Must,"GrounUp shall implement governed truck rate library capability 147 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 147 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-148,Haul & Disposal Rates,Must,"GrounUp shall implement governed haul & disposal rates capability 148 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 148 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-149,Regional Price Profiles,Must,"GrounUp shall implement governed regional price profiles capability 149 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 149 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-150,Location Factors,Must,"GrounUp shall implement governed location factors capability 150 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 150 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-151,Vendor Price Sources,Must,"GrounUp shall implement governed vendor price sources capability 151 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 151 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-152,Custom Tenant Overrides,Must,"GrounUp shall implement governed custom tenant overrides capability 152 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 152 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-153,Versioning & Effective Dates,Must,"GrounUp shall implement governed versioning & effective dates capability 153 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 153 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-154,Approval & Publication,Must,"GrounUp shall implement governed approval & publication capability 154 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 154 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-155,AI Proposed Writeback,Must,"GrounUp shall implement governed ai proposed writeback capability 155 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 155 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-156,Import & Bulk Edit,Must,"GrounUp shall implement governed import & bulk edit capability 156 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 156 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-157,Search & Classification,Must,"GrounUp shall implement governed search & classification capability 157 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 157 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-158,Audit & Provenance,Must,"GrounUp shall implement governed audit & provenance capability 158 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 158 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-159,Library Dependencies,Must,"GrounUp shall implement governed library dependencies capability 159 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 159 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-160,Estimator Integration,Must,"GrounUp shall implement governed estimator integration capability 160 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 160 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-161,Master Library Registry,Must,"GrounUp shall implement governed master library registry capability 161 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 161 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-162,Service Catalog,Must,"GrounUp shall implement governed service catalog capability 162 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 162 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-163,Service Categories,Must,"GrounUp shall implement governed service categories capability 163 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 163 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-164,Units of Measure,Must,"GrounUp shall implement governed units of measure capability 164 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 164 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-165,Labor Resource Library,Must,"GrounUp shall implement governed labor resource library capability 165 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 165 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-166,Crew Library,Must,"GrounUp shall implement governed crew library capability 166 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 166 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-167,Equipment Library,Must,"GrounUp shall implement governed equipment library capability 167 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 167 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-168,Truck Library,Must,"GrounUp shall implement governed truck library capability 168 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 168 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-169,Material Library,Must,"GrounUp shall implement governed material library capability 169 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 169 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-170,Subcontract Resource Library,Must,"GrounUp shall implement governed subcontract resource library capability 170 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 170 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-171,Disposal Library,Must,"GrounUp shall implement governed disposal library capability 171 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 171 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-172,Assembly Library,Must,"GrounUp shall implement governed assembly library capability 172 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 172 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-173,Assembly Components,Must,"GrounUp shall implement governed assembly components capability 173 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 173 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-174,Production Rate Library,Must,"GrounUp shall implement governed production rate library capability 174 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 174 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-175,Equipment Rate Library,Must,"GrounUp shall implement governed equipment rate library capability 175 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 175 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-176,Labor Rate Library,Must,"GrounUp shall implement governed labor rate library capability 176 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 176 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-177,Material Price Library,Must,"GrounUp shall implement governed material price library capability 177 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 177 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-178,Subcontract Rate Library,Must,"GrounUp shall implement governed subcontract rate library capability 178 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 178 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-179,Truck Rate Library,Must,"GrounUp shall implement governed truck rate library capability 179 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 179 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-180,Haul & Disposal Rates,Must,"GrounUp shall implement governed haul & disposal rates capability 180 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 180 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-181,Regional Price Profiles,Must,"GrounUp shall implement governed regional price profiles capability 181 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 181 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-182,Location Factors,Must,"GrounUp shall implement governed location factors capability 182 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 182 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-183,Vendor Price Sources,Must,"GrounUp shall implement governed vendor price sources capability 183 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 183 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
P25-REQ-184,Custom Tenant Overrides,Must,"GrounUp shall implement governed custom tenant overrides capability 184 as a tenant-aware, versioned, editable and traceable master-data service usable by estimating and downstream operations.","Capability 184 passes when identifiers, tenant scope, effective dates, source/provenance, approval state, version behavior, dependency integrity and mapped tests are verified.",v1.0.0,Implementation-ready
