requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
GES-P09-REQ-105,Skills and Competencies,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Credentials carry the work each one is a prerequisite for, and `work_credential_requirements` turns that into an enforceable rule per kind of work. There is no skills taxonomy, no proficiency level, no assessment and no gap analysis against a project's needs. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-106,Crew Management,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Crews and crew members exist as governed rows, and the estimating engine prices a crew as a composition of labor and equipment. Nothing in operations consumes them: no crew is assigned as a unit, no daily report labor line resolves to its crew's members, and no crew-level productivity is computed. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-107,Time and Attendance,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Time is captured per employee, project, task and cost code, with a source, an approval state that gates every downstream figure, a per diem, and a freeze once exported. Since 0044 approved time posts to the job at the governed rate and reconciles against the daily report. What is missing is the classification rule: nothing derives overtime from hours worked, so the split between straight, overtime and double time is whatever somebody typed — recorded as F4 with the reason it was not guessed at. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-108,Workforce Scheduling,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Resource assignments tie a person to a project over dates, cannot overlap for one resource, and are now refused where a mandatory credential is missing or lapsed. There is no schedule board, no availability calendar, no shift pattern and no dispatch. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-109,Compensation and Payroll Integration,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Compensation is held and permission-separated, the loaded rate resolves through one governed function so a screen and the job cost cannot price an hour differently, and an exported timecard is frozen against edits. There is no export, no provider, no pay run, no earnings code mapping and no general ledger posting — the gap that fails this phase's integration condition. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-110,Union and Labor Agreements,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"Employees carry `is_union` and a local, and labor rates carry a union flag. There is no agreement: no fringe schedule, no wage determination, no work rule, no dues or remittance — and its absence is why the overtime rule in F4 was left unbuilt rather than guessed at. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-111,Prevailing Wage and Certified Payroll,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No wage determination, no prevailing wage rate, no certified payroll report, no WH-347, no apprentice ratio. A domain with statutory weight on public work and no representation at all. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-112,Training and LMS,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"A credential can be typed 'training' and that is the whole of it: no course, no curriculum, no enrollment, no completion record, no expiry driving a retraining requirement. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-113,Licenses and Certifications,not_verified,built,integration outcomes,data; permissions; validation; audit,Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-114,Safety and Health Integration,not_verified,partial,integration outcomes,data; permissions; validation; audit,"The strongest link in the phase: an assignment is refused on a credential gap, incidents tie to employees, and TRIR and DART are computed from recordables against the same approved hours payroll would use. There is no medical surveillance, no return-to-work program and no fitness-for-duty record. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-115,Leave and Absence,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"`employees.status` can say 'on_leave' and there is no leave record anywhere — no request, no balance, no accrual, no calendar. Three status values the schema offers and no workflow behind any of them. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-116,Performance Management,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No review, no goal, no rating, no cycle. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-117,Career and Succession,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No career path, no succession plan, no readiness assessment, no bench. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-118,Employee and Manager Self-Service,not_verified,partial,integration outcomes,data; permissions; validation; audit,"An employee record can link to a login, and approval carries an approver. There is no self-service surface: no timesheet a worker submits for themselves, no request, no profile a manager maintains. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-119,Workforce Digital Twin,not_verified,not_built,integration outcomes,data; permissions; validation; audit,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally. Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-120,AI Workforce Intelligence,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No attrition model, no staffing recommendation, no skills inference. The one governed agent is capped at draft authority on documents and does not touch workforce data. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-121,Workforce Planning,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Assignments and the schedule together show who is committed where, and the estimating engine produces the labor a job will need by classification. Nothing joins the two into demand against supply: no forecast, no capacity view, no hiring plan. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-122,Recruiting and ATS,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No requisition, no candidate, no pipeline, no offer. `employees.status` can say 'applicant' and nothing produces one. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-123,Onboarding,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"`employees.status` can say 'onboarding' and nothing drives it: no checklist, no task, no document packet, no completion gate before somebody is assigned to work. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-124,Employee Master,not_verified,built,integration outcomes,data; permissions; validation; audit,Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-125,Skills and Competencies,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Credentials carry the work each one is a prerequisite for, and `work_credential_requirements` turns that into an enforceable rule per kind of work. There is no skills taxonomy, no proficiency level, no assessment and no gap analysis against a project's needs. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-126,Crew Management,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Crews and crew members exist as governed rows, and the estimating engine prices a crew as a composition of labor and equipment. Nothing in operations consumes them: no crew is assigned as a unit, no daily report labor line resolves to its crew's members, and no crew-level productivity is computed. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-127,Time and Attendance,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Time is captured per employee, project, task and cost code, with a source, an approval state that gates every downstream figure, a per diem, and a freeze once exported. Since 0044 approved time posts to the job at the governed rate and reconciles against the daily report. What is missing is the classification rule: nothing derives overtime from hours worked, so the split between straight, overtime and double time is whatever somebody typed — recorded as F4 with the reason it was not guessed at. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-128,Workforce Scheduling,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Resource assignments tie a person to a project over dates, cannot overlap for one resource, and are now refused where a mandatory credential is missing or lapsed. There is no schedule board, no availability calendar, no shift pattern and no dispatch. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-129,Compensation and Payroll Integration,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Compensation is held and permission-separated, the loaded rate resolves through one governed function so a screen and the job cost cannot price an hour differently, and an exported timecard is frozen against edits. There is no export, no provider, no pay run, no earnings code mapping and no general ledger posting — the gap that fails this phase's integration condition. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-130,Union and Labor Agreements,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"Employees carry `is_union` and a local, and labor rates carry a union flag. There is no agreement: no fringe schedule, no wage determination, no work rule, no dues or remittance — and its absence is why the overtime rule in F4 was left unbuilt rather than guessed at. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-131,Prevailing Wage and Certified Payroll,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No wage determination, no prevailing wage rate, no certified payroll report, no WH-347, no apprentice ratio. A domain with statutory weight on public work and no representation at all. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-132,Training and LMS,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"A credential can be typed 'training' and that is the whole of it: no course, no curriculum, no enrollment, no completion record, no expiry driving a retraining requirement. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-133,Licenses and Certifications,not_verified,built,integration outcomes,data; permissions; validation; audit,Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-134,Safety and Health Integration,not_verified,partial,integration outcomes,data; permissions; validation; audit,"The strongest link in the phase: an assignment is refused on a credential gap, incidents tie to employees, and TRIR and DART are computed from recordables against the same approved hours payroll would use. There is no medical surveillance, no return-to-work program and no fitness-for-duty record. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-135,Leave and Absence,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"`employees.status` can say 'on_leave' and there is no leave record anywhere — no request, no balance, no accrual, no calendar. Three status values the schema offers and no workflow behind any of them. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-136,Performance Management,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No review, no goal, no rating, no cycle. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-137,Career and Succession,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No career path, no succession plan, no readiness assessment, no bench. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-138,Employee and Manager Self-Service,not_verified,partial,integration outcomes,data; permissions; validation; audit,"An employee record can link to a login, and approval carries an approver. There is no self-service surface: no timesheet a worker submits for themselves, no request, no profile a manager maintains. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-139,Workforce Digital Twin,not_verified,not_built,integration outcomes,data; permissions; validation; audit,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally. Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-140,AI Workforce Intelligence,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No attrition model, no staffing recommendation, no skills inference. The one governed agent is capped at draft authority on documents and does not touch workforce data. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-141,Workforce Planning,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Assignments and the schedule together show who is committed where, and the estimating engine produces the labor a job will need by classification. Nothing joins the two into demand against supply: no forecast, no capacity view, no hiring plan. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-142,Recruiting and ATS,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No requisition, no candidate, no pipeline, no offer. `employees.status` can say 'applicant' and nothing produces one. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-143,Onboarding,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"`employees.status` can say 'onboarding' and nothing drives it: no checklist, no task, no document packet, no completion gate before somebody is assigned to work. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-144,Employee Master,not_verified,built,integration outcomes,data; permissions; validation; audit,Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-145,Skills and Competencies,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Credentials carry the work each one is a prerequisite for, and `work_credential_requirements` turns that into an enforceable rule per kind of work. There is no skills taxonomy, no proficiency level, no assessment and no gap analysis against a project's needs. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-146,Crew Management,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Crews and crew members exist as governed rows, and the estimating engine prices a crew as a composition of labor and equipment. Nothing in operations consumes them: no crew is assigned as a unit, no daily report labor line resolves to its crew's members, and no crew-level productivity is computed. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-147,Time and Attendance,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Time is captured per employee, project, task and cost code, with a source, an approval state that gates every downstream figure, a per diem, and a freeze once exported. Since 0044 approved time posts to the job at the governed rate and reconciles against the daily report. What is missing is the classification rule: nothing derives overtime from hours worked, so the split between straight, overtime and double time is whatever somebody typed — recorded as F4 with the reason it was not guessed at. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-148,Workforce Scheduling,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Resource assignments tie a person to a project over dates, cannot overlap for one resource, and are now refused where a mandatory credential is missing or lapsed. There is no schedule board, no availability calendar, no shift pattern and no dispatch. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-149,Compensation and Payroll Integration,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Compensation is held and permission-separated, the loaded rate resolves through one governed function so a screen and the job cost cannot price an hour differently, and an exported timecard is frozen against edits. There is no export, no provider, no pay run, no earnings code mapping and no general ledger posting — the gap that fails this phase's integration condition. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-150,Union and Labor Agreements,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"Employees carry `is_union` and a local, and labor rates carry a union flag. There is no agreement: no fringe schedule, no wage determination, no work rule, no dues or remittance — and its absence is why the overtime rule in F4 was left unbuilt rather than guessed at. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-151,Prevailing Wage and Certified Payroll,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No wage determination, no prevailing wage rate, no certified payroll report, no WH-347, no apprentice ratio. A domain with statutory weight on public work and no representation at all. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-152,Training and LMS,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"A credential can be typed 'training' and that is the whole of it: no course, no curriculum, no enrollment, no completion record, no expiry driving a retraining requirement. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-153,Licenses and Certifications,not_verified,built,integration outcomes,data; permissions; validation; audit,Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-154,Safety and Health Integration,not_verified,partial,integration outcomes,data; permissions; validation; audit,"The strongest link in the phase: an assignment is refused on a credential gap, incidents tie to employees, and TRIR and DART are computed from recordables against the same approved hours payroll would use. There is no medical surveillance, no return-to-work program and no fitness-for-duty record. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-155,Leave and Absence,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"`employees.status` can say 'on_leave' and there is no leave record anywhere — no request, no balance, no accrual, no calendar. Three status values the schema offers and no workflow behind any of them. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-156,Performance Management,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No review, no goal, no rating, no cycle. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-157,Career and Succession,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No career path, no succession plan, no readiness assessment, no bench. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-158,Employee and Manager Self-Service,not_verified,partial,integration outcomes,data; permissions; validation; audit,"An employee record can link to a login, and approval carries an approver. There is no self-service surface: no timesheet a worker submits for themselves, no request, no profile a manager maintains. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-159,Workforce Digital Twin,not_verified,not_built,integration outcomes,data; permissions; validation; audit,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally. Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-160,AI Workforce Intelligence,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No attrition model, no staffing recommendation, no skills inference. The one governed agent is capped at draft authority on documents and does not touch workforce data. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-161,Workforce Planning,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Assignments and the schedule together show who is committed where, and the estimating engine produces the labor a job will need by classification. Nothing joins the two into demand against supply: no forecast, no capacity view, no hiring plan. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-162,Recruiting and ATS,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No requisition, no candidate, no pipeline, no offer. `employees.status` can say 'applicant' and nothing produces one. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-163,Onboarding,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"`employees.status` can say 'onboarding' and nothing drives it: no checklist, no task, no document packet, no completion gate before somebody is assigned to work. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-164,Employee Master,not_verified,built,integration outcomes,data; permissions; validation; audit,Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-165,Skills and Competencies,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Credentials carry the work each one is a prerequisite for, and `work_credential_requirements` turns that into an enforceable rule per kind of work. There is no skills taxonomy, no proficiency level, no assessment and no gap analysis against a project's needs. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-166,Crew Management,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Crews and crew members exist as governed rows, and the estimating engine prices a crew as a composition of labor and equipment. Nothing in operations consumes them: no crew is assigned as a unit, no daily report labor line resolves to its crew's members, and no crew-level productivity is computed. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-167,Time and Attendance,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Time is captured per employee, project, task and cost code, with a source, an approval state that gates every downstream figure, a per diem, and a freeze once exported. Since 0044 approved time posts to the job at the governed rate and reconciles against the daily report. What is missing is the classification rule: nothing derives overtime from hours worked, so the split between straight, overtime and double time is whatever somebody typed — recorded as F4 with the reason it was not guessed at. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-168,Workforce Scheduling,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Resource assignments tie a person to a project over dates, cannot overlap for one resource, and are now refused where a mandatory credential is missing or lapsed. There is no schedule board, no availability calendar, no shift pattern and no dispatch. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-169,Compensation and Payroll Integration,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Compensation is held and permission-separated, the loaded rate resolves through one governed function so a screen and the job cost cannot price an hour differently, and an exported timecard is frozen against edits. There is no export, no provider, no pay run, no earnings code mapping and no general ledger posting — the gap that fails this phase's integration condition. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-170,Union and Labor Agreements,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"Employees carry `is_union` and a local, and labor rates carry a union flag. There is no agreement: no fringe schedule, no wage determination, no work rule, no dues or remittance — and its absence is why the overtime rule in F4 was left unbuilt rather than guessed at. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-171,Prevailing Wage and Certified Payroll,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No wage determination, no prevailing wage rate, no certified payroll report, no WH-347, no apprentice ratio. A domain with statutory weight on public work and no representation at all. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-172,Training and LMS,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"A credential can be typed 'training' and that is the whole of it: no course, no curriculum, no enrollment, no completion record, no expiry driving a retraining requirement. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-173,Licenses and Certifications,not_verified,built,integration outcomes,data; permissions; validation; audit,Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-174,Safety and Health Integration,not_verified,partial,integration outcomes,data; permissions; validation; audit,"The strongest link in the phase: an assignment is refused on a credential gap, incidents tie to employees, and TRIR and DART are computed from recordables against the same approved hours payroll would use. There is no medical surveillance, no return-to-work program and no fitness-for-duty record. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-175,Leave and Absence,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"`employees.status` can say 'on_leave' and there is no leave record anywhere — no request, no balance, no accrual, no calendar. Three status values the schema offers and no workflow behind any of them. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-176,Performance Management,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No review, no goal, no rating, no cycle. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-177,Career and Succession,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No career path, no succession plan, no readiness assessment, no bench. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-178,Employee and Manager Self-Service,not_verified,partial,integration outcomes,data; permissions; validation; audit,"An employee record can link to a login, and approval carries an approver. There is no self-service surface: no timesheet a worker submits for themselves, no request, no profile a manager maintains. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-179,Workforce Digital Twin,not_verified,not_built,integration outcomes,data; permissions; validation; audit,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally. Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-180,AI Workforce Intelligence,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No attrition model, no staffing recommendation, no skills inference. The one governed agent is capped at draft authority on documents and does not touch workforce data. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-181,Workforce Planning,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Assignments and the schedule together show who is committed where, and the estimating engine produces the labor a job will need by classification. Nothing joins the two into demand against supply: no forecast, no capacity view, no hiring plan. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-182,Recruiting and ATS,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No requisition, no candidate, no pipeline, no offer. `employees.status` can say 'applicant' and nothing produces one. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-183,Onboarding,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"`employees.status` can say 'onboarding' and nothing drives it: no checklist, no task, no document packet, no completion gate before somebody is assigned to work. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-184,Employee Master,not_verified,built,integration outcomes,data; permissions; validation; audit,Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-185,Skills and Competencies,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Credentials carry the work each one is a prerequisite for, and `work_credential_requirements` turns that into an enforceable rule per kind of work. There is no skills taxonomy, no proficiency level, no assessment and no gap analysis against a project's needs. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-186,Crew Management,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Crews and crew members exist as governed rows, and the estimating engine prices a crew as a composition of labor and equipment. Nothing in operations consumes them: no crew is assigned as a unit, no daily report labor line resolves to its crew's members, and no crew-level productivity is computed. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-187,Time and Attendance,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Time is captured per employee, project, task and cost code, with a source, an approval state that gates every downstream figure, a per diem, and a freeze once exported. Since 0044 approved time posts to the job at the governed rate and reconciles against the daily report. What is missing is the classification rule: nothing derives overtime from hours worked, so the split between straight, overtime and double time is whatever somebody typed — recorded as F4 with the reason it was not guessed at. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-188,Workforce Scheduling,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Resource assignments tie a person to a project over dates, cannot overlap for one resource, and are now refused where a mandatory credential is missing or lapsed. There is no schedule board, no availability calendar, no shift pattern and no dispatch. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-189,Compensation and Payroll Integration,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Compensation is held and permission-separated, the loaded rate resolves through one governed function so a screen and the job cost cannot price an hour differently, and an exported timecard is frozen against edits. There is no export, no provider, no pay run, no earnings code mapping and no general ledger posting — the gap that fails this phase's integration condition. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-190,Union and Labor Agreements,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"Employees carry `is_union` and a local, and labor rates carry a union flag. There is no agreement: no fringe schedule, no wage determination, no work rule, no dues or remittance — and its absence is why the overtime rule in F4 was left unbuilt rather than guessed at. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-191,Prevailing Wage and Certified Payroll,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No wage determination, no prevailing wage rate, no certified payroll report, no WH-347, no apprentice ratio. A domain with statutory weight on public work and no representation at all. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-192,Training and LMS,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"A credential can be typed 'training' and that is the whole of it: no course, no curriculum, no enrollment, no completion record, no expiry driving a retraining requirement. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-193,Licenses and Certifications,not_verified,built,integration outcomes,data; permissions; validation; audit,Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-194,Safety and Health Integration,not_verified,partial,integration outcomes,data; permissions; validation; audit,"The strongest link in the phase: an assignment is refused on a credential gap, incidents tie to employees, and TRIR and DART are computed from recordables against the same approved hours payroll would use. There is no medical surveillance, no return-to-work program and no fitness-for-duty record. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-195,Leave and Absence,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"`employees.status` can say 'on_leave' and there is no leave record anywhere — no request, no balance, no accrual, no calendar. Three status values the schema offers and no workflow behind any of them. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-196,Performance Management,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No review, no goal, no rating, no cycle. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-197,Career and Succession,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No career path, no succession plan, no readiness assessment, no bench. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-198,Employee and Manager Self-Service,not_verified,partial,integration outcomes,data; permissions; validation; audit,"An employee record can link to a login, and approval carries an approver. There is no self-service surface: no timesheet a worker submits for themselves, no request, no profile a manager maintains. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-199,Workforce Digital Twin,not_verified,not_built,integration outcomes,data; permissions; validation; audit,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally. Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-200,AI Workforce Intelligence,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No attrition model, no staffing recommendation, no skills inference. The one governed agent is capped at draft authority on documents and does not touch workforce data. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-201,Workforce Planning,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Assignments and the schedule together show who is committed where, and the estimating engine produces the labor a job will need by classification. Nothing joins the two into demand against supply: no forecast, no capacity view, no hiring plan. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-202,Recruiting and ATS,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"No requisition, no candidate, no pipeline, no offer. `employees.status` can say 'applicant' and nothing produces one. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-203,Onboarding,not_verified,not_built,integration outcomes,data; permissions; validation; audit,"`employees.status` can say 'onboarding' and nothing drives it: no checklist, no task, no document packet, no completion gate before somebody is assigned to work. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-204,Employee Master,not_verified,built,integration outcomes,data; permissions; validation; audit,Blocked platform-wide by: integration outcomes (not_met).
GES-P09-REQ-205,Skills and Competencies,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Credentials carry the work each one is a prerequisite for, and `work_credential_requirements` turns that into an enforceable rule per kind of work. There is no skills taxonomy, no proficiency level, no assessment and no gap analysis against a project's needs. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-206,Crew Management,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Crews and crew members exist as governed rows, and the estimating engine prices a crew as a composition of labor and equipment. Nothing in operations consumes them: no crew is assigned as a unit, no daily report labor line resolves to its crew's members, and no crew-level productivity is computed. Blocked platform-wide by: integration outcomes (not_met)."
GES-P09-REQ-207,Time and Attendance,not_verified,partial,integration outcomes,data; permissions; validation; audit,"Time is captured per employee, project, task and cost code, with a source, an approval state that gates every downstream figure, a per diem, and a freeze once exported. Since 0044 approved time posts to the job at the governed rate and reconciles against the daily report. What is missing is the classification rule: nothing derives overtime from hours worked, so the split between straight, overtime and double time is whatever somebody typed — recorded as F4 with the reason it was not guessed at. Blocked platform-wide by: integration outcomes (not_met)."
