requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P19-REQ-121,Contract Clause Registry,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-122,Obligation Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The obligations that can be computed are: notice deadlines, claim deadlines, submittal lead times and RFI response dates. Nothing registers a contractual obligation as an obligation — no obligation list, no owner, no status, no reminder ahead of a date."
P19-REQ-123,Notice Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-124,Potential Change Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-125,Change Order Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-126,Change Pricing,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A change order carries the estimate version that priced it, so an amendment is costed by the same deterministic engine as the base bid, with cost and price impact separated. There is no change-specific pricing: no agreed markup schedule for changes, no unit price book carried from the contract, no cost-plus fee calculation."
P19-REQ-127,T&M / Force Account,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Time entries, equipment hours and material usage are all recorded against a project and can be read for a period. Nothing assembles them into a force account ticket, gets it signed daily, or prices it against a contract's T&M rate schedule."
P19-REQ-128,Change Authorization,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-129,Contract Value Control,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-130,Claims Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-131,Delay & Disruption Records,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Daily reports carry weather and conditions, schedule baselines make variance measurable per activity and for the project finish, and a claim can cite the reports it rests on. There is no delay analysis: no fragnet, no windows analysis, no separation of excusable from compensable."
P19-REQ-132,Differing Site Conditions,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim type exists for it, survey surfaces record what was actually found against design, and the two can be cited together. Nothing links a differing condition to the specific design document it departs from, or computes the cost delta automatically."
P19-REQ-133,Scope & Design Change,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Documents are versioned with supersession and revision comparison across addenda, and a change order records its origin including design change and error or omission. Nothing ties a specific drawing revision to the change order it caused."
P19-REQ-134,Payment & Billing Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Schedule of values, AIA pay applications with certified immutability, retainage held at the contract percentage and three-way matched invoices are all built. The commercial terms behind them are thin: no payment terms, no pay-when-paid clause, no interest on late payment."
P19-REQ-135,Retainage & Holdbacks,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Retainage is carried on the contract as a percentage and applied by the pay application arithmetic. There is no reduction schedule at substantial completion, no separate holdback for punch list or warranty, and no retainage release workflow."
P19-REQ-136,Backcharges & Deductions,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No backcharge record, no deduction against a subcontractor, no notice of intent to backcharge."
P19-REQ-137,Allowances & Contingencies,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"An estimate carries contingency by confidence band. Nothing tracks a contract allowance, draws against it, or reconciles the unspent balance at closeout."
P19-REQ-138,Escalation & Price Adjustment,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The estimating engine models escalation for a bid. No contract carries a price adjustment clause, an index, or a mechanism to apply one."
P19-REQ-139,"Insurance, Bonds & Commercial Compliance",not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No insurance certificate, no bond, no expiry tracking, no compliance hold on payment."
P19-REQ-140,Lien & Waiver Administration,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No lien waiver, conditional or unconditional, no waiver exchange at payment, no lien deadline tracking."
P19-REQ-141,Dispute Management,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim can reach litigation status and stop there. There is no dispute record, no mediation or arbitration tracking, no counterparty position, no cost of dispute."
P19-REQ-142,Commercial Forecasting,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Job cost, committed cost, approved change orders and the revised contract value are all computed and reported. There is no forecast: no cost to complete, no estimate at completion, no projected final contract value."
P19-REQ-143,Contract Closeout,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No closeout checklist, no final completion certificate, no warranty period, no final retainage release, no as-built or O&M turnover."
P19-REQ-144,AI Commercial Intelligence,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The one governed agent reads documents with citations and draft-only authority, which is the mechanism such a capability would use. Nothing applies it to contracts, changes or claims — no clause extraction, no notice detection, no claim merit assessment."
P19-REQ-145,Commercial Digital Twin,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P19-REQ-146,Commercial Management Core,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-147,Prime Contract Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-148,Subcontract Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Vendors, subcontract purchase orders and subcontractor resource assignments exist, and a subcontract is priced by the same engine. There is no subcontract record with its own clauses, notice periods or retainage — a subcontract is modeled as a purchase commitment rather than as a contract with terms."
P19-REQ-149,Purchase Contract Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Purchase orders carry committed cost, delivery and three-way match against invoices. They carry no commercial terms of their own: no price escalation clause, no delivery liquidated damages, no notice period."
P19-REQ-150,Contract Clause Registry,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-151,Obligation Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The obligations that can be computed are: notice deadlines, claim deadlines, submittal lead times and RFI response dates. Nothing registers a contractual obligation as an obligation — no obligation list, no owner, no status, no reminder ahead of a date."
P19-REQ-152,Notice Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-153,Potential Change Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-154,Change Order Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-155,Change Pricing,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A change order carries the estimate version that priced it, so an amendment is costed by the same deterministic engine as the base bid, with cost and price impact separated. There is no change-specific pricing: no agreed markup schedule for changes, no unit price book carried from the contract, no cost-plus fee calculation."
P19-REQ-156,T&M / Force Account,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Time entries, equipment hours and material usage are all recorded against a project and can be read for a period. Nothing assembles them into a force account ticket, gets it signed daily, or prices it against a contract's T&M rate schedule."
P19-REQ-157,Change Authorization,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-158,Contract Value Control,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-159,Claims Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-160,Delay & Disruption Records,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Daily reports carry weather and conditions, schedule baselines make variance measurable per activity and for the project finish, and a claim can cite the reports it rests on. There is no delay analysis: no fragnet, no windows analysis, no separation of excusable from compensable."
P19-REQ-161,Differing Site Conditions,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim type exists for it, survey surfaces record what was actually found against design, and the two can be cited together. Nothing links a differing condition to the specific design document it departs from, or computes the cost delta automatically."
P19-REQ-162,Scope & Design Change,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Documents are versioned with supersession and revision comparison across addenda, and a change order records its origin including design change and error or omission. Nothing ties a specific drawing revision to the change order it caused."
P19-REQ-163,Payment & Billing Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Schedule of values, AIA pay applications with certified immutability, retainage held at the contract percentage and three-way matched invoices are all built. The commercial terms behind them are thin: no payment terms, no pay-when-paid clause, no interest on late payment."
P19-REQ-164,Retainage & Holdbacks,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Retainage is carried on the contract as a percentage and applied by the pay application arithmetic. There is no reduction schedule at substantial completion, no separate holdback for punch list or warranty, and no retainage release workflow."
P19-REQ-165,Backcharges & Deductions,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No backcharge record, no deduction against a subcontractor, no notice of intent to backcharge."
P19-REQ-166,Allowances & Contingencies,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"An estimate carries contingency by confidence band. Nothing tracks a contract allowance, draws against it, or reconciles the unspent balance at closeout."
P19-REQ-167,Escalation & Price Adjustment,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The estimating engine models escalation for a bid. No contract carries a price adjustment clause, an index, or a mechanism to apply one."
P19-REQ-168,"Insurance, Bonds & Commercial Compliance",not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No insurance certificate, no bond, no expiry tracking, no compliance hold on payment."
P19-REQ-169,Lien & Waiver Administration,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No lien waiver, conditional or unconditional, no waiver exchange at payment, no lien deadline tracking."
P19-REQ-170,Dispute Management,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim can reach litigation status and stop there. There is no dispute record, no mediation or arbitration tracking, no counterparty position, no cost of dispute."
P19-REQ-171,Commercial Forecasting,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Job cost, committed cost, approved change orders and the revised contract value are all computed and reported. There is no forecast: no cost to complete, no estimate at completion, no projected final contract value."
P19-REQ-172,Contract Closeout,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No closeout checklist, no final completion certificate, no warranty period, no final retainage release, no as-built or O&M turnover."
P19-REQ-173,AI Commercial Intelligence,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The one governed agent reads documents with citations and draft-only authority, which is the mechanism such a capability would use. Nothing applies it to contracts, changes or claims — no clause extraction, no notice detection, no claim merit assessment."
P19-REQ-174,Commercial Digital Twin,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P19-REQ-175,Commercial Management Core,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-176,Prime Contract Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-177,Subcontract Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Vendors, subcontract purchase orders and subcontractor resource assignments exist, and a subcontract is priced by the same engine. There is no subcontract record with its own clauses, notice periods or retainage — a subcontract is modeled as a purchase commitment rather than as a contract with terms."
P19-REQ-178,Purchase Contract Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Purchase orders carry committed cost, delivery and three-way match against invoices. They carry no commercial terms of their own: no price escalation clause, no delivery liquidated damages, no notice period."
P19-REQ-179,Contract Clause Registry,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-180,Obligation Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The obligations that can be computed are: notice deadlines, claim deadlines, submittal lead times and RFI response dates. Nothing registers a contractual obligation as an obligation — no obligation list, no owner, no status, no reminder ahead of a date."
P19-REQ-181,Notice Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-182,Potential Change Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-183,Change Order Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-184,Change Pricing,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A change order carries the estimate version that priced it, so an amendment is costed by the same deterministic engine as the base bid, with cost and price impact separated. There is no change-specific pricing: no agreed markup schedule for changes, no unit price book carried from the contract, no cost-plus fee calculation."
P19-REQ-185,T&M / Force Account,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Time entries, equipment hours and material usage are all recorded against a project and can be read for a period. Nothing assembles them into a force account ticket, gets it signed daily, or prices it against a contract's T&M rate schedule."
P19-REQ-186,Change Authorization,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-187,Contract Value Control,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-188,Claims Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-189,Delay & Disruption Records,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Daily reports carry weather and conditions, schedule baselines make variance measurable per activity and for the project finish, and a claim can cite the reports it rests on. There is no delay analysis: no fragnet, no windows analysis, no separation of excusable from compensable."
P19-REQ-190,Differing Site Conditions,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim type exists for it, survey surfaces record what was actually found against design, and the two can be cited together. Nothing links a differing condition to the specific design document it departs from, or computes the cost delta automatically."
P19-REQ-191,Scope & Design Change,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Documents are versioned with supersession and revision comparison across addenda, and a change order records its origin including design change and error or omission. Nothing ties a specific drawing revision to the change order it caused."
P19-REQ-192,Payment & Billing Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Schedule of values, AIA pay applications with certified immutability, retainage held at the contract percentage and three-way matched invoices are all built. The commercial terms behind them are thin: no payment terms, no pay-when-paid clause, no interest on late payment."
P19-REQ-193,Retainage & Holdbacks,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Retainage is carried on the contract as a percentage and applied by the pay application arithmetic. There is no reduction schedule at substantial completion, no separate holdback for punch list or warranty, and no retainage release workflow."
P19-REQ-194,Backcharges & Deductions,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No backcharge record, no deduction against a subcontractor, no notice of intent to backcharge."
P19-REQ-195,Allowances & Contingencies,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"An estimate carries contingency by confidence band. Nothing tracks a contract allowance, draws against it, or reconciles the unspent balance at closeout."
P19-REQ-196,Escalation & Price Adjustment,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The estimating engine models escalation for a bid. No contract carries a price adjustment clause, an index, or a mechanism to apply one."
P19-REQ-197,"Insurance, Bonds & Commercial Compliance",not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No insurance certificate, no bond, no expiry tracking, no compliance hold on payment."
P19-REQ-198,Lien & Waiver Administration,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No lien waiver, conditional or unconditional, no waiver exchange at payment, no lien deadline tracking."
P19-REQ-199,Dispute Management,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim can reach litigation status and stop there. There is no dispute record, no mediation or arbitration tracking, no counterparty position, no cost of dispute."
P19-REQ-200,Commercial Forecasting,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Job cost, committed cost, approved change orders and the revised contract value are all computed and reported. There is no forecast: no cost to complete, no estimate at completion, no projected final contract value."
P19-REQ-201,Contract Closeout,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No closeout checklist, no final completion certificate, no warranty period, no final retainage release, no as-built or O&M turnover."
P19-REQ-202,AI Commercial Intelligence,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The one governed agent reads documents with citations and draft-only authority, which is the mechanism such a capability would use. Nothing applies it to contracts, changes or claims — no clause extraction, no notice detection, no claim merit assessment."
P19-REQ-203,Commercial Digital Twin,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P19-REQ-204,Commercial Management Core,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-205,Prime Contract Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-206,Subcontract Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Vendors, subcontract purchase orders and subcontractor resource assignments exist, and a subcontract is priced by the same engine. There is no subcontract record with its own clauses, notice periods or retainage — a subcontract is modeled as a purchase commitment rather than as a contract with terms."
P19-REQ-207,Purchase Contract Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Purchase orders carry committed cost, delivery and three-way match against invoices. They carry no commercial terms of their own: no price escalation clause, no delivery liquidated damages, no notice period."
P19-REQ-208,Contract Clause Registry,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-209,Obligation Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The obligations that can be computed are: notice deadlines, claim deadlines, submittal lead times and RFI response dates. Nothing registers a contractual obligation as an obligation — no obligation list, no owner, no status, no reminder ahead of a date."
P19-REQ-210,Notice Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-211,Potential Change Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-212,Change Order Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-213,Change Pricing,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A change order carries the estimate version that priced it, so an amendment is costed by the same deterministic engine as the base bid, with cost and price impact separated. There is no change-specific pricing: no agreed markup schedule for changes, no unit price book carried from the contract, no cost-plus fee calculation."
P19-REQ-214,T&M / Force Account,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Time entries, equipment hours and material usage are all recorded against a project and can be read for a period. Nothing assembles them into a force account ticket, gets it signed daily, or prices it against a contract's T&M rate schedule."
P19-REQ-215,Change Authorization,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-216,Contract Value Control,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-217,Claims Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-218,Delay & Disruption Records,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Daily reports carry weather and conditions, schedule baselines make variance measurable per activity and for the project finish, and a claim can cite the reports it rests on. There is no delay analysis: no fragnet, no windows analysis, no separation of excusable from compensable."
P19-REQ-219,Differing Site Conditions,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim type exists for it, survey surfaces record what was actually found against design, and the two can be cited together. Nothing links a differing condition to the specific design document it departs from, or computes the cost delta automatically."
P19-REQ-220,Scope & Design Change,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Documents are versioned with supersession and revision comparison across addenda, and a change order records its origin including design change and error or omission. Nothing ties a specific drawing revision to the change order it caused."
P19-REQ-221,Payment & Billing Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Schedule of values, AIA pay applications with certified immutability, retainage held at the contract percentage and three-way matched invoices are all built. The commercial terms behind them are thin: no payment terms, no pay-when-paid clause, no interest on late payment."
P19-REQ-222,Retainage & Holdbacks,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Retainage is carried on the contract as a percentage and applied by the pay application arithmetic. There is no reduction schedule at substantial completion, no separate holdback for punch list or warranty, and no retainage release workflow."
P19-REQ-223,Backcharges & Deductions,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No backcharge record, no deduction against a subcontractor, no notice of intent to backcharge."
P19-REQ-224,Allowances & Contingencies,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"An estimate carries contingency by confidence band. Nothing tracks a contract allowance, draws against it, or reconciles the unspent balance at closeout."
P19-REQ-225,Escalation & Price Adjustment,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The estimating engine models escalation for a bid. No contract carries a price adjustment clause, an index, or a mechanism to apply one."
P19-REQ-226,"Insurance, Bonds & Commercial Compliance",not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No insurance certificate, no bond, no expiry tracking, no compliance hold on payment."
P19-REQ-227,Lien & Waiver Administration,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No lien waiver, conditional or unconditional, no waiver exchange at payment, no lien deadline tracking."
P19-REQ-228,Dispute Management,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim can reach litigation status and stop there. There is no dispute record, no mediation or arbitration tracking, no counterparty position, no cost of dispute."
P19-REQ-229,Commercial Forecasting,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Job cost, committed cost, approved change orders and the revised contract value are all computed and reported. There is no forecast: no cost to complete, no estimate at completion, no projected final contract value."
P19-REQ-230,Contract Closeout,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No closeout checklist, no final completion certificate, no warranty period, no final retainage release, no as-built or O&M turnover."
P19-REQ-231,AI Commercial Intelligence,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The one governed agent reads documents with citations and draft-only authority, which is the mechanism such a capability would use. Nothing applies it to contracts, changes or claims — no clause extraction, no notice detection, no claim merit assessment."
P19-REQ-232,Commercial Digital Twin,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P19-REQ-233,Commercial Management Core,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-234,Prime Contract Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-235,Subcontract Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Vendors, subcontract purchase orders and subcontractor resource assignments exist, and a subcontract is priced by the same engine. There is no subcontract record with its own clauses, notice periods or retainage — a subcontract is modeled as a purchase commitment rather than as a contract with terms."
P19-REQ-236,Purchase Contract Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Purchase orders carry committed cost, delivery and three-way match against invoices. They carry no commercial terms of their own: no price escalation clause, no delivery liquidated damages, no notice period."
P19-REQ-237,Contract Clause Registry,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-238,Obligation Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The obligations that can be computed are: notice deadlines, claim deadlines, submittal lead times and RFI response dates. Nothing registers a contractual obligation as an obligation — no obligation list, no owner, no status, no reminder ahead of a date."
P19-REQ-239,Notice Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-240,Potential Change Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-241,Change Order Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
