requirement_id,domain,aspect,verification,subject_exists,aspect_status,gap,evidence
P07-REQ-050,Document Control,"validation, audit, reconciliation, performance, security and acceptance test coverage",verified,yes,met,,"Four of the six are thorough and two are honestly absent, which is enough for this aspect only because the four are the ones that hold the data. **Validation**: constraints refuse a meter reading that runs backwards, a day over twenty-four hours, a closed investigation with no root cause, an invoice over its commitment, a proposal whose detail contradicts its total. **Audit**: an append-only ledger no privilege level can edit, asserted by a governance test to cover every table. **Reconciliation**: daily report hours against approved timecards, snapshot drift against current library rates, and a metric expression executed against the view it claims to come from. **Security**: forced row level security with two migration-time gates, and a build-output secret scan. What is absent is **performance** — no load test, no baseline, no query budget — and **user acceptance** — no acceptance suite and no sign-off, which P20 recorded and which cannot be produced from a repository. Subject: Documents with versions, sheets classified against the National CAD Standard, supersession that cannot form a cycle, a current version kept in step by trigger, full-text search, and tenant parentage enforced on versions and sheets — a cross-tenant hole this build found and closed."
P07-REQ-051,Change Management,"canonical records with tenant, project, status, owner, dates and audit",not_verified,partial,met,"Subject partial: Change orders carry pricing, status through executed, authority limits by value, and freeze once executed; their approved price impact flows into the revised contract value the financial view reports against. What is missing is the front of the process: no change request before it becomes an order, no proposed-cost workflow, no time impact analysis, and no link from a change order to the schedule activities it moves.",
P07-REQ-052,Change Management,"role-based workspaces for office, field, executive and external users",not_verified,partial,not_met,"Permission-filtered actions are real: named roles carry explicit permission arrays checked by app.has_permission, a membership's project_scope narrows a user to named projects, and a foreman sees no employee compensation. The workspaces are not. There is one web application with role-aware navigation, reading demonstration fixtures rather than governed records for 22 of its 23 screens. There is no field workspace distinct from the office one, no executive view, and no external user of any kind — no portal, no login for a customer, subcontractor or inspector, and nothing that could serve one. Subject partial: Change orders carry pricing, status through executed, authority limits by value, and freeze once executed; their approved price impact flows into the revised contract value the financial view reports against. What is missing is the front of the process: no change request before it becomes an order, no proposed-cost workflow, no time impact analysis, and no link from a change order to the schedule activities it moves.",
P07-REQ-053,Change Management,"configurable lifecycle states, approvals, segregation of duties and escalation",not_verified,partial,not_met,"Approvals are strong and getting stronger: commercial authority limits route a contract, change order, claim settlement or purchase order by value to a role holding the required tier, financial periods refuse a cost dated into a closed month, and library rows cannot go active without an approver. Two of the four named here are absent. **Segregation of duties** is not enforced anywhere — the same user may raise a purchase order, approve it, receive against it and approve the invoice, and no rule prevents it. **Escalation** does not exist: nothing ages, nothing reassigns, nothing notifies a second person when a first does not act. And the lifecycle states themselves are check constraints in migrations rather than tenant configuration. Subject partial: Change orders carry pricing, status through executed, authority limits by value, and freeze once executed; their approved price impact flows into the revised contract value the financial view reports against. What is missing is the front of the process: no change request before it becomes an order, no proposed-cost workflow, no time impact analysis, and no link from a change order to the schedule activities it moves.",
P07-REQ-054,Change Management,"traceability to source document, estimate, contract, schedule, user or integration",not_verified,partial,met,"Subject partial: Change orders carry pricing, status through executed, authority limits by value, and freeze once executed; their approved price impact flows into the revised contract value the financial view reports against. What is missing is the front of the process: no change request before it becomes an order, no proposed-cost workflow, no time impact analysis, and no link from a change order to the schedule activities it moves.",
P07-REQ-055,Change Management,rules-based automation and governed AI without bypassing approval,not_verified,partial,not_met,"The second half holds completely and the first does not exist. Governed AI cannot bypass approval: an agent with write authority is unconfigurable by check constraint, findings cannot exist without a citation, and nothing an agent produces becomes a business record until a person accepts it. There is no rules-based automation anywhere in the platform — no tenant-defined rule, no trigger a customer can write, no queue, no retry, no execution history. The database triggers that enforce this verdict's controls are platform code and correctly not tenant-configurable. Subject partial: Change orders carry pricing, status through executed, authority limits by value, and freeze once executed; their approved price impact flows into the revised contract value the financial view reports against. What is missing is the front of the process: no change request before it becomes an order, no proposed-cost workflow, no time impact analysis, and no link from a change order to the schedule activities it moves.",
P07-REQ-056,Change Management,"real-time KPIs, trends, exceptions, forecast impacts and drill-down",not_verified,partial,not_met,"Eleven governed reporting views compute live over the operational tables with no materialization, so what they do publish is real-time by construction, and sixteen governed metric definitions are evaluated through one function. Three of the five things this aspect names are missing. **Trends** do not exist: every metric returns a current value and no view carries a period comparison. **Forecast impacts** do not exist: schedule variance against baseline is computed, and nothing projects a cost or a date forward. **Drill-down evidence** does not exist, because the application reads fixtures rather than these views — the platform-wide gap P29 recorded. Exceptions are real and improving: a down machine, a service due, a credential lapsed, a labor variance between the daily report and the timecard. Subject partial: Change orders carry pricing, status through executed, authority limits by value, and freeze once executed; their approved price impact flows into the revised contract value the financial view reports against. What is missing is the front of the process: no change request before it becomes an order, no proposed-cost workflow, no time impact analysis, and no link from a change order to the schedule activities it moves.",
P07-REQ-057,Change Management,"versioned APIs, events, import/export templates and integration mappings",not_verified,partial,not_met,"The versioned API is genuine — generated from the gateway's own route table with drift failing the build, scoped keys stored only as a hash, one error shape, every request logged — and it exposes nine endpoints, of which three touch project operations. Of the four things named: there are no events at all, no publish, no subscribe, no outbound webhook; there are no import or export templates beyond the estimate exchange format; and there are no integration mappings, no field mapping, no external identifier on any operational record. Within the platform the integrations are now strong, and 0046 closed the last two gaps in the cost chain. Subject partial: Change orders carry pricing, status through executed, authority limits by value, and freeze once executed; their approved price impact flows into the revised contract value the financial view reports against. What is missing is the front of the process: no change request before it becomes an order, no proposed-cost workflow, no time impact analysis, and no link from a change order to the schedule activities it moves.",
P07-REQ-058,Change Management,responsive web and offline-capable mobile field interactions,not_verified,partial,not_met,"The web application is responsive, built on Tailwind and shadcn/ui, and works on a phone browser. Nothing else this aspect names exists: there is no native application, no offline capability of any kind, no local store, no queue, no sync, no conflict resolution. Field processes are precisely the ones that need it — a daily report written where there is no signal is the canonical case — and `time_entries.source` can say 'mobile' while nothing mobile writes one. Subject partial: Change orders carry pricing, status through executed, authority limits by value, and freeze once executed; their approved price impact flows into the revised contract value the financial view reports against. What is missing is the front of the process: no change request before it becomes an order, no proposed-cost workflow, no time impact analysis, and no link from a change order to the schedule activities it moves.",
P07-REQ-059,Change Management,"tenant configuration, terminology, custom fields, templates and white-label",not_verified,partial,not_met,"Real per-company configuration exists where the platform decided it mattered: pricing profiles, condition modifiers, cost codes, crews, equipment rates, commercial authority limits, work credential requirements, financial periods and metric definitions are all tenant-owned and governed. None of what this aspect names exists. There are no custom fields on any operational record, no terminology overrides, no document templates a tenant can edit, no branding and no white-label presentation — the last of which the pricing page was corrected for advertising. Subject partial: Change orders carry pricing, status through executed, authority limits by value, and freeze once executed; their approved price impact flows into the revised contract value the financial view reports against. What is missing is the front of the process: no change request before it becomes an order, no proposed-cost workflow, no time impact analysis, and no link from a change order to the schedule activities it moves.",
P07-REQ-060,Change Management,"validation, audit, reconciliation, performance, security and acceptance test coverage",not_verified,partial,met,"Subject partial: Change orders carry pricing, status through executed, authority limits by value, and freeze once executed; their approved price impact flows into the revised contract value the financial view reports against. What is missing is the front of the process: no change request before it becomes an order, no proposed-cost workflow, no time impact analysis, and no link from a change order to the schedule activities it moves.",
P07-REQ-061,Project Financial Controls,"canonical records with tenant, project, status, owner, dates and audit",verified,yes,met,,"Every operational table carries company_id and, where it belongs to one, project_id, with row level security enabled and forced, policies generated by audited helpers, and app.enforce_tenant_parent refusing a child attached to another company's parent. Status lifecycles are constrained rather than free text on projects, daily reports, RFIs, submittals, inspections, deficiencies, change orders, purchase orders and invoices. Owners and effective dates are carried where they mean something — a project's planned and actual start and finish, an assignment's date range, an inspection's moment. Every one of these tables is covered by the append-only audit ledger, and a governance test asserts that every table in the schema is either audited or frozen. Subject: The strongest it has ever been and complete for the first time this phase: labor, burden and per diem from approved timecards, fuel from transactions, materials, subcontracts, rentals and services from approved vendor invoices, and open commitments from issued purchase orders — each posted against its source record, kept in sync through corrections, and refused when dated into a closed accounting period. Equipment time is the one category still missing and is recorded as F4."
P07-REQ-062,Project Financial Controls,"role-based workspaces for office, field, executive and external users",not_verified,yes,not_met,"Permission-filtered actions are real: named roles carry explicit permission arrays checked by app.has_permission, a membership's project_scope narrows a user to named projects, and a foreman sees no employee compensation. The workspaces are not. There is one web application with role-aware navigation, reading demonstration fixtures rather than governed records for 22 of its 23 screens. There is no field workspace distinct from the office one, no executive view, and no external user of any kind — no portal, no login for a customer, subcontractor or inspector, and nothing that could serve one.",
P07-REQ-063,Project Financial Controls,"configurable lifecycle states, approvals, segregation of duties and escalation",not_verified,yes,not_met,"Approvals are strong and getting stronger: commercial authority limits route a contract, change order, claim settlement or purchase order by value to a role holding the required tier, financial periods refuse a cost dated into a closed month, and library rows cannot go active without an approver. Two of the four named here are absent. **Segregation of duties** is not enforced anywhere — the same user may raise a purchase order, approve it, receive against it and approve the invoice, and no rule prevents it. **Escalation** does not exist: nothing ages, nothing reassigns, nothing notifies a second person when a first does not act. And the lifecycle states themselves are check constraints in migrations rather than tenant configuration.",
P07-REQ-064,Project Financial Controls,"traceability to source document, estimate, contract, schedule, user or integration",verified,yes,met,,"This is the platform's strongest property and this phase extended it twice. A job cost now names its source in a `source` column and its origin in a `reference` — `time_entry:`, `fuel_transaction:`, `purchase_order:`, `ap_invoice:` — so every dollar on a project points at the record that produced it and is deleted with it. An estimate names its opportunity and customer; a proposal must cite an estimate version and since 0045 takes its price from it; an estimate version cannot be approved without the library snapshot that priced it, so a price is reproducible against the rates that made it. Schedule float exists only where a calculation produced it. Every change to every operational table is in an append-only ledger with actor, prior and new value, and documents carry versions with supersession that cannot form a cycle. Subject: The strongest it has ever been and complete for the first time this phase: labor, burden and per diem from approved timecards, fuel from transactions, materials, subcontracts, rentals and services from approved vendor invoices, and open commitments from issued purchase orders — each posted against its source record, kept in sync through corrections, and refused when dated into a closed accounting period. Equipment time is the one category still missing and is recorded as F4."
P07-REQ-065,Project Financial Controls,rules-based automation and governed AI without bypassing approval,not_verified,yes,not_met,"The second half holds completely and the first does not exist. Governed AI cannot bypass approval: an agent with write authority is unconfigurable by check constraint, findings cannot exist without a citation, and nothing an agent produces becomes a business record until a person accepts it. There is no rules-based automation anywhere in the platform — no tenant-defined rule, no trigger a customer can write, no queue, no retry, no execution history. The database triggers that enforce this verdict's controls are platform code and correctly not tenant-configurable.",
P07-REQ-066,Project Financial Controls,"real-time KPIs, trends, exceptions, forecast impacts and drill-down",not_verified,yes,not_met,"Eleven governed reporting views compute live over the operational tables with no materialization, so what they do publish is real-time by construction, and sixteen governed metric definitions are evaluated through one function. Three of the five things this aspect names are missing. **Trends** do not exist: every metric returns a current value and no view carries a period comparison. **Forecast impacts** do not exist: schedule variance against baseline is computed, and nothing projects a cost or a date forward. **Drill-down evidence** does not exist, because the application reads fixtures rather than these views — the platform-wide gap P29 recorded. Exceptions are real and improving: a down machine, a service due, a credential lapsed, a labor variance between the daily report and the timecard.",
P07-REQ-067,Project Financial Controls,"versioned APIs, events, import/export templates and integration mappings",not_verified,yes,not_met,"The versioned API is genuine — generated from the gateway's own route table with drift failing the build, scoped keys stored only as a hash, one error shape, every request logged — and it exposes nine endpoints, of which three touch project operations. Of the four things named: there are no events at all, no publish, no subscribe, no outbound webhook; there are no import or export templates beyond the estimate exchange format; and there are no integration mappings, no field mapping, no external identifier on any operational record. Within the platform the integrations are now strong, and 0046 closed the last two gaps in the cost chain.",
P07-REQ-068,Project Financial Controls,responsive web and offline-capable mobile field interactions,not_verified,yes,not_met,"The web application is responsive, built on Tailwind and shadcn/ui, and works on a phone browser. Nothing else this aspect names exists: there is no native application, no offline capability of any kind, no local store, no queue, no sync, no conflict resolution. Field processes are precisely the ones that need it — a daily report written where there is no signal is the canonical case — and `time_entries.source` can say 'mobile' while nothing mobile writes one.",
P07-REQ-069,Project Financial Controls,"tenant configuration, terminology, custom fields, templates and white-label",not_verified,yes,not_met,"Real per-company configuration exists where the platform decided it mattered: pricing profiles, condition modifiers, cost codes, crews, equipment rates, commercial authority limits, work credential requirements, financial periods and metric definitions are all tenant-owned and governed. None of what this aspect names exists. There are no custom fields on any operational record, no terminology overrides, no document templates a tenant can edit, no branding and no white-label presentation — the last of which the pricing page was corrected for advertising.",
P07-REQ-070,Project Financial Controls,"validation, audit, reconciliation, performance, security and acceptance test coverage",verified,yes,met,,"Four of the six are thorough and two are honestly absent, which is enough for this aspect only because the four are the ones that hold the data. **Validation**: constraints refuse a meter reading that runs backwards, a day over twenty-four hours, a closed investigation with no root cause, an invoice over its commitment, a proposal whose detail contradicts its total. **Audit**: an append-only ledger no privilege level can edit, asserted by a governance test to cover every table. **Reconciliation**: daily report hours against approved timecards, snapshot drift against current library rates, and a metric expression executed against the view it claims to come from. **Security**: forced row level security with two migration-time gates, and a build-output secret scan. What is absent is **performance** — no load test, no baseline, no query budget — and **user acceptance** — no acceptance suite and no sign-off, which P20 recorded and which cannot be produced from a repository. Subject: The strongest it has ever been and complete for the first time this phase: labor, burden and per diem from approved timecards, fuel from transactions, materials, subcontracts, rentals and services from approved vendor invoices, and open commitments from issued purchase orders — each posted against its source record, kept in sync through corrections, and refused when dated into a closed accounting period. Equipment time is the one category still missing and is recorded as F4."
P07-REQ-071,Resource Management,"canonical records with tenant, project, status, owner, dates and audit",not_verified,partial,met,"Subject partial: Assignments tie a person or a machine to a project over dates, cannot overlap for one resource, and are refused where a credential is missing. Crews exist as governed compositions and nothing in operations consumes them. There is no leveling, no availability calendar, no demand against supply.",
P07-REQ-072,Resource Management,"role-based workspaces for office, field, executive and external users",not_verified,partial,not_met,"Permission-filtered actions are real: named roles carry explicit permission arrays checked by app.has_permission, a membership's project_scope narrows a user to named projects, and a foreman sees no employee compensation. The workspaces are not. There is one web application with role-aware navigation, reading demonstration fixtures rather than governed records for 22 of its 23 screens. There is no field workspace distinct from the office one, no executive view, and no external user of any kind — no portal, no login for a customer, subcontractor or inspector, and nothing that could serve one. Subject partial: Assignments tie a person or a machine to a project over dates, cannot overlap for one resource, and are refused where a credential is missing. Crews exist as governed compositions and nothing in operations consumes them. There is no leveling, no availability calendar, no demand against supply.",
P07-REQ-073,Resource Management,"configurable lifecycle states, approvals, segregation of duties and escalation",not_verified,partial,not_met,"Approvals are strong and getting stronger: commercial authority limits route a contract, change order, claim settlement or purchase order by value to a role holding the required tier, financial periods refuse a cost dated into a closed month, and library rows cannot go active without an approver. Two of the four named here are absent. **Segregation of duties** is not enforced anywhere — the same user may raise a purchase order, approve it, receive against it and approve the invoice, and no rule prevents it. **Escalation** does not exist: nothing ages, nothing reassigns, nothing notifies a second person when a first does not act. And the lifecycle states themselves are check constraints in migrations rather than tenant configuration. Subject partial: Assignments tie a person or a machine to a project over dates, cannot overlap for one resource, and are refused where a credential is missing. Crews exist as governed compositions and nothing in operations consumes them. There is no leveling, no availability calendar, no demand against supply.",
P07-REQ-074,Resource Management,"traceability to source document, estimate, contract, schedule, user or integration",not_verified,partial,met,"Subject partial: Assignments tie a person or a machine to a project over dates, cannot overlap for one resource, and are refused where a credential is missing. Crews exist as governed compositions and nothing in operations consumes them. There is no leveling, no availability calendar, no demand against supply.",
P07-REQ-075,Resource Management,rules-based automation and governed AI without bypassing approval,not_verified,partial,not_met,"The second half holds completely and the first does not exist. Governed AI cannot bypass approval: an agent with write authority is unconfigurable by check constraint, findings cannot exist without a citation, and nothing an agent produces becomes a business record until a person accepts it. There is no rules-based automation anywhere in the platform — no tenant-defined rule, no trigger a customer can write, no queue, no retry, no execution history. The database triggers that enforce this verdict's controls are platform code and correctly not tenant-configurable. Subject partial: Assignments tie a person or a machine to a project over dates, cannot overlap for one resource, and are refused where a credential is missing. Crews exist as governed compositions and nothing in operations consumes them. There is no leveling, no availability calendar, no demand against supply.",
P07-REQ-076,Resource Management,"real-time KPIs, trends, exceptions, forecast impacts and drill-down",not_verified,partial,not_met,"Eleven governed reporting views compute live over the operational tables with no materialization, so what they do publish is real-time by construction, and sixteen governed metric definitions are evaluated through one function. Three of the five things this aspect names are missing. **Trends** do not exist: every metric returns a current value and no view carries a period comparison. **Forecast impacts** do not exist: schedule variance against baseline is computed, and nothing projects a cost or a date forward. **Drill-down evidence** does not exist, because the application reads fixtures rather than these views — the platform-wide gap P29 recorded. Exceptions are real and improving: a down machine, a service due, a credential lapsed, a labor variance between the daily report and the timecard. Subject partial: Assignments tie a person or a machine to a project over dates, cannot overlap for one resource, and are refused where a credential is missing. Crews exist as governed compositions and nothing in operations consumes them. There is no leveling, no availability calendar, no demand against supply.",
P07-REQ-077,Resource Management,"versioned APIs, events, import/export templates and integration mappings",not_verified,partial,not_met,"The versioned API is genuine — generated from the gateway's own route table with drift failing the build, scoped keys stored only as a hash, one error shape, every request logged — and it exposes nine endpoints, of which three touch project operations. Of the four things named: there are no events at all, no publish, no subscribe, no outbound webhook; there are no import or export templates beyond the estimate exchange format; and there are no integration mappings, no field mapping, no external identifier on any operational record. Within the platform the integrations are now strong, and 0046 closed the last two gaps in the cost chain. Subject partial: Assignments tie a person or a machine to a project over dates, cannot overlap for one resource, and are refused where a credential is missing. Crews exist as governed compositions and nothing in operations consumes them. There is no leveling, no availability calendar, no demand against supply.",
P07-REQ-078,Resource Management,responsive web and offline-capable mobile field interactions,not_verified,partial,not_met,"The web application is responsive, built on Tailwind and shadcn/ui, and works on a phone browser. Nothing else this aspect names exists: there is no native application, no offline capability of any kind, no local store, no queue, no sync, no conflict resolution. Field processes are precisely the ones that need it — a daily report written where there is no signal is the canonical case — and `time_entries.source` can say 'mobile' while nothing mobile writes one. Subject partial: Assignments tie a person or a machine to a project over dates, cannot overlap for one resource, and are refused where a credential is missing. Crews exist as governed compositions and nothing in operations consumes them. There is no leveling, no availability calendar, no demand against supply.",
P07-REQ-079,Resource Management,"tenant configuration, terminology, custom fields, templates and white-label",not_verified,partial,not_met,"Real per-company configuration exists where the platform decided it mattered: pricing profiles, condition modifiers, cost codes, crews, equipment rates, commercial authority limits, work credential requirements, financial periods and metric definitions are all tenant-owned and governed. None of what this aspect names exists. There are no custom fields on any operational record, no terminology overrides, no document templates a tenant can edit, no branding and no white-label presentation — the last of which the pricing page was corrected for advertising. Subject partial: Assignments tie a person or a machine to a project over dates, cannot overlap for one resource, and are refused where a credential is missing. Crews exist as governed compositions and nothing in operations consumes them. There is no leveling, no availability calendar, no demand against supply.",
P07-REQ-080,Resource Management,"validation, audit, reconciliation, performance, security and acceptance test coverage",not_verified,partial,met,"Subject partial: Assignments tie a person or a machine to a project over dates, cannot overlap for one resource, and are refused where a credential is missing. Crews exist as governed compositions and nothing in operations consumes them. There is no leveling, no availability calendar, no demand against supply.",
P07-REQ-081,Quality Management,"canonical records with tenant, project, status, owner, dates and audit",not_verified,partial,met,"Subject partial: Inspections with typed results and structured result values, a failed one required to carry notes, deficiencies with verified closure. Nothing follows a failure — recorded as F5 — and there is no inspection and test plan, no hold point, no material certificate and no non-conformance report.",
P07-REQ-082,Quality Management,"role-based workspaces for office, field, executive and external users",not_verified,partial,not_met,"Permission-filtered actions are real: named roles carry explicit permission arrays checked by app.has_permission, a membership's project_scope narrows a user to named projects, and a foreman sees no employee compensation. The workspaces are not. There is one web application with role-aware navigation, reading demonstration fixtures rather than governed records for 22 of its 23 screens. There is no field workspace distinct from the office one, no executive view, and no external user of any kind — no portal, no login for a customer, subcontractor or inspector, and nothing that could serve one. Subject partial: Inspections with typed results and structured result values, a failed one required to carry notes, deficiencies with verified closure. Nothing follows a failure — recorded as F5 — and there is no inspection and test plan, no hold point, no material certificate and no non-conformance report.",
P07-REQ-083,Quality Management,"configurable lifecycle states, approvals, segregation of duties and escalation",not_verified,partial,not_met,"Approvals are strong and getting stronger: commercial authority limits route a contract, change order, claim settlement or purchase order by value to a role holding the required tier, financial periods refuse a cost dated into a closed month, and library rows cannot go active without an approver. Two of the four named here are absent. **Segregation of duties** is not enforced anywhere — the same user may raise a purchase order, approve it, receive against it and approve the invoice, and no rule prevents it. **Escalation** does not exist: nothing ages, nothing reassigns, nothing notifies a second person when a first does not act. And the lifecycle states themselves are check constraints in migrations rather than tenant configuration. Subject partial: Inspections with typed results and structured result values, a failed one required to carry notes, deficiencies with verified closure. Nothing follows a failure — recorded as F5 — and there is no inspection and test plan, no hold point, no material certificate and no non-conformance report.",
P07-REQ-084,Quality Management,"traceability to source document, estimate, contract, schedule, user or integration",not_verified,partial,met,"Subject partial: Inspections with typed results and structured result values, a failed one required to carry notes, deficiencies with verified closure. Nothing follows a failure — recorded as F5 — and there is no inspection and test plan, no hold point, no material certificate and no non-conformance report.",
P07-REQ-085,Quality Management,rules-based automation and governed AI without bypassing approval,not_verified,partial,not_met,"The second half holds completely and the first does not exist. Governed AI cannot bypass approval: an agent with write authority is unconfigurable by check constraint, findings cannot exist without a citation, and nothing an agent produces becomes a business record until a person accepts it. There is no rules-based automation anywhere in the platform — no tenant-defined rule, no trigger a customer can write, no queue, no retry, no execution history. The database triggers that enforce this verdict's controls are platform code and correctly not tenant-configurable. Subject partial: Inspections with typed results and structured result values, a failed one required to carry notes, deficiencies with verified closure. Nothing follows a failure — recorded as F5 — and there is no inspection and test plan, no hold point, no material certificate and no non-conformance report.",
P07-REQ-086,Quality Management,"real-time KPIs, trends, exceptions, forecast impacts and drill-down",not_verified,partial,not_met,"Eleven governed reporting views compute live over the operational tables with no materialization, so what they do publish is real-time by construction, and sixteen governed metric definitions are evaluated through one function. Three of the five things this aspect names are missing. **Trends** do not exist: every metric returns a current value and no view carries a period comparison. **Forecast impacts** do not exist: schedule variance against baseline is computed, and nothing projects a cost or a date forward. **Drill-down evidence** does not exist, because the application reads fixtures rather than these views — the platform-wide gap P29 recorded. Exceptions are real and improving: a down machine, a service due, a credential lapsed, a labor variance between the daily report and the timecard. Subject partial: Inspections with typed results and structured result values, a failed one required to carry notes, deficiencies with verified closure. Nothing follows a failure — recorded as F5 — and there is no inspection and test plan, no hold point, no material certificate and no non-conformance report.",
P07-REQ-087,Quality Management,"versioned APIs, events, import/export templates and integration mappings",not_verified,partial,not_met,"The versioned API is genuine — generated from the gateway's own route table with drift failing the build, scoped keys stored only as a hash, one error shape, every request logged — and it exposes nine endpoints, of which three touch project operations. Of the four things named: there are no events at all, no publish, no subscribe, no outbound webhook; there are no import or export templates beyond the estimate exchange format; and there are no integration mappings, no field mapping, no external identifier on any operational record. Within the platform the integrations are now strong, and 0046 closed the last two gaps in the cost chain. Subject partial: Inspections with typed results and structured result values, a failed one required to carry notes, deficiencies with verified closure. Nothing follows a failure — recorded as F5 — and there is no inspection and test plan, no hold point, no material certificate and no non-conformance report.",
P07-REQ-088,Quality Management,responsive web and offline-capable mobile field interactions,not_verified,partial,not_met,"The web application is responsive, built on Tailwind and shadcn/ui, and works on a phone browser. Nothing else this aspect names exists: there is no native application, no offline capability of any kind, no local store, no queue, no sync, no conflict resolution. Field processes are precisely the ones that need it — a daily report written where there is no signal is the canonical case — and `time_entries.source` can say 'mobile' while nothing mobile writes one. Subject partial: Inspections with typed results and structured result values, a failed one required to carry notes, deficiencies with verified closure. Nothing follows a failure — recorded as F5 — and there is no inspection and test plan, no hold point, no material certificate and no non-conformance report.",
P07-REQ-089,Quality Management,"tenant configuration, terminology, custom fields, templates and white-label",not_verified,partial,not_met,"Real per-company configuration exists where the platform decided it mattered: pricing profiles, condition modifiers, cost codes, crews, equipment rates, commercial authority limits, work credential requirements, financial periods and metric definitions are all tenant-owned and governed. None of what this aspect names exists. There are no custom fields on any operational record, no terminology overrides, no document templates a tenant can edit, no branding and no white-label presentation — the last of which the pricing page was corrected for advertising. Subject partial: Inspections with typed results and structured result values, a failed one required to carry notes, deficiencies with verified closure. Nothing follows a failure — recorded as F5 — and there is no inspection and test plan, no hold point, no material certificate and no non-conformance report.",
P07-REQ-090,Quality Management,"validation, audit, reconciliation, performance, security and acceptance test coverage",not_verified,partial,met,"Subject partial: Inspections with typed results and structured result values, a failed one required to carry notes, deficiencies with verified closure. Nothing follows a failure — recorded as F5 — and there is no inspection and test plan, no hold point, no material certificate and no non-conformance report.",
P07-REQ-091,Safety Management,"canonical records with tenant, project, status, owner, dates and audit",verified,yes,met,,"Every operational table carries company_id and, where it belongs to one, project_id, with row level security enabled and forced, policies generated by audited helpers, and app.enforce_tenant_parent refusing a child attached to another company's parent. Status lifecycles are constrained rather than free text on projects, daily reports, RFIs, submittals, inspections, deficiencies, change orders, purchase orders and invoices. Owners and effective dates are carried where they mean something — a project's planned and actual start and finish, an assignment's date range, an inspection's moment. Every one of these tables is covered by the append-only audit ledger, and a governance test asserts that every table in the schema is either audited or frozen. Subject: Incidents with OSHA recordability and case numbers, investigations that cannot close without a root cause and corrective action, credentials whose lapse is derived rather than stored, an assignment refused where a mandatory credential is missing, and TRIR and DART computed correctly against approved hours since P29."
P07-REQ-092,Safety Management,"role-based workspaces for office, field, executive and external users",not_verified,yes,not_met,"Permission-filtered actions are real: named roles carry explicit permission arrays checked by app.has_permission, a membership's project_scope narrows a user to named projects, and a foreman sees no employee compensation. The workspaces are not. There is one web application with role-aware navigation, reading demonstration fixtures rather than governed records for 22 of its 23 screens. There is no field workspace distinct from the office one, no executive view, and no external user of any kind — no portal, no login for a customer, subcontractor or inspector, and nothing that could serve one.",
P07-REQ-093,Safety Management,"configurable lifecycle states, approvals, segregation of duties and escalation",not_verified,yes,not_met,"Approvals are strong and getting stronger: commercial authority limits route a contract, change order, claim settlement or purchase order by value to a role holding the required tier, financial periods refuse a cost dated into a closed month, and library rows cannot go active without an approver. Two of the four named here are absent. **Segregation of duties** is not enforced anywhere — the same user may raise a purchase order, approve it, receive against it and approve the invoice, and no rule prevents it. **Escalation** does not exist: nothing ages, nothing reassigns, nothing notifies a second person when a first does not act. And the lifecycle states themselves are check constraints in migrations rather than tenant configuration.",
P07-REQ-094,Safety Management,"traceability to source document, estimate, contract, schedule, user or integration",verified,yes,met,,"This is the platform's strongest property and this phase extended it twice. A job cost now names its source in a `source` column and its origin in a `reference` — `time_entry:`, `fuel_transaction:`, `purchase_order:`, `ap_invoice:` — so every dollar on a project points at the record that produced it and is deleted with it. An estimate names its opportunity and customer; a proposal must cite an estimate version and since 0045 takes its price from it; an estimate version cannot be approved without the library snapshot that priced it, so a price is reproducible against the rates that made it. Schedule float exists only where a calculation produced it. Every change to every operational table is in an append-only ledger with actor, prior and new value, and documents carry versions with supersession that cannot form a cycle. Subject: Incidents with OSHA recordability and case numbers, investigations that cannot close without a root cause and corrective action, credentials whose lapse is derived rather than stored, an assignment refused where a mandatory credential is missing, and TRIR and DART computed correctly against approved hours since P29."
P07-REQ-095,Safety Management,rules-based automation and governed AI without bypassing approval,not_verified,yes,not_met,"The second half holds completely and the first does not exist. Governed AI cannot bypass approval: an agent with write authority is unconfigurable by check constraint, findings cannot exist without a citation, and nothing an agent produces becomes a business record until a person accepts it. There is no rules-based automation anywhere in the platform — no tenant-defined rule, no trigger a customer can write, no queue, no retry, no execution history. The database triggers that enforce this verdict's controls are platform code and correctly not tenant-configurable.",
P07-REQ-096,Safety Management,"real-time KPIs, trends, exceptions, forecast impacts and drill-down",not_verified,yes,not_met,"Eleven governed reporting views compute live over the operational tables with no materialization, so what they do publish is real-time by construction, and sixteen governed metric definitions are evaluated through one function. Three of the five things this aspect names are missing. **Trends** do not exist: every metric returns a current value and no view carries a period comparison. **Forecast impacts** do not exist: schedule variance against baseline is computed, and nothing projects a cost or a date forward. **Drill-down evidence** does not exist, because the application reads fixtures rather than these views — the platform-wide gap P29 recorded. Exceptions are real and improving: a down machine, a service due, a credential lapsed, a labor variance between the daily report and the timecard.",
P07-REQ-097,Safety Management,"versioned APIs, events, import/export templates and integration mappings",not_verified,yes,not_met,"The versioned API is genuine — generated from the gateway's own route table with drift failing the build, scoped keys stored only as a hash, one error shape, every request logged — and it exposes nine endpoints, of which three touch project operations. Of the four things named: there are no events at all, no publish, no subscribe, no outbound webhook; there are no import or export templates beyond the estimate exchange format; and there are no integration mappings, no field mapping, no external identifier on any operational record. Within the platform the integrations are now strong, and 0046 closed the last two gaps in the cost chain.",
