requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P25-REQ-178,Subcontract Rate Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,No subcontract rates are cataloged.
P25-REQ-179,Truck Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-180,Haul & Disposal Rates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-181,Regional Price Profiles,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-182,Location Factors,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-183,Vendor Price Sources,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"A material can be priced from a vendor quote with an expiry, and a project quote wins the equipment rate hierarchy. There is no vendor price source table linking a vendor, a material and a dated price."
P25-REQ-184,Custom Tenant Overrides,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-185,Versioning & Effective Dates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-186,Approval & Publication,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-187,AI Proposed Writeback,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"The one AI agent proposes findings about documents. Nothing proposes a library change, so there is no writeback to govern."
P25-REQ-188,Import & Bulk Edit,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"No library import or bulk edit path exists. The seed is applied by migration, which is not the same thing."
P25-REQ-189,Search & Classification,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"services carries category, subcategory, industry and a search_text column, and app.search is permission-filtered by construction. Classification is not consistent across the other libraries."
P25-REQ-190,Audit & Provenance,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-191,Library Dependencies,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-192,Estimator Integration,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-193,Master Library Registry,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-194,Service Catalog,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-195,Service Categories,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-196,Units of Measure,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-197,Labor Resource Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-198,Crew Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-199,Equipment Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-200,Truck Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-201,Material Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-202,Subcontract Resource Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"There is no subcontractor library. Vendors exist as business records, and subcontract enters an estimate as a cost bucket, but nothing catalogs subcontract resources for reuse."
P25-REQ-203,Disposal Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-204,Assembly Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-205,Assembly Components,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-206,Production Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-207,Equipment Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-208,Labor Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-209,Material Price Library,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"materials carries a unit cost, and the material engine derives cost through waste, order multiples, minimums, freight and tax. There is no separate price library holding several prices per material by vendor and date."
P25-REQ-210,Subcontract Rate Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,No subcontract rates are cataloged.
P25-REQ-211,Truck Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-212,Haul & Disposal Rates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-213,Regional Price Profiles,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-214,Location Factors,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-215,Vendor Price Sources,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"A material can be priced from a vendor quote with an expiry, and a project quote wins the equipment rate hierarchy. There is no vendor price source table linking a vendor, a material and a dated price."
P25-REQ-216,Custom Tenant Overrides,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-217,Versioning & Effective Dates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-218,Approval & Publication,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-219,AI Proposed Writeback,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"The one AI agent proposes findings about documents. Nothing proposes a library change, so there is no writeback to govern."
P25-REQ-220,Import & Bulk Edit,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"No library import or bulk edit path exists. The seed is applied by migration, which is not the same thing."
P25-REQ-221,Search & Classification,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"services carries category, subcategory, industry and a search_text column, and app.search is permission-filtered by construction. Classification is not consistent across the other libraries."
P25-REQ-222,Audit & Provenance,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-223,Library Dependencies,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-224,Estimator Integration,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-225,Master Library Registry,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-226,Service Catalog,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-227,Service Categories,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-228,Units of Measure,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-229,Labor Resource Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-230,Crew Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-231,Equipment Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-232,Truck Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-233,Material Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-234,Subcontract Resource Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"There is no subcontractor library. Vendors exist as business records, and subcontract enters an estimate as a cost bucket, but nothing catalogs subcontract resources for reuse."
P25-REQ-235,Disposal Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-236,Assembly Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-237,Assembly Components,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-238,Production Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-239,Equipment Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-240,Labor Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-241,Material Price Library,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"materials carries a unit cost, and the material engine derives cost through waste, order multiples, minimums, freight and tax. There is no separate price library holding several prices per material by vendor and date."
P25-REQ-242,Subcontract Rate Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,No subcontract rates are cataloged.
P25-REQ-243,Truck Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-244,Haul & Disposal Rates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-245,Regional Price Profiles,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-246,Location Factors,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-247,Vendor Price Sources,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"A material can be priced from a vendor quote with an expiry, and a project quote wins the equipment rate hierarchy. There is no vendor price source table linking a vendor, a material and a dated price."
P25-REQ-248,Custom Tenant Overrides,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-249,Versioning & Effective Dates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-250,Approval & Publication,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-251,AI Proposed Writeback,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"The one AI agent proposes findings about documents. Nothing proposes a library change, so there is no writeback to govern."
P25-REQ-252,Import & Bulk Edit,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"No library import or bulk edit path exists. The seed is applied by migration, which is not the same thing."
P25-REQ-253,Search & Classification,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"services carries category, subcategory, industry and a search_text column, and app.search is permission-filtered by construction. Classification is not consistent across the other libraries."
P25-REQ-254,Audit & Provenance,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-255,Library Dependencies,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-256,Estimator Integration,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-257,Master Library Registry,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-258,Service Catalog,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-259,Service Categories,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-260,Units of Measure,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-261,Labor Resource Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-262,Crew Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-263,Equipment Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-264,Truck Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-265,Material Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-266,Subcontract Resource Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"There is no subcontractor library. Vendors exist as business records, and subcontract enters an estimate as a cost bucket, but nothing catalogs subcontract resources for reuse."
P25-REQ-267,Disposal Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-268,Assembly Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-269,Assembly Components,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-270,Production Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-271,Equipment Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-272,Labor Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-273,Material Price Library,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"materials carries a unit cost, and the material engine derives cost through waste, order multiples, minimums, freight and tax. There is no separate price library holding several prices per material by vendor and date."
P25-REQ-274,Subcontract Rate Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,No subcontract rates are cataloged.
P25-REQ-275,Truck Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-276,Haul & Disposal Rates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-277,Regional Price Profiles,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-278,Location Factors,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-279,Vendor Price Sources,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"A material can be priced from a vendor quote with an expiry, and a project quote wins the equipment rate hierarchy. There is no vendor price source table linking a vendor, a material and a dated price."
P25-REQ-280,Custom Tenant Overrides,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-281,Versioning & Effective Dates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-282,Approval & Publication,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-283,AI Proposed Writeback,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"The one AI agent proposes findings about documents. Nothing proposes a library change, so there is no writeback to govern."
P25-REQ-284,Import & Bulk Edit,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"No library import or bulk edit path exists. The seed is applied by migration, which is not the same thing."
P25-REQ-285,Search & Classification,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"services carries category, subcategory, industry and a search_text column, and app.search is permission-filtered by construction. Classification is not consistent across the other libraries."
P25-REQ-286,Audit & Provenance,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-287,Library Dependencies,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-288,Estimator Integration,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-289,Master Library Registry,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-290,Service Catalog,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-291,Service Categories,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-292,Units of Measure,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-293,Labor Resource Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-294,Crew Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-295,Equipment Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-296,Truck Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-297,Material Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-298,Subcontract Resource Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"There is no subcontractor library. Vendors exist as business records, and subcontract enters an estimate as a cost bucket, but nothing catalogs subcontract resources for reuse."
P25-REQ-299,Disposal Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-300,Assembly Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-301,Assembly Components,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-302,Production Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-303,Equipment Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-304,Labor Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-305,Material Price Library,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"materials carries a unit cost, and the material engine derives cost through waste, order multiples, minimums, freight and tax. There is no separate price library holding several prices per material by vendor and date."
P25-REQ-306,Subcontract Rate Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,No subcontract rates are cataloged.
P25-REQ-307,Truck Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-308,Haul & Disposal Rates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-309,Regional Price Profiles,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-310,Location Factors,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-311,Vendor Price Sources,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"A material can be priced from a vendor quote with an expiry, and a project quote wins the equipment rate hierarchy. There is no vendor price source table linking a vendor, a material and a dated price."
P25-REQ-312,Custom Tenant Overrides,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-313,Versioning & Effective Dates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-314,Approval & Publication,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-315,AI Proposed Writeback,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"The one AI agent proposes findings about documents. Nothing proposes a library change, so there is no writeback to govern."
P25-REQ-316,Import & Bulk Edit,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"No library import or bulk edit path exists. The seed is applied by migration, which is not the same thing."
P25-REQ-317,Search & Classification,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"services carries category, subcategory, industry and a search_text column, and app.search is permission-filtered by construction. Classification is not consistent across the other libraries."
P25-REQ-318,Audit & Provenance,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-319,Library Dependencies,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-320,Estimator Integration,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-321,Master Library Registry,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-322,Service Catalog,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-323,Service Categories,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-324,Units of Measure,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-325,Labor Resource Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-326,Crew Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-327,Equipment Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-328,Truck Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-329,Material Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-330,Subcontract Resource Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"There is no subcontractor library. Vendors exist as business records, and subcontract enters an estimate as a cost bucket, but nothing catalogs subcontract resources for reuse."
P25-REQ-331,Disposal Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-332,Assembly Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-333,Assembly Components,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-334,Production Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-335,Equipment Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-336,Labor Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-337,Material Price Library,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"materials carries a unit cost, and the material engine derives cost through waste, order multiples, minimums, freight and tax. There is no separate price library holding several prices per material by vendor and date."
P25-REQ-338,Subcontract Rate Library,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,No subcontract rates are cataloged.
P25-REQ-339,Truck Rate Library,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-340,Haul & Disposal Rates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-341,Regional Price Profiles,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-342,Location Factors,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-343,Vendor Price Sources,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"A material can be priced from a vendor quote with an expiry, and a project quote wins the equipment rate hierarchy. There is no vendor price source table linking a vendor, a material and a dated price."
P25-REQ-344,Custom Tenant Overrides,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-345,Versioning & Effective Dates,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-346,Approval & Publication,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-347,AI Proposed Writeback,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"The one AI agent proposes findings about documents. Nothing proposes a library change, so there is no writeback to govern."
P25-REQ-348,Import & Bulk Edit,not_verified,not_built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"No library import or bulk edit path exists. The seed is applied by migration, which is not the same thing."
P25-REQ-349,Search & Classification,not_verified,partial,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,"services carries category, subcategory, industry and a search_text column, and app.search is permission-filtered by construction. Classification is not consistent across the other libraries."
P25-REQ-350,Audit & Provenance,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-351,Library Dependencies,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
P25-REQ-352,Estimator Integration,verified,built,,identifiers; tenant scope; effective dates; source/provenance; approval state; version behavior; dependency integrity; mapped tests,
