requirement_id,domain,aspect,verification,subject_exists,aspect_status,gap,evidence
GES-P08-REQ-051,Site Visit & Discovery,governed AI assistance with attribution and human approval,not_verified,partial,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject partial: An opportunity carries the site address and its coordinates, and the survey module captures existing conditions with real engineering behind it. There is no site visit as a record: no scheduled visit, no discovery checklist, no field notes or photographs tied to an opportunity.",
GES-P08-REQ-052,Site Visit & Discovery,responsive and mobile experience with offline behavior,not_verified,partial,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject partial: An opportunity carries the site address and its coordinates, and the survey module captures existing conditions with real engineering behind it. There is no site visit as a record: no scheduled visit, no discovery checklist, no field notes or photographs tied to an opportunity.",
GES-P08-REQ-053,Site Visit & Discovery,"conversion, velocity and quality reporting with drill-through",not_verified,partial,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject partial: An opportunity carries the site address and its coordinates, and the survey module captures existing conditions with real engineering behind it. There is no site visit as a record: no scheduled visit, no discovery checklist, no field notes or photographs tied to an opportunity.",
GES-P08-REQ-054,Site Visit & Discovery,"least privilege, field-level permissions, consent and export restriction",not_verified,partial,met,"Subject partial: An opportunity carries the site address and its coordinates, and the survey module captures existing conditions with real engineering behind it. There is no site visit as a record: no scheduled visit, no discovery checklist, no field notes or photographs tied to an opportunity.",
GES-P08-REQ-055,Estimate Integration,governed records within tenant boundaries,verified,yes,met,,"Customers, contacts, leads, opportunities, proposals and proposal line items are all real tables carrying company_id with row level security enabled and forced, policies generated by audited helpers rather than written by hand, and app.enforce_tenant_parent refusing a child attached to a parent owned by another company. Archive and restore are modeled as status rather than deletion — customers and contacts carry app.record_status, opportunities carry abandoned, proposals carry withdrawn — so a record leaves circulation without leaving history. Since 0045 the create and update paths for a proposal derive its price from the estimate rather than accepting one. Subject: The strongest link in the phase after 0045. An estimate names its opportunity and customer; a proposal must cite an estimate version, may not leave draft unless that version is approved, takes its price from the engine's bid price rather than a typed number, and must have line detail that ties to the total. The estimating library snapshot control reaches through to the proposal as a result."
GES-P08-REQ-056,Estimate Integration,configuration without code,not_verified,yes,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission.",
GES-P08-REQ-057,Estimate Integration,"audit with actor, prior and new value, reason and correlation",not_verified,yes,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined.",
GES-P08-REQ-058,Estimate Integration,versioned API exchange with six services,not_verified,yes,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory.",
GES-P08-REQ-059,Estimate Integration,"automation with idempotency, retry and exception queues",not_verified,yes,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine.",
GES-P08-REQ-060,Estimate Integration,governed AI assistance with attribution and human approval,not_verified,yes,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all.",
GES-P08-REQ-061,Estimate Integration,responsive and mobile experience with offline behavior,not_verified,yes,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed.",
GES-P08-REQ-062,Estimate Integration,"conversion, velocity and quality reporting with drill-through",not_verified,yes,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views.",
GES-P08-REQ-063,Estimate Integration,"least privilege, field-level permissions, consent and export restriction",verified,yes,met,,"Least privilege holds and is tested: the seeded sales role reads estimates and cannot change pricing, permissions are explicit arrays checked by app.has_permission with wildcards honored only as a whole grant, and a membership's project_scope narrows a user to named projects. Field-level separation exists where the platform has a field worth separating — employee compensation is behind hr.read, and a foreman sees no employee rows without it. Export is restricted by the same permission model, every API request is logged with its key and status, and the anonymous role holds no privilege on any CRM table. Consent is the weak corner and is recorded rather than claimed: there is no marketing consent flag because there is no marketing automation to gate, so nothing collects consent it then ignores. Subject: The strongest link in the phase after 0045. An estimate names its opportunity and customer; a proposal must cite an estimate version, may not leave draft unless that version is approved, takes its price from the engine's bid price rather than a typed number, and must have line detail that ties to the total. The estimating library snapshot control reaches through to the proposal as a result."
GES-P08-REQ-064,Proposal & E-Signature,governed records within tenant boundaries,not_verified,partial,met,"Subject partial: Proposals are real, versioned by issue, frozen through to their line items since 0045, and rendered as deterministic PDFs by a dependency-free engine. There is no electronic signature: acceptance is a typed name and a timestamp, with no signer identity, no audit trail of the signing, no counterparty authentication and no signed artifact retained.",
GES-P08-REQ-065,Proposal & E-Signature,configuration without code,not_verified,partial,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission. Subject partial: Proposals are real, versioned by issue, frozen through to their line items since 0045, and rendered as deterministic PDFs by a dependency-free engine. There is no electronic signature: acceptance is a typed name and a timestamp, with no signer identity, no audit trail of the signing, no counterparty authentication and no signed artifact retained.",
GES-P08-REQ-066,Proposal & E-Signature,"audit with actor, prior and new value, reason and correlation",not_verified,partial,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined. Subject partial: Proposals are real, versioned by issue, frozen through to their line items since 0045, and rendered as deterministic PDFs by a dependency-free engine. There is no electronic signature: acceptance is a typed name and a timestamp, with no signer identity, no audit trail of the signing, no counterparty authentication and no signed artifact retained.",
GES-P08-REQ-067,Proposal & E-Signature,versioned API exchange with six services,not_verified,partial,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory. Subject partial: Proposals are real, versioned by issue, frozen through to their line items since 0045, and rendered as deterministic PDFs by a dependency-free engine. There is no electronic signature: acceptance is a typed name and a timestamp, with no signer identity, no audit trail of the signing, no counterparty authentication and no signed artifact retained.",
GES-P08-REQ-068,Proposal & E-Signature,"automation with idempotency, retry and exception queues",not_verified,partial,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine. Subject partial: Proposals are real, versioned by issue, frozen through to their line items since 0045, and rendered as deterministic PDFs by a dependency-free engine. There is no electronic signature: acceptance is a typed name and a timestamp, with no signer identity, no audit trail of the signing, no counterparty authentication and no signed artifact retained.",
GES-P08-REQ-069,Proposal & E-Signature,governed AI assistance with attribution and human approval,not_verified,partial,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject partial: Proposals are real, versioned by issue, frozen through to their line items since 0045, and rendered as deterministic PDFs by a dependency-free engine. There is no electronic signature: acceptance is a typed name and a timestamp, with no signer identity, no audit trail of the signing, no counterparty authentication and no signed artifact retained.",
GES-P08-REQ-070,Proposal & E-Signature,responsive and mobile experience with offline behavior,not_verified,partial,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject partial: Proposals are real, versioned by issue, frozen through to their line items since 0045, and rendered as deterministic PDFs by a dependency-free engine. There is no electronic signature: acceptance is a typed name and a timestamp, with no signer identity, no audit trail of the signing, no counterparty authentication and no signed artifact retained.",
GES-P08-REQ-071,Proposal & E-Signature,"conversion, velocity and quality reporting with drill-through",not_verified,partial,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject partial: Proposals are real, versioned by issue, frozen through to their line items since 0045, and rendered as deterministic PDFs by a dependency-free engine. There is no electronic signature: acceptance is a typed name and a timestamp, with no signer identity, no audit trail of the signing, no counterparty authentication and no signed artifact retained.",
GES-P08-REQ-072,Proposal & E-Signature,"least privilege, field-level permissions, consent and export restriction",not_verified,partial,met,"Subject partial: Proposals are real, versioned by issue, frozen through to their line items since 0045, and rendered as deterministic PDFs by a dependency-free engine. There is no electronic signature: acceptance is a typed name and a timestamp, with no signer identity, no audit trail of the signing, no counterparty authentication and no signed artifact retained.",
GES-P08-REQ-073,Contract Handoff,governed records within tenant boundaries,not_verified,no,not_met,"not_met — there is no handoff record to create, retrieve or archive; the two columns that would carry one are never written. Subject not built: Nothing hands off. Winning an opportunity creates no project; accepting a proposal creates no project. `projects.opportunity_id` and `projects.source_estimate_version_id` exist and nothing writes them, so the contract value on a project is re-keyed by hand after being computed, presented and accepted elsewhere.",
GES-P08-REQ-074,Contract Handoff,configuration without code,not_verified,no,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission. Subject not built: Nothing hands off. Winning an opportunity creates no project; accepting a proposal creates no project. `projects.opportunity_id` and `projects.source_estimate_version_id` exist and nothing writes them, so the contract value on a project is re-keyed by hand after being computed, presented and accepted elsewhere.",
GES-P08-REQ-075,Contract Handoff,"audit with actor, prior and new value, reason and correlation",not_verified,no,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined. Subject not built: Nothing hands off. Winning an opportunity creates no project; accepting a proposal creates no project. `projects.opportunity_id` and `projects.source_estimate_version_id` exist and nothing writes them, so the contract value on a project is re-keyed by hand after being computed, presented and accepted elsewhere.",
GES-P08-REQ-076,Contract Handoff,versioned API exchange with six services,not_verified,no,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory. Subject not built: Nothing hands off. Winning an opportunity creates no project; accepting a proposal creates no project. `projects.opportunity_id` and `projects.source_estimate_version_id` exist and nothing writes them, so the contract value on a project is re-keyed by hand after being computed, presented and accepted elsewhere.",
GES-P08-REQ-077,Contract Handoff,"automation with idempotency, retry and exception queues",not_verified,no,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine. Subject not built: Nothing hands off. Winning an opportunity creates no project; accepting a proposal creates no project. `projects.opportunity_id` and `projects.source_estimate_version_id` exist and nothing writes them, so the contract value on a project is re-keyed by hand after being computed, presented and accepted elsewhere.",
GES-P08-REQ-078,Contract Handoff,governed AI assistance with attribution and human approval,not_verified,no,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject not built: Nothing hands off. Winning an opportunity creates no project; accepting a proposal creates no project. `projects.opportunity_id` and `projects.source_estimate_version_id` exist and nothing writes them, so the contract value on a project is re-keyed by hand after being computed, presented and accepted elsewhere.",
GES-P08-REQ-079,Contract Handoff,responsive and mobile experience with offline behavior,not_verified,no,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject not built: Nothing hands off. Winning an opportunity creates no project; accepting a proposal creates no project. `projects.opportunity_id` and `projects.source_estimate_version_id` exist and nothing writes them, so the contract value on a project is re-keyed by hand after being computed, presented and accepted elsewhere.",
GES-P08-REQ-080,Contract Handoff,"conversion, velocity and quality reporting with drill-through",not_verified,no,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject not built: Nothing hands off. Winning an opportunity creates no project; accepting a proposal creates no project. `projects.opportunity_id` and `projects.source_estimate_version_id` exist and nothing writes them, so the contract value on a project is re-keyed by hand after being computed, presented and accepted elsewhere.",
GES-P08-REQ-081,Contract Handoff,"least privilege, field-level permissions, consent and export restriction",not_verified,no,met,"Subject not built: Nothing hands off. Winning an opportunity creates no project; accepting a proposal creates no project. `projects.opportunity_id` and `projects.source_estimate_version_id` exist and nothing writes them, so the contract value on a project is re-keyed by hand after being computed, presented and accepted elsewhere.",
GES-P08-REQ-082,Marketing Automation,governed records within tenant boundaries,not_verified,no,not_met,"not_met — no campaign or send record exists. Subject not built: No campaign, no segment, no nurture sequence, no send, no consent record — and no consent record is the correct state given nothing sends.",
GES-P08-REQ-083,Marketing Automation,configuration without code,not_verified,no,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission. Subject not built: No campaign, no segment, no nurture sequence, no send, no consent record — and no consent record is the correct state given nothing sends.",
GES-P08-REQ-084,Marketing Automation,"audit with actor, prior and new value, reason and correlation",not_verified,no,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined. Subject not built: No campaign, no segment, no nurture sequence, no send, no consent record — and no consent record is the correct state given nothing sends.",
GES-P08-REQ-085,Marketing Automation,versioned API exchange with six services,not_verified,no,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory. Subject not built: No campaign, no segment, no nurture sequence, no send, no consent record — and no consent record is the correct state given nothing sends.",
GES-P08-REQ-086,Marketing Automation,"automation with idempotency, retry and exception queues",not_verified,no,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine. Subject not built: No campaign, no segment, no nurture sequence, no send, no consent record — and no consent record is the correct state given nothing sends.",
GES-P08-REQ-087,Marketing Automation,governed AI assistance with attribution and human approval,not_verified,no,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject not built: No campaign, no segment, no nurture sequence, no send, no consent record — and no consent record is the correct state given nothing sends.",
GES-P08-REQ-088,Marketing Automation,responsive and mobile experience with offline behavior,not_verified,no,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject not built: No campaign, no segment, no nurture sequence, no send, no consent record — and no consent record is the correct state given nothing sends.",
GES-P08-REQ-089,Marketing Automation,"conversion, velocity and quality reporting with drill-through",not_verified,no,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject not built: No campaign, no segment, no nurture sequence, no send, no consent record — and no consent record is the correct state given nothing sends.",
GES-P08-REQ-090,Marketing Automation,"least privilege, field-level permissions, consent and export restriction",not_verified,no,met,"Subject not built: No campaign, no segment, no nurture sequence, no send, no consent record — and no consent record is the correct state given nothing sends.",
GES-P08-REQ-091,Communication Center,governed records within tenant boundaries,not_verified,no,not_met,"not_met — no communication is stored, so there is nothing to govern. Subject not built: No email, no call log, no meeting, no thread, no template, no send. `proposals.sent_to_email` records an address and nothing sends to it.",
GES-P08-REQ-092,Communication Center,configuration without code,not_verified,no,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission. Subject not built: No email, no call log, no meeting, no thread, no template, no send. `proposals.sent_to_email` records an address and nothing sends to it.",
GES-P08-REQ-093,Communication Center,"audit with actor, prior and new value, reason and correlation",not_verified,no,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined. Subject not built: No email, no call log, no meeting, no thread, no template, no send. `proposals.sent_to_email` records an address and nothing sends to it.",
GES-P08-REQ-094,Communication Center,versioned API exchange with six services,not_verified,no,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory. Subject not built: No email, no call log, no meeting, no thread, no template, no send. `proposals.sent_to_email` records an address and nothing sends to it.",
GES-P08-REQ-095,Communication Center,"automation with idempotency, retry and exception queues",not_verified,no,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine. Subject not built: No email, no call log, no meeting, no thread, no template, no send. `proposals.sent_to_email` records an address and nothing sends to it.",
GES-P08-REQ-096,Communication Center,governed AI assistance with attribution and human approval,not_verified,no,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject not built: No email, no call log, no meeting, no thread, no template, no send. `proposals.sent_to_email` records an address and nothing sends to it.",
GES-P08-REQ-097,Communication Center,responsive and mobile experience with offline behavior,not_verified,no,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject not built: No email, no call log, no meeting, no thread, no template, no send. `proposals.sent_to_email` records an address and nothing sends to it.",
GES-P08-REQ-098,Communication Center,"conversion, velocity and quality reporting with drill-through",not_verified,no,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject not built: No email, no call log, no meeting, no thread, no template, no send. `proposals.sent_to_email` records an address and nothing sends to it.",
GES-P08-REQ-099,Communication Center,"least privilege, field-level permissions, consent and export restriction",not_verified,no,met,"Subject not built: No email, no call log, no meeting, no thread, no template, no send. `proposals.sent_to_email` records an address and nothing sends to it.",
GES-P08-REQ-100,Customer Portal,governed records within tenant boundaries,not_verified,no,not_met,"not_met — no portal record of any kind exists. Subject not built: No portal, no external login, no shared document, no status a customer can see. `proposals.viewed_at` exists and nothing sets it, because there is no surface a customer could view a proposal on.",
GES-P08-REQ-101,Customer Portal,configuration without code,not_verified,no,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission. Subject not built: No portal, no external login, no shared document, no status a customer can see. `proposals.viewed_at` exists and nothing sets it, because there is no surface a customer could view a proposal on.",
GES-P08-REQ-102,Customer Portal,"audit with actor, prior and new value, reason and correlation",not_verified,no,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined. Subject not built: No portal, no external login, no shared document, no status a customer can see. `proposals.viewed_at` exists and nothing sets it, because there is no surface a customer could view a proposal on.",
GES-P08-REQ-103,Customer Portal,versioned API exchange with six services,not_verified,no,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory. Subject not built: No portal, no external login, no shared document, no status a customer can see. `proposals.viewed_at` exists and nothing sets it, because there is no surface a customer could view a proposal on.",
