requirement_id,domain,aspect,verification,subject_exists,aspect_status,gap,evidence
GES-P10-REQ-078,Construction Billing,immutable audit event for every action,not_verified,yes,not_met,"Create, update and delete are captured on every financial table by an append-only ledger recording prior and new state, and approve and post appear within it as updates. Export does not: nothing records that data left the platform, which is one of the seven actions this aspect names and the one an auditor asks about first. Reverse is not modeled as an action at all, because there is nothing to reverse.",
GES-P10-REQ-079,Construction Billing,role-based and attribute-based access control,verified,yes,met,,"Role-based: named roles carry explicit permission arrays and an approval tier, checked by app.has_permission with wildcards honored only as the whole grant. Attribute-based: a membership's project_scope narrows a user to named projects, every policy predicates on the row's own company_id, and contracts are readable under finance.read while written under estimates.approve, so a role can draft one without seeing the portfolio's financial position. Subject: Schedule of values, AIA G702 pay applications with cumulative-to-date arithmetic, retainage at the contract percentage, and a certified application that cannot be edited."
GES-P10-REQ-080,Construction Billing,"effective dating, versioning and historical reconstruction",not_verified,yes,not_met,"Library rates carry effective dating and row history, estimates carry versions with pinned library snapshots, and plans now carry versions. No financial record does: a pay application, a job cost and a payable each have one current state and no history beyond the audit ledger, so a prior period cannot be reconstructed as it stood.",
GES-P10-REQ-081,Construction Billing,source-to-ledger balance validation,not_verified,yes,not_met,"There is no ledger to balance to. Individual arithmetic is defended — a pay application cannot bill more than the contract sum plus approved changes, a work order's total is generated from its parts, an achieved production rate is a generated column — but no double entry exists and nothing can be unbalanced.",
GES-P10-REQ-082,Construction Billing,configurable statuses and state transitions,not_verified,yes,not_met,"Statuses are explicit and constrained, and transitions are enforced — a pay application cannot leave draft without a submission timestamp, a claim cannot advance past potential without a notice date, an executed change order cannot move back. None of it is configurable: the states and the transitions are in the schema, and a company cannot add a review step of its own.",
GES-P10-REQ-083,Construction Billing,governed APIs and event notifications,not_verified,yes,not_met,"Nine versioned endpoints sit behind a pure authorization function with one error shape, scoped API keys stored only as a hash, and an OpenAPI specification generated from the route table with drift failing the build — the API half is genuinely governed. The event half does not exist: there are no outbound webhooks and no event stream, so nothing outside the platform can be notified that a financial record changed.",
GES-P10-REQ-084,Construction Billing,"dashboards, drill-downs and exportable reports",not_verified,yes,not_met,"Dashboards and drill-downs exist as screens over five reporting views, each with security_invoker so a view can never become the way around row level security. Export does not exist anywhere in the platform: no export permission, no export path, and nothing that records an export having happened — the same absence P28 recorded.",
GES-P10-REQ-085,Construction Billing,"attachments, notes, evidence and source-document lineage",not_verified,yes,not_met,"Documents are versioned with supersession and a claim's citations are now integrity-checked against them. No financial record links to a document: an AP invoice cannot carry the invoice image it was entered from, and a pay application cannot carry the signed certificate. Lineage from a source document to a financial figure therefore stops at the operational record.",
GES-P10-REQ-086,Construction Billing,multi-company and intercompany processing,not_verified,yes,not_met,"Multi-company is the platform's foundation: companies, enterprise groups, corporate standard libraries with company overrides, and a plan limit on how many companies a subscription carries. Intercompany processing is absent — nothing records a transaction between two companies in a group, and there is no elimination or reconciliation between them.",
GES-P10-REQ-087,Construction Billing,configurable accounting dimensions,not_verified,yes,not_met,"The dimensions this aspect names mostly exist as columns: company, project, cost code, equipment, customer and vendor all appear on the records they belong to, and divisions and offices exist above the project. They are fixed columns rather than dimensions: a company cannot add one, and nothing lets a figure be sliced by a dimension the schema did not anticipate.",
GES-P10-REQ-088,Construction Billing,"duplicate, anomaly and policy-exception detection",not_verified,yes,not_met,"Three-way match compares an invoice against its purchase order and delivery and refuses a mismatch, which is one policy exception detected well. Nothing detects a duplicate invoice, an anomalous cost, a missing required field on an otherwise valid record, or a policy exception of any other kind.",
GES-P10-REQ-089,Construction Billing,"period controls, cutoff validation and posting-date governance",verified,yes,met,,"Migration 0034: non-overlapping accounting periods per company, enforced by an exclusion constraint so the closed-or-open answer never depends on which row was read first. Closing refuses to run over a pay application still in draft or submitted, and records who closed it and when; reopening requires an attributed reason. Postings into a closed period are refused, and so is moving an existing posting out of one, because the period total would change after it was reported either way. A company that has defined no periods is left alone rather than having a close invented for it. 20 tests. Subject: Schedule of values, AIA G702 pay applications with cumulative-to-date arithmetic, retainage at the contract percentage, and a certified application that cannot be edited."
GES-P10-REQ-090,Construction Billing,traceability from operational transaction to financial statement,not_verified,yes,not_met,"The operational half of this chain is strong and tested: measured field production ties to a task, the task to the estimate line it was budgeted from, the line to the library rows that priced it through a snapshot, and cost to the same task. The financial half does not exist — there is no financial statement for anything to have an impact on.",
GES-P10-REQ-091,Payroll Accounting Integration,tenant-scoped records,not_verified,partial,met,"Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-092,Payroll Accounting Integration,configurable approval thresholds and routing,not_verified,partial,not_met,"Approval tiers exist and, since migration 0033, configurable per-company signing thresholds govern change orders, contracts and claim settlements. Nothing of the kind exists for financial records: a pay application is approved by anyone holding finance.write regardless of its value, and there is no routing — no sequence of approvers, no delegation, no escalation. Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-093,Payroll Accounting Integration,immutable audit event for every action,not_verified,partial,not_met,"Create, update and delete are captured on every financial table by an append-only ledger recording prior and new state, and approve and post appear within it as updates. Export does not: nothing records that data left the platform, which is one of the seven actions this aspect names and the one an auditor asks about first. Reverse is not modeled as an action at all, because there is nothing to reverse. Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-094,Payroll Accounting Integration,role-based and attribute-based access control,not_verified,partial,met,"Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-095,Payroll Accounting Integration,"effective dating, versioning and historical reconstruction",not_verified,partial,not_met,"Library rates carry effective dating and row history, estimates carry versions with pinned library snapshots, and plans now carry versions. No financial record does: a pay application, a job cost and a payable each have one current state and no history beyond the audit ledger, so a prior period cannot be reconstructed as it stood. Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-096,Payroll Accounting Integration,source-to-ledger balance validation,not_verified,partial,not_met,"There is no ledger to balance to. Individual arithmetic is defended — a pay application cannot bill more than the contract sum plus approved changes, a work order's total is generated from its parts, an achieved production rate is a generated column — but no double entry exists and nothing can be unbalanced. Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-097,Payroll Accounting Integration,configurable statuses and state transitions,not_verified,partial,not_met,"Statuses are explicit and constrained, and transitions are enforced — a pay application cannot leave draft without a submission timestamp, a claim cannot advance past potential without a notice date, an executed change order cannot move back. None of it is configurable: the states and the transitions are in the schema, and a company cannot add a review step of its own. Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-098,Payroll Accounting Integration,governed APIs and event notifications,not_verified,partial,not_met,"Nine versioned endpoints sit behind a pure authorization function with one error shape, scoped API keys stored only as a hash, and an OpenAPI specification generated from the route table with drift failing the build — the API half is genuinely governed. The event half does not exist: there are no outbound webhooks and no event stream, so nothing outside the platform can be notified that a financial record changed. Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-099,Payroll Accounting Integration,"dashboards, drill-downs and exportable reports",not_verified,partial,not_met,"Dashboards and drill-downs exist as screens over five reporting views, each with security_invoker so a view can never become the way around row level security. Export does not exist anywhere in the platform: no export permission, no export path, and nothing that records an export having happened — the same absence P28 recorded. Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-100,Payroll Accounting Integration,"attachments, notes, evidence and source-document lineage",not_verified,partial,not_met,"Documents are versioned with supersession and a claim's citations are now integrity-checked against them. No financial record links to a document: an AP invoice cannot carry the invoice image it was entered from, and a pay application cannot carry the signed certificate. Lineage from a source document to a financial figure therefore stops at the operational record. Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-101,Payroll Accounting Integration,multi-company and intercompany processing,not_verified,partial,not_met,"Multi-company is the platform's foundation: companies, enterprise groups, corporate standard libraries with company overrides, and a plan limit on how many companies a subscription carries. Intercompany processing is absent — nothing records a transaction between two companies in a group, and there is no elimination or reconciliation between them. Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-102,Payroll Accounting Integration,configurable accounting dimensions,not_verified,partial,not_met,"The dimensions this aspect names mostly exist as columns: company, project, cost code, equipment, customer and vendor all appear on the records they belong to, and divisions and offices exist above the project. They are fixed columns rather than dimensions: a company cannot add one, and nothing lets a figure be sliced by a dimension the schema did not anticipate. Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-103,Payroll Accounting Integration,"duplicate, anomaly and policy-exception detection",not_verified,partial,not_met,"Three-way match compares an invoice against its purchase order and delivery and refuses a mismatch, which is one policy exception detected well. Nothing detects a duplicate invoice, an anomalous cost, a missing required field on an otherwise valid record, or a policy exception of any other kind. Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-104,Payroll Accounting Integration,"period controls, cutoff validation and posting-date governance",not_verified,partial,met,"Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-105,Payroll Accounting Integration,traceability from operational transaction to financial statement,not_verified,partial,not_met,"The operational half of this chain is strong and tested: measured field production ties to a task, the task to the estimate line it was budgeted from, the line to the library rows that priced it through a snapshot, and cost to the same task. The financial half does not exist — there is no financial statement for anything to have an impact on. Subject partial: Time entries carry hours, cost code and project, are approved, and lock once exported to a named payroll batch. Nothing posts payroll to an accounting system or reconciles what came back.",
GES-P10-REQ-106,Cash & Treasury,tenant-scoped records,not_verified,no,met,"Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-107,Cash & Treasury,configurable approval thresholds and routing,not_verified,no,not_met,"Approval tiers exist and, since migration 0033, configurable per-company signing thresholds govern change orders, contracts and claim settlements. Nothing of the kind exists for financial records: a pay application is approved by anyone holding finance.write regardless of its value, and there is no routing — no sequence of approvers, no delegation, no escalation. Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-108,Cash & Treasury,immutable audit event for every action,not_verified,no,not_met,"Create, update and delete are captured on every financial table by an append-only ledger recording prior and new state, and approve and post appear within it as updates. Export does not: nothing records that data left the platform, which is one of the seven actions this aspect names and the one an auditor asks about first. Reverse is not modeled as an action at all, because there is nothing to reverse. Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-109,Cash & Treasury,role-based and attribute-based access control,not_verified,no,met,"Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-110,Cash & Treasury,"effective dating, versioning and historical reconstruction",not_verified,no,not_met,"Library rates carry effective dating and row history, estimates carry versions with pinned library snapshots, and plans now carry versions. No financial record does: a pay application, a job cost and a payable each have one current state and no history beyond the audit ledger, so a prior period cannot be reconstructed as it stood. Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-111,Cash & Treasury,source-to-ledger balance validation,not_verified,no,not_met,"There is no ledger to balance to. Individual arithmetic is defended — a pay application cannot bill more than the contract sum plus approved changes, a work order's total is generated from its parts, an achieved production rate is a generated column — but no double entry exists and nothing can be unbalanced. Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-112,Cash & Treasury,configurable statuses and state transitions,not_verified,no,not_met,"Statuses are explicit and constrained, and transitions are enforced — a pay application cannot leave draft without a submission timestamp, a claim cannot advance past potential without a notice date, an executed change order cannot move back. None of it is configurable: the states and the transitions are in the schema, and a company cannot add a review step of its own. Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-113,Cash & Treasury,governed APIs and event notifications,not_verified,no,not_met,"Nine versioned endpoints sit behind a pure authorization function with one error shape, scoped API keys stored only as a hash, and an OpenAPI specification generated from the route table with drift failing the build — the API half is genuinely governed. The event half does not exist: there are no outbound webhooks and no event stream, so nothing outside the platform can be notified that a financial record changed. Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-114,Cash & Treasury,"dashboards, drill-downs and exportable reports",not_verified,no,not_met,"Dashboards and drill-downs exist as screens over five reporting views, each with security_invoker so a view can never become the way around row level security. Export does not exist anywhere in the platform: no export permission, no export path, and nothing that records an export having happened — the same absence P28 recorded. Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-115,Cash & Treasury,"attachments, notes, evidence and source-document lineage",not_verified,no,not_met,"Documents are versioned with supersession and a claim's citations are now integrity-checked against them. No financial record links to a document: an AP invoice cannot carry the invoice image it was entered from, and a pay application cannot carry the signed certificate. Lineage from a source document to a financial figure therefore stops at the operational record. Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-116,Cash & Treasury,multi-company and intercompany processing,not_verified,no,not_met,"Multi-company is the platform's foundation: companies, enterprise groups, corporate standard libraries with company overrides, and a plan limit on how many companies a subscription carries. Intercompany processing is absent — nothing records a transaction between two companies in a group, and there is no elimination or reconciliation between them. Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-117,Cash & Treasury,configurable accounting dimensions,not_verified,no,not_met,"The dimensions this aspect names mostly exist as columns: company, project, cost code, equipment, customer and vendor all appear on the records they belong to, and divisions and offices exist above the project. They are fixed columns rather than dimensions: a company cannot add one, and nothing lets a figure be sliced by a dimension the schema did not anticipate. Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-118,Cash & Treasury,"duplicate, anomaly and policy-exception detection",not_verified,no,not_met,"Three-way match compares an invoice against its purchase order and delivery and refuses a mismatch, which is one policy exception detected well. Nothing detects a duplicate invoice, an anomalous cost, a missing required field on an otherwise valid record, or a policy exception of any other kind. Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-119,Cash & Treasury,"period controls, cutoff validation and posting-date governance",not_verified,no,met,"Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-120,Cash & Treasury,traceability from operational transaction to financial statement,not_verified,no,not_met,"The operational half of this chain is strong and tested: measured field production ties to a task, the task to the estimate line it was budgeted from, the line to the library rows that priced it through a snapshot, and cost to the same task. The financial half does not exist — there is no financial statement for anything to have an impact on. Subject not built: No bank account, no cash position, no forecast, no reconciliation, no payment run.",
GES-P10-REQ-121,Budgeting & Forecasting,tenant-scoped records,not_verified,partial,met,"Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-122,Budgeting & Forecasting,configurable approval thresholds and routing,not_verified,partial,not_met,"Approval tiers exist and, since migration 0033, configurable per-company signing thresholds govern change orders, contracts and claim settlements. Nothing of the kind exists for financial records: a pay application is approved by anyone holding finance.write regardless of its value, and there is no routing — no sequence of approvers, no delegation, no escalation. Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-123,Budgeting & Forecasting,immutable audit event for every action,not_verified,partial,not_met,"Create, update and delete are captured on every financial table by an append-only ledger recording prior and new state, and approve and post appear within it as updates. Export does not: nothing records that data left the platform, which is one of the seven actions this aspect names and the one an auditor asks about first. Reverse is not modeled as an action at all, because there is nothing to reverse. Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-124,Budgeting & Forecasting,role-based and attribute-based access control,not_verified,partial,met,"Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-125,Budgeting & Forecasting,"effective dating, versioning and historical reconstruction",not_verified,partial,not_met,"Library rates carry effective dating and row history, estimates carry versions with pinned library snapshots, and plans now carry versions. No financial record does: a pay application, a job cost and a payable each have one current state and no history beyond the audit ledger, so a prior period cannot be reconstructed as it stood. Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-126,Budgeting & Forecasting,source-to-ledger balance validation,not_verified,partial,not_met,"There is no ledger to balance to. Individual arithmetic is defended — a pay application cannot bill more than the contract sum plus approved changes, a work order's total is generated from its parts, an achieved production rate is a generated column — but no double entry exists and nothing can be unbalanced. Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-127,Budgeting & Forecasting,configurable statuses and state transitions,not_verified,partial,not_met,"Statuses are explicit and constrained, and transitions are enforced — a pay application cannot leave draft without a submission timestamp, a claim cannot advance past potential without a notice date, an executed change order cannot move back. None of it is configurable: the states and the transitions are in the schema, and a company cannot add a review step of its own. Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-128,Budgeting & Forecasting,governed APIs and event notifications,not_verified,partial,not_met,"Nine versioned endpoints sit behind a pure authorization function with one error shape, scoped API keys stored only as a hash, and an OpenAPI specification generated from the route table with drift failing the build — the API half is genuinely governed. The event half does not exist: there are no outbound webhooks and no event stream, so nothing outside the platform can be notified that a financial record changed. Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-129,Budgeting & Forecasting,"dashboards, drill-downs and exportable reports",not_verified,partial,not_met,"Dashboards and drill-downs exist as screens over five reporting views, each with security_invoker so a view can never become the way around row level security. Export does not exist anywhere in the platform: no export permission, no export path, and nothing that records an export having happened — the same absence P28 recorded. Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-130,Budgeting & Forecasting,"attachments, notes, evidence and source-document lineage",not_verified,partial,not_met,"Documents are versioned with supersession and a claim's citations are now integrity-checked against them. No financial record links to a document: an AP invoice cannot carry the invoice image it was entered from, and a pay application cannot carry the signed certificate. Lineage from a source document to a financial figure therefore stops at the operational record. Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-131,Budgeting & Forecasting,multi-company and intercompany processing,not_verified,partial,not_met,"Multi-company is the platform's foundation: companies, enterprise groups, corporate standard libraries with company overrides, and a plan limit on how many companies a subscription carries. Intercompany processing is absent — nothing records a transaction between two companies in a group, and there is no elimination or reconciliation between them. Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-132,Budgeting & Forecasting,configurable accounting dimensions,not_verified,partial,not_met,"The dimensions this aspect names mostly exist as columns: company, project, cost code, equipment, customer and vendor all appear on the records they belong to, and divisions and offices exist above the project. They are fixed columns rather than dimensions: a company cannot add one, and nothing lets a figure be sliced by a dimension the schema did not anticipate. Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-133,Budgeting & Forecasting,"duplicate, anomaly and policy-exception detection",not_verified,partial,not_met,"Three-way match compares an invoice against its purchase order and delivery and refuses a mismatch, which is one policy exception detected well. Nothing detects a duplicate invoice, an anomalous cost, a missing required field on an otherwise valid record, or a policy exception of any other kind. Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-134,Budgeting & Forecasting,"period controls, cutoff validation and posting-date governance",not_verified,partial,met,"Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-135,Budgeting & Forecasting,traceability from operational transaction to financial statement,not_verified,partial,not_met,"The operational half of this chain is strong and tested: measured field production ties to a task, the task to the estimate line it was budgeted from, the line to the library rows that priced it through a snapshot, and cost to the same task. The financial half does not exist — there is no financial statement for anything to have an impact on. Subject partial: A project carries an approved budget and job cost reports against it. There is no forecast: no cost to complete, no estimate at completion, no re-forecast cycle.",
GES-P10-REQ-136,Fixed Assets,tenant-scoped records,not_verified,partial,met,"Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-137,Fixed Assets,configurable approval thresholds and routing,not_verified,partial,not_met,"Approval tiers exist and, since migration 0033, configurable per-company signing thresholds govern change orders, contracts and claim settlements. Nothing of the kind exists for financial records: a pay application is approved by anyone holding finance.write regardless of its value, and there is no routing — no sequence of approvers, no delegation, no escalation. Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-138,Fixed Assets,immutable audit event for every action,not_verified,partial,not_met,"Create, update and delete are captured on every financial table by an append-only ledger recording prior and new state, and approve and post appear within it as updates. Export does not: nothing records that data left the platform, which is one of the seven actions this aspect names and the one an auditor asks about first. Reverse is not modeled as an action at all, because there is nothing to reverse. Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-139,Fixed Assets,role-based and attribute-based access control,not_verified,partial,met,"Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-140,Fixed Assets,"effective dating, versioning and historical reconstruction",not_verified,partial,not_met,"Library rates carry effective dating and row history, estimates carry versions with pinned library snapshots, and plans now carry versions. No financial record does: a pay application, a job cost and a payable each have one current state and no history beyond the audit ledger, so a prior period cannot be reconstructed as it stood. Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-141,Fixed Assets,source-to-ledger balance validation,not_verified,partial,not_met,"There is no ledger to balance to. Individual arithmetic is defended — a pay application cannot bill more than the contract sum plus approved changes, a work order's total is generated from its parts, an achieved production rate is a generated column — but no double entry exists and nothing can be unbalanced. Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-142,Fixed Assets,configurable statuses and state transitions,not_verified,partial,not_met,"Statuses are explicit and constrained, and transitions are enforced — a pay application cannot leave draft without a submission timestamp, a claim cannot advance past potential without a notice date, an executed change order cannot move back. None of it is configurable: the states and the transitions are in the schema, and a company cannot add a review step of its own. Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-143,Fixed Assets,governed APIs and event notifications,not_verified,partial,not_met,"Nine versioned endpoints sit behind a pure authorization function with one error shape, scoped API keys stored only as a hash, and an OpenAPI specification generated from the route table with drift failing the build — the API half is genuinely governed. The event half does not exist: there are no outbound webhooks and no event stream, so nothing outside the platform can be notified that a financial record changed. Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-144,Fixed Assets,"dashboards, drill-downs and exportable reports",not_verified,partial,not_met,"Dashboards and drill-downs exist as screens over five reporting views, each with security_invoker so a view can never become the way around row level security. Export does not exist anywhere in the platform: no export permission, no export path, and nothing that records an export having happened — the same absence P28 recorded. Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-145,Fixed Assets,"attachments, notes, evidence and source-document lineage",not_verified,partial,not_met,"Documents are versioned with supersession and a claim's citations are now integrity-checked against them. No financial record links to a document: an AP invoice cannot carry the invoice image it was entered from, and a pay application cannot carry the signed certificate. Lineage from a source document to a financial figure therefore stops at the operational record. Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-146,Fixed Assets,multi-company and intercompany processing,not_verified,partial,not_met,"Multi-company is the platform's foundation: companies, enterprise groups, corporate standard libraries with company overrides, and a plan limit on how many companies a subscription carries. Intercompany processing is absent — nothing records a transaction between two companies in a group, and there is no elimination or reconciliation between them. Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-147,Fixed Assets,configurable accounting dimensions,not_verified,partial,not_met,"The dimensions this aspect names mostly exist as columns: company, project, cost code, equipment, customer and vendor all appear on the records they belong to, and divisions and offices exist above the project. They are fixed columns rather than dimensions: a company cannot add one, and nothing lets a figure be sliced by a dimension the schema did not anticipate. Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-148,Fixed Assets,"duplicate, anomaly and policy-exception detection",not_verified,partial,not_met,"Three-way match compares an invoice against its purchase order and delivery and refuses a mismatch, which is one policy exception detected well. Nothing detects a duplicate invoice, an anomalous cost, a missing required field on an otherwise valid record, or a policy exception of any other kind. Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-149,Fixed Assets,"period controls, cutoff validation and posting-date governance",not_verified,partial,met,"Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-150,Fixed Assets,traceability from operational transaction to financial statement,not_verified,partial,not_met,"The operational half of this chain is strong and tested: measured field production ties to a task, the task to the estimate line it was budgeted from, the line to the library rows that priced it through a snapshot, and cost to the same task. The financial half does not exist — there is no financial statement for anything to have an impact on. Subject partial: Assets carry acquisition cost, ownership, meter readings and maintenance history, and equipment rates recover ownership cost in an estimate. There is no fixed asset accounting: no depreciation schedule, no book value, no disposal.",
GES-P10-REQ-151,Tax & Regulatory Finance,tenant-scoped records,not_verified,no,met,"Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
GES-P10-REQ-152,Tax & Regulatory Finance,configurable approval thresholds and routing,not_verified,no,not_met,"Approval tiers exist and, since migration 0033, configurable per-company signing thresholds govern change orders, contracts and claim settlements. Nothing of the kind exists for financial records: a pay application is approved by anyone holding finance.write regardless of its value, and there is no routing — no sequence of approvers, no delegation, no escalation. Subject not built: Sales tax appears in material cost derivation for estimating. No tax jurisdiction, no filing, no exemption certificate, no regulatory report.",
