phase,phase_title,entity_id,name,domain,definition,key,governance
09,HR Workforce Talent Management,GES-P09-ENT-056,Work Schedule,Performance Management,Canonical record for work schedule within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-057,Availability,Career and Succession,Canonical record for availability within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-058,Time Entry,Employee and Manager Self-Service,Canonical record for time entry within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-059,Timecard,Workforce Digital Twin,Canonical record for timecard within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-060,Timecard Approval,AI Workforce Intelligence,Canonical record for timecard approval within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-061,Geofence,Workforce Planning,Canonical record for geofence within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-062,Travel Time Record,Recruiting and ATS,Canonical record for travel time record within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-063,Per Diem Record,Onboarding,Canonical record for per diem record within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-064,Leave Type,Employee Master,Canonical record for leave type within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-065,Leave Request,Skills and Competencies,Canonical record for leave request within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-066,Leave Balance,Crew Management,Canonical record for leave balance within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-067,Attendance Event,Time and Attendance,Canonical record for attendance event within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-068,Performance Goal,Workforce Scheduling,Canonical record for performance goal within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-069,Performance Review,Compensation and Payroll Integration,Canonical record for performance review within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-070,Coaching Record,Union and Labor Agreements,Canonical record for coaching record within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-071,Corrective Action,Prevailing Wage and Certified Payroll,Canonical record for corrective action within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-072,Development Plan,Training and LMS,Canonical record for development plan within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-073,Career Path,Licenses and Certifications,Canonical record for career path within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-074,Mentorship,Safety and Health Integration,Canonical record for mentorship within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-075,Apprenticeship Record,Leave and Absence,Canonical record for apprenticeship record within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-076,Succession Candidate,Performance Management,Canonical record for succession candidate within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-077,Medical Restriction,Career and Succession,Canonical record for medical restriction within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-078,Return To Work Plan,Employee and Manager Self-Service,Canonical record for return to work plan within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-079,PPE Assignment,Workforce Digital Twin,Canonical record for ppe assignment within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-080,Workforce Demand Forecast,AI Workforce Intelligence,Canonical record for workforce demand forecast within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-081,Workforce Capacity Plan,Workforce Planning,Canonical record for workforce capacity plan within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-082,Hiring Plan,Recruiting and ATS,Canonical record for hiring plan within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-083,Labor Request,Onboarding,Canonical record for labor request within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-084,Union Dispatch Request,Employee Master,Canonical record for union dispatch request within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-085,Worker Assignment Eligibility,Skills and Competencies,Canonical record for worker assignment eligibility within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-086,Fatigue Risk Assessment,Crew Management,Canonical record for fatigue risk assessment within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-087,Retention Risk Assessment,Time and Attendance,Canonical record for retention risk assessment within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-088,Workforce Digital Twin Snapshot,Workforce Scheduling,Canonical record for workforce digital twin snapshot within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-089,AI Workforce Recommendation,Compensation and Payroll Integration,Canonical record for ai workforce recommendation within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-090,AI Decision Review,Union and Labor Agreements,Canonical record for ai decision review within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-091,Employee Self Service Request,Prevailing Wage and Certified Payroll,Canonical record for employee self service request within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-092,Manager Approval Task,Training and LMS,Canonical record for manager approval task within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-093,Workforce Communication,Licenses and Certifications,Canonical record for workforce communication within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-094,Workforce KPI Snapshot,Safety and Health Integration,Canonical record for workforce kpi snapshot within the governed workforce platform.,,
10,Enterprise Financial Management Accounting,ENT-P10-001,FinancialTenantProfile,Foundation,Canonical FinancialTenantProfile record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-002,LegalEntity,Foundation,Canonical LegalEntity record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-003,Company,Foundation,Canonical Company record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-004,BusinessUnit,Foundation,Canonical BusinessUnit record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-005,FiscalCalendar,Foundation,Canonical FiscalCalendar record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-006,FiscalPeriod,Foundation,Canonical FiscalPeriod record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-007,Currency,Foundation,Canonical Currency record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-008,ExchangeRate,Foundation,Canonical ExchangeRate record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-009,ChartOfAccounts,Foundation,Canonical ChartOfAccounts record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-010,Account,Foundation,Canonical Account record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-011,AccountingDimension,Foundation,Canonical AccountingDimension record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-012,DimensionValue,Foundation,Canonical DimensionValue record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-013,PostingProfile,Foundation,Canonical PostingProfile record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-014,NumberSequence,Foundation,Canonical NumberSequence record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-015,FinancialPolicy,Foundation,Canonical FinancialPolicy record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-016,Journal,General Ledger,Canonical Journal record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-017,JournalBatch,General Ledger,Canonical JournalBatch record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-018,JournalLine,General Ledger,Canonical JournalLine record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-019,RecurringJournalTemplate,General Ledger,Canonical RecurringJournalTemplate record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-020,AllocationRule,General Ledger,Canonical AllocationRule record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-021,AllocationRun,General Ledger,Canonical AllocationRun record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-022,IntercompanyRule,General Ledger,Canonical IntercompanyRule record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-023,IntercompanyTransaction,General Ledger,Canonical IntercompanyTransaction record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-024,ConsolidationGroup,General Ledger,Canonical ConsolidationGroup record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-025,ConsolidationRun,General Ledger,Canonical ConsolidationRun record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-026,EliminationEntry,General Ledger,Canonical EliminationEntry record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-027,TrialBalanceSnapshot,General Ledger,Canonical TrialBalanceSnapshot record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-028,PeriodCloseTask,General Ledger,Canonical PeriodCloseTask record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-029,CloseChecklist,General Ledger,Canonical CloseChecklist record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-030,LedgerBalance,General Ledger,Canonical LedgerBalance record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-031,VendorFinancialProfile,Payables,Canonical VendorFinancialProfile record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-032,VendorInvoice,Payables,Canonical VendorInvoice record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-033,VendorInvoiceLine,Payables,Canonical VendorInvoiceLine record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-034,VendorCreditMemo,Payables,Canonical VendorCreditMemo record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-035,InvoiceApproval,Payables,Canonical InvoiceApproval record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-036,PurchaseOrderMatch,Payables,Canonical PurchaseOrderMatch record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-037,ReceiptMatch,Payables,Canonical ReceiptMatch record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-038,PaymentTerm,Payables,Canonical PaymentTerm record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-039,PaymentBatch,Payables,Canonical PaymentBatch record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-040,Payment,Payables,Canonical Payment record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-041,PaymentInstrument,Payables,Canonical PaymentInstrument record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-042,VendorRetainage,Payables,Canonical VendorRetainage record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-043,VendorAgingSnapshot,Payables,Canonical VendorAgingSnapshot record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-044,TaxReportingProfile,Payables,Canonical TaxReportingProfile record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-045,CustomerFinancialProfile,Receivables,Canonical CustomerFinancialProfile record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-046,CustomerInvoice,Receivables,Canonical CustomerInvoice record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-047,CustomerInvoiceLine,Receivables,Canonical CustomerInvoiceLine record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-048,CashReceipt,Receivables,Canonical CashReceipt record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-049,ReceiptApplication,Receivables,Canonical ReceiptApplication record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-050,CustomerCreditMemo,Receivables,Canonical CustomerCreditMemo record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-051,CollectionCase,Receivables,Canonical CollectionCase record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-052,CollectionActivity,Receivables,Canonical CollectionActivity record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-053,CreditLimit,Receivables,Canonical CreditLimit record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-054,CustomerRetainage,Receivables,Canonical CustomerRetainage record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-055,CustomerAgingSnapshot,Receivables,Canonical CustomerAgingSnapshot record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-056,BadDebtProvision,Receivables,Canonical BadDebtProvision record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-057,ProjectFinancialProfile,Job Cost,Canonical ProjectFinancialProfile record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-058,ProjectBudget,Job Cost,Canonical ProjectBudget record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-059,BudgetRevision,Job Cost,Canonical BudgetRevision record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-060,CostCodeBudget,Job Cost,Canonical CostCodeBudget record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-061,CostTransaction,Job Cost,Canonical CostTransaction record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-062,CostAccrual,Job Cost,Canonical CostAccrual record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-063,Commitment,Job Cost,Canonical Commitment record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-064,CommitmentLine,Job Cost,Canonical CommitmentLine record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-065,Forecast,Job Cost,Canonical Forecast record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-066,ForecastLine,Job Cost,Canonical ForecastLine record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-067,EstimateAtCompletion,Job Cost,Canonical EstimateAtCompletion record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-068,EarnedValueSnapshot,Job Cost,Canonical EarnedValueSnapshot record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-069,WIPSnapshot,Job Cost,Canonical WIPSnapshot record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-070,OverUnderBilling,Job Cost,Canonical OverUnderBilling record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-071,JobCostSnapshot,Job Cost,Canonical JobCostSnapshot record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-072,ContractFinancialProfile,Billing & Revenue,Canonical ContractFinancialProfile record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-073,ScheduleOfValues,Billing & Revenue,Canonical ScheduleOfValues record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-074,ScheduleOfValuesLine,Billing & Revenue,Canonical ScheduleOfValuesLine record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-075,BillingApplication,Billing & Revenue,Canonical BillingApplication record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-076,BillingLine,Billing & Revenue,Canonical BillingLine record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-077,StoredMaterialRecord,Billing & Revenue,Canonical StoredMaterialRecord record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-078,UnitPriceQuantity,Billing & Revenue,Canonical UnitPriceQuantity record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-079,TimeMaterialTicket,Billing & Revenue,Canonical TimeMaterialTicket record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-080,LienWaiver,Billing & Revenue,Canonical LienWaiver record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-081,PaymentCertificate,Billing & Revenue,Canonical PaymentCertificate record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-082,RevenueRecognitionPolicy,Billing & Revenue,Canonical RevenueRecognitionPolicy record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-083,RevenueRecognitionRun,Billing & Revenue,Canonical RevenueRecognitionRun record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-084,RevenueAdjustment,Billing & Revenue,Canonical RevenueAdjustment record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-085,ContractAsset,Billing & Revenue,Canonical ContractAsset record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-086,ContractLiability,Billing & Revenue,Canonical ContractLiability record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-087,BankAccount,Cash & Assets,Canonical BankAccount record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-088,BankStatement,Cash & Assets,Canonical BankStatement record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-089,BankStatementLine,Cash & Assets,Canonical BankStatementLine record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-090,BankReconciliation,Cash & Assets,Canonical BankReconciliation record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-091,CashPositionSnapshot,Cash & Assets,Canonical CashPositionSnapshot record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-092,CashForecast,Cash & Assets,Canonical CashForecast record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-093,TreasuryTransfer,Cash & Assets,Canonical TreasuryTransfer record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-094,PositivePayFile,Cash & Assets,Canonical PositivePayFile record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-095,FixedAsset,Cash & Assets,Canonical FixedAsset record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-096,AssetBook,Cash & Assets,Canonical AssetBook record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-097,DepreciationSchedule,Cash & Assets,Canonical DepreciationSchedule record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-098,AssetTransaction,Cash & Assets,Canonical AssetTransaction record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-099,CapitalProject,Cash & Assets,Canonical CapitalProject record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-100,AssetDisposal,Cash & Assets,Canonical AssetDisposal record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-101,PayrollPostingBatch,Payroll & Tax,Canonical PayrollPostingBatch record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-102,PayrollDistributionLine,Payroll & Tax,Canonical PayrollDistributionLine record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-103,LaborBurdenPosting,Payroll & Tax,Canonical LaborBurdenPosting record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-104,UnionFringeLiability,Payroll & Tax,Canonical UnionFringeLiability record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-105,CertifiedPayrollRecord,Payroll & Tax,Canonical CertifiedPayrollRecord record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-106,PrevailingWageAdjustment,Payroll & Tax,Canonical PrevailingWageAdjustment record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-107,TaxJurisdiction,Payroll & Tax,Canonical TaxJurisdiction record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-108,TaxCode,Payroll & Tax,Canonical TaxCode record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-109,TaxTransaction,Payroll & Tax,Canonical TaxTransaction record used by the Phase 10 financial operating model.,,
10,Enterprise Financial Management Accounting,ENT-P10-110,TaxReturnWorkpaper,Payroll & Tax,Canonical TaxReturnWorkpaper record used by the Phase 10 financial operating model.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-001,Supplier,Procurement Planning,Canonical Supplier record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-002,SupplierSite,Supplier Management,Canonical SupplierSite record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-003,SupplierContact,Strategic Sourcing,Canonical SupplierContact record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-004,SupplierClassification,Purchase Requisitions,Canonical SupplierClassification record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-005,SupplierQualification,Purchase Orders,Canonical SupplierQualification record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-006,SupplierInsurance,Subcontract Procurement,Canonical SupplierInsurance record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-007,SupplierLicense,Inventory Control,Canonical SupplierLicense record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-008,SupplierCertificate,Warehouse Operations,Canonical SupplierCertificate record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-009,SupplierRiskAssessment,Material Receiving,Canonical SupplierRiskAssessment record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-010,SupplierPerformanceReview,Construction Logistics,Canonical SupplierPerformanceReview record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-011,SupplierScorecard,Rental Management,Canonical SupplierScorecard record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-012,SupplierPriceHistory,Catalog and Item Master,Canonical SupplierPriceHistory record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-013,ApprovedSupplier,Procure-to-Pay Integration,Canonical ApprovedSupplier record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-014,SupplierDiversityRecord,Supply Chain Analytics,Canonical SupplierDiversityRecord record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-015,SupplierBankChangeRequest,AI Procurement Intelligence,Canonical SupplierBankChangeRequest record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-016,SourcingEvent,Supply Chain Digital Twin,Canonical SourcingEvent record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-017,RFI,Procurement Planning,Canonical RFI record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-018,RFQ,Supplier Management,Canonical RFQ record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-019,RFP,Strategic Sourcing,Canonical RFP record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-020,BidInvitation,Purchase Requisitions,Canonical BidInvitation record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-021,SupplierBid,Purchase Orders,Canonical SupplierBid record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-022,BidLine,Subcontract Procurement,Canonical BidLine record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-023,BidClarification,Inventory Control,Canonical BidClarification record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-024,BidComparison,Warehouse Operations,Canonical BidComparison record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-025,NegotiationRound,Material Receiving,Canonical NegotiationRound record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-026,AwardRecommendation,Construction Logistics,Canonical AwardRecommendation record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-027,SourcingAward,Rental Management,Canonical SourcingAward record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-028,PurchaseRequisition,Catalog and Item Master,Canonical PurchaseRequisition record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-029,RequisitionLine,Procure-to-Pay Integration,Canonical RequisitionLine record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-030,RequisitionApproval,Supply Chain Analytics,Canonical RequisitionApproval record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-031,EmergencyPurchaseRequest,AI Procurement Intelligence,Canonical EmergencyPurchaseRequest record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-032,MaterialRequest,Supply Chain Digital Twin,Canonical MaterialRequest record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-033,RentalRequest,Procurement Planning,Canonical RentalRequest record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-034,ServiceRequest,Supplier Management,Canonical ServiceRequest record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-035,PurchaseOrder,Strategic Sourcing,Canonical PurchaseOrder record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-036,PurchaseOrderLine,Purchase Requisitions,Canonical PurchaseOrderLine record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-037,BlanketPurchaseOrder,Purchase Orders,Canonical BlanketPurchaseOrder record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-038,ReleaseOrder,Subcontract Procurement,Canonical ReleaseOrder record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-039,PurchaseOrderChange,Inventory Control,Canonical PurchaseOrderChange record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-040,PurchaseOrderApproval,Warehouse Operations,Canonical PurchaseOrderApproval record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-041,Commitment,Material Receiving,Canonical Commitment record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-042,SubcontractBidPackage,Construction Logistics,Canonical SubcontractBidPackage record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-043,SubcontractorBid,Rental Management,Canonical SubcontractorBid record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-044,SubcontractAward,Catalog and Item Master,Canonical SubcontractAward record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-045,Subcontract,Procure-to-Pay Integration,Canonical Subcontract record governed by Phase 11.,,
11,Enterprise Procurement Supply Chain Inventory,P11-ENT-046,SubcontractLine,Supply Chain Analytics,Canonical SubcontractLine record governed by Phase 11.,,
