phase,phase_title,api_id,method,path,resource,security,control
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-20,,,RESERVATIONS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-21,,,DISPATCHES,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-22,,,UTILIZATION,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-23,,,DOWNTIME,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-24,,,RATES,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-25,,,COST LEDGERS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-26,,,PROJECT CHARGES,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-27,,,RENTALS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-28,,,COMPLIANCE RECORDS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-29,,,OPERATOR AUTHORIZATIONS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-30,,,TIRES,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-31,,,UNDERCARRIAGE,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-32,,,ATTACHMENTS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-33,,,CALIBRATIONS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-34,,,DOCUMENTS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-35,,,ALERTS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-36,,,HEALTH SCORES,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-37,,,PREDICTIONS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-38,,,REPLACEMENT PLANS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-39,,,DIGITAL TWINS,OAuth2/OIDC + tenant RBAC,
12,Enterprise Fleet Asset Maintenance Telematics,P12-API-40,,,REPORTS,OAuth2/OIDC + tenant RBAC,
13,Enterprise Business Intelligence Decision Intelligence,P13-API-001,GET/POST,/api/v1/analytics/metrics,metrics,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-002,GET/POST,/api/v1/analytics/semantic-models,semantic-models,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-003,GET/POST,/api/v1/analytics/datasets,datasets,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-004,GET/POST,/api/v1/analytics/data-products,data-products,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-005,GET/POST,/api/v1/analytics/sources,sources,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-006,GET/POST,/api/v1/analytics/ingestions,ingestions,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-007,GET/POST,/api/v1/analytics/quality-results,quality-results,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-008,GET/POST,/api/v1/analytics/lineage,lineage,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-009,GET/POST,/api/v1/analytics/dashboards,dashboards,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-010,GET/POST,/api/v1/analytics/scorecards,scorecards,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-011,GET/POST,/api/v1/analytics/objectives,objectives,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-012,GET/POST,/api/v1/analytics/kpis,kpis,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-013,GET/POST,/api/v1/analytics/reports,reports,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-014,GET/POST,/api/v1/analytics/subscriptions,subscriptions,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-015,GET/POST,/api/v1/analytics/alerts,alerts,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-016,GET/POST,/api/v1/analytics/forecasts,forecasts,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-017,GET/POST,/api/v1/analytics/scenarios,scenarios,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-018,GET/POST,/api/v1/analytics/sensitivities,sensitivities,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-019,GET/POST,/api/v1/analytics/anomalies,anomalies,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-020,GET/POST,/api/v1/analytics/insights,insights,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-021,GET/POST,/api/v1/analytics/recommendations,recommendations,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-022,GET/POST,/api/v1/analytics/decisions,decisions,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-023,GET/POST,/api/v1/analytics/evidence,evidence,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-024,GET/POST,/api/v1/analytics/portfolios,portfolios,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-025,GET/POST,/api/v1/analytics/programs,programs,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-026,GET/POST,/api/v1/analytics/project-health,project-health,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-027,GET/POST,/api/v1/analytics/financial-intelligence,financial-intelligence,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-028,GET/POST,/api/v1/analytics/workforce-intelligence,workforce-intelligence,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-029,GET/POST,/api/v1/analytics/fleet-intelligence,fleet-intelligence,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-030,GET/POST,/api/v1/analytics/procurement-intelligence,procurement-intelligence,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-031,GET/POST,/api/v1/analytics/crm-intelligence,crm-intelligence,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-032,GET/POST,/api/v1/analytics/estimating-intelligence,estimating-intelligence,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-033,GET/POST,/api/v1/analytics/safety-intelligence,safety-intelligence,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-034,GET/POST,/api/v1/analytics/quality-intelligence,quality-intelligence,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-035,GET/POST,/api/v1/analytics/benchmarks,benchmarks,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-036,GET/POST,/api/v1/analytics/executive-briefs,executive-briefs,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-037,GET/POST,/api/v1/analytics/board-packs,board-packs,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-038,GET/POST,/api/v1/analytics/digital-twin,digital-twin,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-039,GET/POST,/api/v1/analytics/audit-events,audit-events,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-040,GET/POST,/api/v1/analytics/analytics-usage,analytics-usage,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-041,GET/POST,/api/v1/analytics/forecast-accuracy,forecast-accuracy,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-042,GET/POST,/api/v1/analytics/data-freshness,data-freshness,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-043,GET/POST,/api/v1/analytics/entitlements,entitlements,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-044,GET/POST,/api/v1/analytics/saved-views,saved-views,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
13,Enterprise Business Intelligence Decision Intelligence,P13-API-045,GET/POST,/api/v1/analytics/exports,exports,OAuth2/JWT + RBAC/ABAC,Tenant-scoped; audited
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-001,GET/POST,/api/v1/hseq/plans,plans,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-002,GET/POST,/api/v1/hseq/hazards,hazards,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-003,GET/POST,/api/v1/hseq/risk-assessments,risk-assessments,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-004,GET/POST,/api/v1/hseq/controls,controls,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-005,GET/POST,/api/v1/hseq/jhas,jhas,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-006,GET/POST,/api/v1/hseq/pre-task-plans,pre-task-plans,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-007,GET/POST,/api/v1/hseq/toolbox-talks,toolbox-talks,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-008,GET/POST,/api/v1/hseq/observations,observations,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-009,GET/POST,/api/v1/hseq/stop-work,stop-work,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-010,GET/POST,/api/v1/hseq/incidents,incidents,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-011,GET/POST,/api/v1/hseq/near-misses,near-misses,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-012,GET/POST,/api/v1/hseq/investigations,investigations,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-013,GET/POST,/api/v1/hseq/root-causes,root-causes,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-014,GET/POST,/api/v1/hseq/corrective-actions,corrective-actions,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-015,GET/POST,/api/v1/hseq/permits,permits,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-016,GET/POST,/api/v1/hseq/confined-space,confined-space,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-017,GET/POST,/api/v1/hseq/hot-work,hot-work,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-018,GET/POST,/api/v1/hseq/excavation-permits,excavation-permits,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-019,GET/POST,/api/v1/hseq/lift-permits,lift-permits,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-020,GET/POST,/api/v1/hseq/loto,loto,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-021,GET/POST,/api/v1/hseq/training,training,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-022,GET/POST,/api/v1/hseq/certifications,certifications,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-023,GET/POST,/api/v1/hseq/qualifications,qualifications,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-024,GET/POST,/api/v1/hseq/inspections,inspections,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-025,GET/POST,/api/v1/hseq/findings,findings,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-026,GET/POST,/api/v1/hseq/audits,audits,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-027,GET/POST,/api/v1/hseq/regulatory-obligations,regulatory-obligations,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-028,GET/POST,/api/v1/hseq/compliance-evidence,compliance-evidence,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-029,GET/POST,/api/v1/hseq/environmental-permits,environmental-permits,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-030,GET/POST,/api/v1/hseq/swppp,swppp,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-031,GET/POST,/api/v1/hseq/spills,spills,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-032,GET/POST,/api/v1/hseq/waste,waste,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-033,GET/POST,/api/v1/hseq/industrial-hygiene,industrial-hygiene,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-034,GET/POST,/api/v1/hseq/emergency-plans,emergency-plans,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-035,GET/POST,/api/v1/hseq/emergency-events,emergency-events,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-036,GET/POST,/api/v1/hseq/quality-inspections,quality-inspections,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-037,GET/POST,/api/v1/hseq/itps,itps,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-038,GET/POST,/api/v1/hseq/ncrs,ncrs,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-039,GET/POST,/api/v1/hseq/test-results,test-results,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-040,GET/POST,/api/v1/hseq/hold-points,hold-points,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-041,GET/POST,/api/v1/hseq/punch-items,punch-items,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-042,GET/POST,/api/v1/hseq/subcontractor-hseq,subcontractor-hseq,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-043,GET/POST,/api/v1/hseq/fleet-safety,fleet-safety,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-044,GET/POST,/api/v1/hseq/traffic-safety,traffic-safety,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-045,GET/POST,/api/v1/hseq/kpis,kpis,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-046,GET/POST,/api/v1/hseq/alerts,alerts,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-047,GET/POST,/api/v1/hseq/insights,insights,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-048,GET/POST,/api/v1/hseq/recommendations,recommendations,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-049,GET/POST,/api/v1/hseq/digital-twin,digital-twin,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
14,Enterprise HSE Safety Environmental Quality Compliance,P14-API-050,GET/POST,/api/v1/hseq/audit-events,audit-events,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; audited; safety-critical actions require explicit authority
15,Enterprise Document Drawing Specification Information Management,P15-API-001,GET/POST,/api/v1/information/documents,documents,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-002,GET/POST,/api/v1/information/document-revisions,document-revisions,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-003,GET/POST,/api/v1/information/document-sets,document-sets,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-004,GET/POST,/api/v1/information/drawings,drawings,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-005,GET/POST,/api/v1/information/drawing-sets,drawing-sets,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-006,GET/POST,/api/v1/information/specifications,specifications,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-007,GET/POST,/api/v1/information/addenda,addenda,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-008,GET/POST,/api/v1/information/submittals,submittals,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-009,GET/POST,/api/v1/information/submittal-reviews,submittal-reviews,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-010,GET/POST,/api/v1/information/rfis,rfis,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-011,GET/POST,/api/v1/information/rfi-responses,rfi-responses,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-012,GET/POST,/api/v1/information/transmittals,transmittals,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-013,GET/POST,/api/v1/information/distribution,distribution,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-014,GET/POST,/api/v1/information/correspondence,correspondence,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-015,GET/POST,/api/v1/information/meeting-records,meeting-records,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-016,GET/POST,/api/v1/information/decisions,decisions,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-017,GET/POST,/api/v1/information/markups,markups,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-018,GET/POST,/api/v1/information/review-sessions,review-sessions,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-019,GET/POST,/api/v1/information/approvals,approvals,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-020,GET/POST,/api/v1/information/issues,issues,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-021,GET/POST,/api/v1/information/ocr,ocr,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-022,GET/POST,/api/v1/information/extractions,extractions,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-023,GET/POST,/api/v1/information/metadata,metadata,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-024,GET/POST,/api/v1/information/search,search,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-025,GET/POST,/api/v1/information/saved-searches,saved-searches,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-026,GET/POST,/api/v1/information/permissions,permissions,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-027,GET/POST,/api/v1/information/external-shares,external-shares,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-028,GET/POST,/api/v1/information/controlled-copies,controlled-copies,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-029,GET/POST,/api/v1/information/retention,retention,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-030,GET/POST,/api/v1/information/legal-holds,legal-holds,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-031,GET/POST,/api/v1/information/disposition,disposition,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-032,GET/POST,/api/v1/information/field-document-sets,field-document-sets,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-033,GET/POST,/api/v1/information/offline-packages,offline-packages,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-034,GET/POST,/api/v1/information/bim-references,bim-references,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-035,GET/POST,/api/v1/information/coordination,coordination,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
15,Enterprise Document Drawing Specification Information Management,P15-API-036,GET/POST,/api/v1/information/as-builts,as-builts,OAuth2/JWT + RBAC/ABAC,Tenant/project scoped; permission and revision-aware; audited
