phase,phase_title,ui_id,name,domain,capabilities,form_factor
14,Enterprise HSE Safety Environmental Quality Compliance,P14-UI-035,HSEQ Digital Twin,AI HSEQ Intelligence,Role-based; mobile-first where field-facing; offline capture where configured; signatures/photos/evidence; accessibility,Web/tablet/mobile
15,Enterprise Document Drawing Specification Information Management,P15-UI-001,Information Management Home,Document Control,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-002,Document Register,Drawing Management,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-003,Drawing Register,Specification Management,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-004,Specification Register,Submittals,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-005,Current Drawing Set,RFIs,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-006,Document Viewer,Transmittals & Distribution,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-007,Drawing Viewer & Markup,Correspondence & Records,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-008,Revision Compare,Version & Revision Control,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-009,Specification Compare,Markup & Review,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-010,Submittal Center,OCR & Content Extraction,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-011,RFI Center,Plan & Spec Intelligence,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-012,Transmittal Center,Document Search & Retrieval,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-013,Correspondence Center,Records Retention & Legal Hold,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-014,Review & Approval Inbox,External Collaboration,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-015,Markup Sessions,Field Document Access,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-016,Issue & Coordination Center,BIM/CDE Coordination,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-017,OCR/Classification Review,Closeout & Turnover,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-018,AI Plan & Spec Review,Document Intelligence Digital Twin,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-019,Conflict & Cross-Reference Review,Document Control,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-020,Enterprise Search,Drawing Management,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-021,Saved Search & Alerts,Specification Management,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-022,External Sharing Center,Submittals,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-023,Field Document Mobile,RFIs,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-024,Offline Current Set,Transmittals & Distribution,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-025,BIM/CDE Coordination,Correspondence & Records,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-026,Retention & Legal Hold,Version & Revision Control,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-027,Closeout & Turnover,Markup & Review,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-028,As-Built Manager,OCR & Content Extraction,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-029,O&M Manual Manager,Plan & Spec Intelligence,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-030,Document Administration,Document Search & Retrieval,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-031,Metadata & Numbering Studio,Records Retention & Legal Hold,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-032,Permission Administration,External Collaboration,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-033,Audit & Distribution History,Field Document Access,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-034,Document Analytics,BIM/CDE Coordination,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-035,Document Digital Twin,Closeout & Turnover,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-036,Mobile Viewer,Document Intelligence Digital Twin,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-037,Guest Review Portal,Document Control,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
15,Enterprise Document Drawing Specification Information Management,P15-UI-038,Controlled Copy Manager,Drawing Management,Permission-aware; revision banner; full-text/metadata search; responsive; evidence/audit access; accessibility,Web/tablet/mobile/guest as applicable
16,GIS Survey Reality Capture Drone Operations,P16-UI-001,Geospatial Command Center,GIS Core,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-002,Enterprise Map,Coordinate Reference Systems,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-003,Project Map,Survey Control,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-004,Layer Catalog,GNSS Survey,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-005,Spatial Search,Total Station Survey,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-006,CRS & Datum Manager,Digital Levels,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-007,Survey Control Register,Construction Layout,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-008,Control Network Workspace,Topographic Survey,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-009,GNSS Survey Workspace,Existing Conditions,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-010,Total Station Workspace,Drone Operations,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-011,Leveling Workspace,Photogrammetry,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-012,Construction Layout Center,LiDAR Reality Capture,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-013,Stakeout Mobile,Point Cloud Management,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-014,Topographic Survey Mobile,Orthomosaic Management,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-015,Existing Conditions Map,Surface & Terrain Models,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-016,Utility Mapping Center,Volumes & Earthwork,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-017,Drone Operations Center,Progress & Change Detection,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-018,Mission Planner,Corridor & Linear Infrastructure,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-019,Flight Compliance Center,Utility Mapping,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-020,Aircraft & Payload Register,GIS Field Collection,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-021,Battery Manager,Reality Capture QA/QC,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-022,Drone Flight Mobile,Geofencing & Location Intelligence,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-023,Photogrammetry Processing Review,Drone Media & Inspection,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-024,LiDAR Processing Review,Regulatory & Flight Compliance,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-025,Point Cloud Viewer,Survey Deliverables,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-026,Orthomosaic Viewer,Machine Control Handoff,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-027,Surface/Terrain Manager,Spatial Analytics,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-028,Cut/Fill & Volume Center,AI Geospatial Intelligence,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-029,Stockpile Volume Center,Geospatial Digital Twin,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-030,Progress Comparison,GIS Core,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-031,Change Detection Review,Coordinate Reference Systems,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-032,Corridor/Stationing Viewer,Survey Control,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-033,Field GIS Mobile,GNSS Survey,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-034,Offline Map Manager,Total Station Survey,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-035,Geofence & Spatial Alerts,Digital Levels,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-036,Aerial Inspection Center,Construction Layout,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-037,Reality Capture QA/QC,Topographic Survey,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-038,Survey Deliverables Center,Existing Conditions,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-039,Machine Control Handoff,Drone Operations,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-040,Spatial Analytics,Photogrammetry,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-041,AI Geospatial Review,LiDAR Reality Capture,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
16,GIS Survey Reality Capture Drone Operations,P16-UI-042,Geospatial Digital Twin,Point Cloud Management,Map-first; role-based; coordinate-aware; quality indicators; evidence/lineage; responsive; field views support offline capture,Web/tablet/mobile
17,Machine Control GPS Field Automation,P17-UI-001,Machine Control Command Center,Machine Control Core,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-002,Project Machine Control Setup,GPS/GNSS Positioning,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-003,Phase 16 Handoff Review,Localization & Calibration,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-004,Model Register,3D Models & Surfaces,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-005,Surface Manager,2D Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-006,Alignment/Corridor Manager,3D Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-007,Localization Manager,Automatic Grade Control,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-008,Calibration Review,Excavator Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-009,Control Reference Viewer,Dozer Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-010,Machine/Device Register,Grader Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-011,Compatibility Matrix,Compactor Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-012,Firmware/Software Manager,Loader & Material Handling,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-013,Job Package Builder,Paver/Milling Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-014,Job Package Approval,Trenching & Utilities,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-015,Machine Assignment Board,Road & Highway Machine Control,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-016,Operator Authorization,Site Models & Job Files,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-017,Job Load & Acknowledgement,Field Data Sync,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-018,In-Cab 2D Guidance,Machine Telemetry Integration,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-019,In-Cab 3D Guidance,Operator Interface,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-020,Automatic Control Status,Safety & Exclusion Controls,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-021,Excavator Guidance View,Design Change Management,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-022,Dozer Guidance View,As-Built & Production Capture,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-023,Grader Guidance View,Quality Assurance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-024,Compactor Guidance View,Field Automation,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-025,Paver/Milling Guidance,Remote Support & Diagnostics,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-026,Trench/Utility Guidance,Device & Firmware Management,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-027,Road/Highway Guidance,Vendor/Platform Interoperability,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-028,Geofence/No-Go Manager,AI Machine Intelligence,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-029,Position Quality Monitor,Machine Control Digital Twin,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-030,GNSS/Correction Health,Machine Control Core,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-031,Safety & Revision Alerts,GPS/GNSS Positioning,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-032,Field Issue Mobile,Localization & Calibration,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-033,Design Change Impact Center,3D Models & Surfaces,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-034,Withdrawal/Reissue Center,2D Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-035,Sync Monitor,3D Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-036,Offline Conflict Center,Automatic Grade Control,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-037,As-Built Viewer,Excavator Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-038,Production & Pass Map,Dozer Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-039,Tolerance/Conformance Center,Grader Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-040,Compaction QA,Compactor Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-041,Remote Support Console,Loader & Material Handling,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-042,Device Diagnostics,Paver/Milling Guidance,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-043,Vendor File Conversion,Trenching & Utilities,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-044,Field Automation Studio,Road & Highway Machine Control,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-045,AI Machine Intelligence Review,Site Models & Job Files,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-046,Machine Control Analytics,Field Data Sync,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-047,Machine Control Digital Twin,Machine Telemetry Integration,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-048,Mobile Supervisor View,Operator Interface,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
17,Machine Control GPS Field Automation,P17-UI-049,Machine Control Administration,Safety & Exclusion Controls,Role-based; revision and localization status visible; machine/device context; safety alerts; responsive; in-cab surfaces prioritize simple operator UX,Web/tablet/mobile/in-cab
18,Enterprise Scheduling Resource Planning,P18-UI-001,Scheduling Command Center,Enterprise Scheduling Core,Role-based; schedule version/baseline visible; drill-through; resource/calendar context; responsive; selected field views offline capable,Web/tablet/mobile
18,Enterprise Scheduling Resource Planning,P18-UI-002,Portfolio Schedule,CPM Scheduling,Role-based; schedule version/baseline visible; drill-through; resource/calendar context; responsive; selected field views offline capable,Web/tablet/mobile
18,Enterprise Scheduling Resource Planning,P18-UI-003,Project Schedule,Work Breakdown Structure,Role-based; schedule version/baseline visible; drill-through; resource/calendar context; responsive; selected field views offline capable,Web/tablet/mobile
