phase,phase_title,engine_id,name,type,purpose,governance
12,Enterprise Fleet Asset Maintenance Telematics,P12-ENG-27,Rental Optimization Engine,,Deterministic and/or governed AI service for rental optimization engine.,"Inputs, outputs, model/rule version, confidence, overrides, and audit evidence retained."
12,Enterprise Fleet Asset Maintenance Telematics,P12-ENG-28,Geofence Event Engine,,Deterministic and/or governed AI service for geofence event engine.,"Inputs, outputs, model/rule version, confidence, overrides, and audit evidence retained."
12,Enterprise Fleet Asset Maintenance Telematics,P12-ENG-29,Alert Prioritization Engine,,Deterministic and/or governed AI service for alert prioritization engine.,"Inputs, outputs, model/rule version, confidence, overrides, and audit evidence retained."
12,Enterprise Fleet Asset Maintenance Telematics,P12-ENG-30,Mobile Sync Engine,,Deterministic and/or governed AI service for mobile sync engine.,"Inputs, outputs, model/rule version, confidence, overrides, and audit evidence retained."
12,Enterprise Fleet Asset Maintenance Telematics,P12-ENG-31,Fleet Digital Twin Engine,,Deterministic and/or governed AI service for fleet digital twin engine.,"Inputs, outputs, model/rule version, confidence, overrides, and audit evidence retained."
12,Enterprise Fleet Asset Maintenance Telematics,P12-ENG-32,Fleet AI Copilot,,Deterministic and/or governed AI service for fleet ai copilot.,"Inputs, outputs, model/rule version, confidence, overrides, and audit evidence retained."
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-001,Semantic Metrics Engine,Deterministic,"Provides semantic metrics engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-002,KPI Calculation Engine,Deterministic,"Provides kpi calculation engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-003,Scorecard Engine,Deterministic,"Provides scorecard engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-004,Data Ingestion Engine,Deterministic,"Provides data ingestion engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-005,Data Quality Engine,Deterministic,"Provides data quality engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-006,Lineage Engine,Deterministic,"Provides lineage engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-007,Freshness Monitor,Deterministic,"Provides freshness monitor with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-008,Entitlement Engine,Deterministic,"Provides entitlement engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-009,Dashboard Query Engine,Deterministic,"Provides dashboard query engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-010,Report Distribution Engine,Deterministic,"Provides report distribution engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-011,Alerting Engine,Deterministic,"Provides alerting engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-012,Anomaly Detection Engine,AI-assisted,"Provides anomaly detection engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-013,Forecasting Engine,AI-assisted,"Provides forecasting engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-014,Scenario Engine,AI-assisted,"Provides scenario engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-015,Sensitivity Engine,AI-assisted,"Provides sensitivity engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-016,Root Cause Assistant,AI-assisted,"Provides root cause assistant with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-017,Executive Narrative Engine,AI-assisted,"Provides executive narrative engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-018,Recommendation Engine,AI-assisted,"Provides recommendation engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-019,Confidence Engine,AI-assisted,"Provides confidence engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-020,Evidence Retrieval Engine,AI-assisted,"Provides evidence retrieval engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-021,Portfolio Health Engine,AI-assisted,"Provides portfolio health engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-022,Project Health Engine,AI-assisted,"Provides project health engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-023,Financial Intelligence Engine,AI-assisted,"Provides financial intelligence engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-024,Workforce Intelligence Engine,AI-assisted,"Provides workforce intelligence engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-025,Fleet Intelligence Engine,AI-assisted,"Provides fleet intelligence engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-026,Procurement Intelligence Engine,AI-assisted,"Provides procurement intelligence engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-027,CRM Intelligence Engine,AI-assisted,"Provides crm intelligence engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-028,Estimating Intelligence Engine,AI-assisted,"Provides estimating intelligence engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-029,Safety Intelligence Engine,AI-assisted,"Provides safety intelligence engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-030,Quality Intelligence Engine,AI-assisted,"Provides quality intelligence engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-031,Benchmarking Engine,AI-assisted,"Provides benchmarking engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-032,Forecast Accuracy Engine,AI-assisted,"Provides forecast accuracy engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-033,Adoption Analytics Engine,AI-assisted,"Provides adoption analytics engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-034,Decision Outcome Engine,AI-assisted,"Provides decision outcome engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
13,Enterprise Business Intelligence Decision Intelligence,P13-ENG-035,Enterprise Digital Twin Engine,AI-assisted,"Provides enterprise digital twin engine with governed inputs, reproducible outputs, audit trail and human controls.",Human approval required for consequential recommendations
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-001,Risk Scoring Engine,Deterministic,"Provides risk scoring engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-002,Hazard Control Engine,Deterministic,"Provides hazard control engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-003,JHA Completeness Engine,Deterministic,"Provides jha completeness engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-004,Pre-Task Plan Engine,Deterministic,"Provides pre-task plan engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-005,Permit Eligibility Engine,Deterministic,"Provides permit eligibility engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-006,Stop Work Control Engine,Deterministic,"Provides stop work control engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-007,Incident Classification Engine,Deterministic,"Provides incident classification engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-008,Recordability Decision Support,Deterministic,"Provides recordability decision support with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-009,Root Cause Assistant,Deterministic,"Provides root cause assistant with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-010,CAPA Engine,Deterministic,"Provides capa engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-011,Corrective Action Escalation Engine,Deterministic,"Provides corrective action escalation engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-012,Training Compliance Engine,Deterministic,"Provides training compliance engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-013,Certification Expiry Engine,Deterministic,"Provides certification expiry engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-014,Competency Verification Engine,Deterministic,"Provides competency verification engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-015,Inspection Scheduling Engine,Deterministic,"Provides inspection scheduling engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-016,Inspection Finding Engine,Deterministic,"Provides inspection finding engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-017,Environmental Compliance Engine,Deterministic,"Provides environmental compliance engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-018,SWPPP Compliance Engine,Deterministic,"Provides swppp compliance engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-019,Spill Response Engine,Deterministic,"Provides spill response engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-020,Waste Compliance Engine,Deterministic,"Provides waste compliance engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-021,Industrial Hygiene Engine,Deterministic,"Provides industrial hygiene engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-022,Quality ITP Engine,Deterministic,"Provides quality itp engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-023,NCR Engine,Deterministic,"Provides ncr engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-024,Hold Point Engine,Deterministic,"Provides hold point engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-025,Test Result Validation Engine,Deterministic,"Provides test result validation engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-026,Subcontractor HSEQ Risk Engine,Deterministic,"Provides subcontractor hseq risk engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-027,Fleet Safety Engine,Deterministic,"Provides fleet safety engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-028,Operator Authorization Engine,Deterministic,"Provides operator authorization engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-029,Traffic/Public Safety Engine,Deterministic,"Provides traffic/public safety engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-030,Regulatory Calendar Engine,Deterministic,"Provides regulatory calendar engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-031,Audit Assurance Engine,Deterministic,"Provides audit assurance engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-032,HSEQ KPI Engine,Deterministic,"Provides hseq kpi engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-033,Trend & Recurrence Engine,Deterministic,"Provides trend & recurrence engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-034,HSEQ Anomaly Detection Engine,AI-assisted,"Provides hseq anomaly detection engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-035,HSEQ Executive Narrative Engine,AI-assisted,"Provides hseq executive narrative engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-036,HSEQ Recommendation Engine,AI-assisted,"Provides hseq recommendation engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-037,Evidence Retrieval Engine,AI-assisted,"Provides evidence retrieval engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-038,HSEQ Confidence Engine,AI-assisted,"Provides hseq confidence engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-039,HSEQ Digital Twin Engine,AI-assisted,"Provides hseq digital twin engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
14,Enterprise HSE Safety Environmental Quality Compliance,P14-ENG-040,Emergency Readiness Engine,AI-assisted,"Provides emergency readiness engine with governed inputs, auditable outputs and explicit human authority.","AI cannot override stop-work, regulatory, competent-person, quality hold-point or safety-critical controls"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-001,Document Numbering Engine,Deterministic,"Provides document numbering engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-002,Naming Convention Engine,Deterministic,"Provides naming convention engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-003,Revision Control Engine,Deterministic,"Provides revision control engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-004,Supersession Engine,Deterministic,"Provides supersession engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-005,File Integrity Engine,Deterministic,"Provides file integrity engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-006,Metadata Validation Engine,Deterministic,"Provides metadata validation engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-007,Document Classification Engine,Deterministic,"Provides document classification engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-008,OCR Engine,Deterministic,"Provides ocr engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-009,Search Index Engine,Deterministic,"Provides search index engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-010,Semantic Search Engine,Deterministic,"Provides semantic search engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-011,Permission Evaluation Engine,Deterministic,"Provides permission evaluation engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-012,Distribution Engine,Deterministic,"Provides distribution engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-013,Transmittal Engine,Deterministic,"Provides transmittal engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-014,Submittal Routing Engine,Deterministic,"Provides submittal routing engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-015,RFI Routing Engine,Deterministic,"Provides rfi routing engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-016,Review/Approval Engine,Deterministic,"Provides review/approval engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-017,Markup Coordination Engine,Deterministic,"Provides markup coordination engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-018,Drawing Compare Engine,Deterministic,"Provides drawing compare engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-019,Specification Compare Engine,Deterministic,"Provides specification compare engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-020,Cross-Reference Engine,Deterministic,"Provides cross-reference engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-021,Conflict Detection Engine,Deterministic,"Provides conflict detection engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-022,Requirement Extraction Engine,Deterministic,"Provides requirement extraction engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-023,Scope Extraction Engine,Deterministic,"Provides scope extraction engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-024,Table Extraction Engine,Deterministic,"Provides table extraction engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-025,Metadata Proposal Engine,Deterministic,"Provides metadata proposal engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-026,Current-Set Engine,Deterministic,"Provides current-set engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-027,Offline Sync Engine,Deterministic,"Provides offline sync engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-028,Retention Engine,Deterministic,"Provides retention engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-029,Legal Hold Engine,Deterministic,"Provides legal hold engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-030,Disposition Engine,Deterministic,"Provides disposition engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-031,External Sharing Engine,Deterministic,"Provides external sharing engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-032,Watermark/Controlled Copy Engine,Deterministic,"Provides watermark/controlled copy engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-033,BIM/CDE Reference Engine,Deterministic,"Provides bim/cde reference engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-034,Closeout Completeness Engine,Deterministic,"Provides closeout completeness engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-035,Turnover Engine,Deterministic,"Provides turnover engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-036,Revision Impact Engine,Deterministic,"Provides revision impact engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-037,Downstream Dependency Engine,Deterministic,"Provides downstream dependency engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-038,Document KPI Engine,Deterministic,"Provides document kpi engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-039,Document Alert Engine,Deterministic,"Provides document alert engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-040,Evidence Retrieval Engine,Deterministic,"Provides evidence retrieval engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-041,Plan/Spec AI Assistant,AI-assisted,"Provides plan/spec ai assistant using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-042,Document Summary Engine,AI-assisted,"Provides document summary engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-043,Document Question Answering Engine,AI-assisted,"Provides document question answering engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
15,Enterprise Document Drawing Specification Information Management,P15-ENG-044,AI Confidence Engine,AI-assisted,"Provides ai confidence engine using governed information, permissions, revision lineage and audit evidence.","AI cannot silently publish authoritative revisions, approve contractual responses, or replace required human review"
