entity_id,name,domain,definition,key,governance
P19-ENT-156,EstimateReference,T&M / Force Account,Canonical contract/change/claims/commercial entity for EstimateReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-157,ScheduleReference,Change Authorization,Canonical contract/change/claims/commercial entity for ScheduleReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-158,ActivityReference,Contract Value Control,Canonical contract/change/claims/commercial entity for ActivityReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-159,DocumentReference,Claims Management,Canonical contract/change/claims/commercial entity for DocumentReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-160,DrawingReference,Delay & Disruption Records,Canonical contract/change/claims/commercial entity for DrawingReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-161,SpecificationReference,Differing Site Conditions,Canonical contract/change/claims/commercial entity for SpecificationReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-162,RFIReference,Scope & Design Change,Canonical contract/change/claims/commercial entity for RFIReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-163,SubmittalReference,Payment & Billing Commercials,Canonical contract/change/claims/commercial entity for SubmittalReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-164,ProcurementReference,Retainage & Holdbacks,Canonical contract/change/claims/commercial entity for ProcurementReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-165,SubcontractReference,Backcharges & Deductions,Canonical contract/change/claims/commercial entity for SubcontractReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-166,VendorReference,Allowances & Contingencies,Canonical contract/change/claims/commercial entity for VendorReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-167,CustomerReference,Escalation & Price Adjustment,Canonical contract/change/claims/commercial entity for CustomerReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-168,InvoiceReference,"Insurance, Bonds & Commercial Compliance",Canonical contract/change/claims/commercial entity for InvoiceReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-169,PaymentReference,Lien & Waiver Administration,Canonical contract/change/claims/commercial entity for PaymentReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-170,HSEQReference,Dispute Management,Canonical contract/change/claims/commercial entity for HSEQReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-171,DailyReportReference,Commercial Forecasting,Canonical contract/change/claims/commercial entity for DailyReportReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-172,PhotoReference,Contract Closeout,Canonical contract/change/claims/commercial entity for PhotoReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-173,EmailReference,AI Commercial Intelligence,Canonical contract/change/claims/commercial entity for EmailReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-174,MeetingReference,Commercial Digital Twin,Canonical contract/change/claims/commercial entity for MeetingReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-175,JurisdictionProfile,Commercial Management Core,Canonical contract/change/claims/commercial entity for JurisdictionProfile.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-176,CommercialTemplate,Prime Contract Management,Canonical contract/change/claims/commercial entity for CommercialTemplate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-177,NoticeTemplate,Subcontract Management,Canonical contract/change/claims/commercial entity for NoticeTemplate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-178,ChangeTemplate,Purchase Contract Commercials,Canonical contract/change/claims/commercial entity for ChangeTemplate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-179,ClaimTemplate,Contract Clause Registry,Canonical contract/change/claims/commercial entity for ClaimTemplate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-180,PaymentTemplate,Obligation Management,Canonical contract/change/claims/commercial entity for PaymentTemplate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-181,PermissionPolicy,Notice Management,Canonical contract/change/claims/commercial entity for PermissionPolicy.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-182,CommercialAccessGrant,Potential Change Management,Canonical contract/change/claims/commercial entity for CommercialAccessGrant.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-183,ImportJob,Change Order Management,Canonical contract/change/claims/commercial entity for ImportJob.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-184,ExportJob,Change Pricing,Canonical contract/change/claims/commercial entity for ExportJob.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-185,ExternalIdentifier,T&M / Force Account,Canonical contract/change/claims/commercial entity for ExternalIdentifier.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
P19-ENT-186,SourceSystem,Change Authorization,Canonical contract/change/claims/commercial entity for SourceSystem.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
