requirement_id,domain,priority,requirement,acceptance_criteria,version
P22-REQ-095,Security & Privacy Acceptance,Must,"GrounUp shall enforce governed security & privacy acceptance control 95 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 95 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-096,AI Governance Acceptance,Must,"GrounUp shall enforce governed ai governance acceptance control 96 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 96 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-097,Testing & UAT Acceptance,Must,"GrounUp shall enforce governed testing & uat acceptance control 97 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 97 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-098,Implementation Backlog,Must,"GrounUp shall enforce governed implementation backlog control 98 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 98 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-099,Developer Execution Contract,Must,"GrounUp shall enforce governed developer execution contract control 99 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 99 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-100,AI Coding Contract,Must,"GrounUp shall enforce governed ai coding contract control 100 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 100 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-101,Release Baseline,Must,"GrounUp shall enforce governed release baseline control 101 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 101 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-102,Change Control,Must,"GrounUp shall enforce governed change control control 102 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 102 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-103,Operational Handoff,Must,"GrounUp shall enforce governed operational handoff control 103 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 103 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-104,Evidence & Audit,Must,"GrounUp shall enforce governed evidence & audit control 104 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 104 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-105,Post-Lock Governance,Must,"GrounUp shall enforce governed post-lock governance control 105 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 105 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-106,Final Reconciliation,Must,"GrounUp shall enforce governed final reconciliation control 106 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 106 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-107,Enterprise Lock,Must,"GrounUp shall enforce governed enterprise lock control 107 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 107 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-108,Architecture Baseline,Must,"GrounUp shall enforce governed architecture baseline control 108 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 108 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-109,Canonical Data/API Contracts,Must,"GrounUp shall enforce governed canonical data/api contracts control 109 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 109 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-110,Security & Privacy Acceptance,Must,"GrounUp shall enforce governed security & privacy acceptance control 110 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 110 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-111,AI Governance Acceptance,Must,"GrounUp shall enforce governed ai governance acceptance control 111 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 111 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-112,Testing & UAT Acceptance,Must,"GrounUp shall enforce governed testing & uat acceptance control 112 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 112 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-113,Implementation Backlog,Must,"GrounUp shall enforce governed implementation backlog control 113 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 113 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-114,Developer Execution Contract,Must,"GrounUp shall enforce governed developer execution contract control 114 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 114 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-115,AI Coding Contract,Must,"GrounUp shall enforce governed ai coding contract control 115 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 115 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-116,Release Baseline,Must,"GrounUp shall enforce governed release baseline control 116 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 116 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-117,Change Control,Must,"GrounUp shall enforce governed change control control 117 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 117 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-118,Operational Handoff,Must,"GrounUp shall enforce governed operational handoff control 118 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 118 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-119,Evidence & Audit,Must,"GrounUp shall enforce governed evidence & audit control 119 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 119 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-120,Post-Lock Governance,Must,"GrounUp shall enforce governed post-lock governance control 120 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 120 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-121,Final Reconciliation,Must,"GrounUp shall enforce governed final reconciliation control 121 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 121 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-122,Enterprise Lock,Must,"GrounUp shall enforce governed enterprise lock control 122 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 122 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-123,Architecture Baseline,Must,"GrounUp shall enforce governed architecture baseline control 123 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 123 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-124,Canonical Data/API Contracts,Must,"GrounUp shall enforce governed canonical data/api contracts control 124 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 124 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-125,Security & Privacy Acceptance,Must,"GrounUp shall enforce governed security & privacy acceptance control 125 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 125 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-126,AI Governance Acceptance,Must,"GrounUp shall enforce governed ai governance acceptance control 126 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 126 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-127,Testing & UAT Acceptance,Must,"GrounUp shall enforce governed testing & uat acceptance control 127 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 127 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-128,Implementation Backlog,Must,"GrounUp shall enforce governed implementation backlog control 128 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 128 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-129,Developer Execution Contract,Must,"GrounUp shall enforce governed developer execution contract control 129 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 129 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-130,AI Coding Contract,Must,"GrounUp shall enforce governed ai coding contract control 130 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 130 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-131,Release Baseline,Must,"GrounUp shall enforce governed release baseline control 131 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 131 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-132,Change Control,Must,"GrounUp shall enforce governed change control control 132 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 132 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-133,Operational Handoff,Must,"GrounUp shall enforce governed operational handoff control 133 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 133 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-134,Evidence & Audit,Must,"GrounUp shall enforce governed evidence & audit control 134 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 134 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-135,Post-Lock Governance,Must,"GrounUp shall enforce governed post-lock governance control 135 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 135 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-136,Final Reconciliation,Must,"GrounUp shall enforce governed final reconciliation control 136 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 136 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-137,Enterprise Lock,Must,"GrounUp shall enforce governed enterprise lock control 137 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 137 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-138,Architecture Baseline,Must,"GrounUp shall enforce governed architecture baseline control 138 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 138 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-139,Canonical Data/API Contracts,Must,"GrounUp shall enforce governed canonical data/api contracts control 139 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 139 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-140,Security & Privacy Acceptance,Must,"GrounUp shall enforce governed security & privacy acceptance control 140 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 140 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-141,AI Governance Acceptance,Must,"GrounUp shall enforce governed ai governance acceptance control 141 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 141 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-142,Testing & UAT Acceptance,Must,"GrounUp shall enforce governed testing & uat acceptance control 142 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 142 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-143,Implementation Backlog,Must,"GrounUp shall enforce governed implementation backlog control 143 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 143 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-144,Developer Execution Contract,Must,"GrounUp shall enforce governed developer execution contract control 144 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 144 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-145,AI Coding Contract,Must,"GrounUp shall enforce governed ai coding contract control 145 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 145 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-146,Release Baseline,Must,"GrounUp shall enforce governed release baseline control 146 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 146 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-147,Change Control,Must,"GrounUp shall enforce governed change control control 147 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 147 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-148,Operational Handoff,Must,"GrounUp shall enforce governed operational handoff control 148 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 148 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-149,Evidence & Audit,Must,"GrounUp shall enforce governed evidence & audit control 149 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 149 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-150,Post-Lock Governance,Must,"GrounUp shall enforce governed post-lock governance control 150 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 150 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-151,Final Reconciliation,Must,"GrounUp shall enforce governed final reconciliation control 151 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 151 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-152,Enterprise Lock,Must,"GrounUp shall enforce governed enterprise lock control 152 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 152 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-153,Architecture Baseline,Must,"GrounUp shall enforce governed architecture baseline control 153 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 153 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-154,Canonical Data/API Contracts,Must,"GrounUp shall enforce governed canonical data/api contracts control 154 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 154 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-155,Security & Privacy Acceptance,Must,"GrounUp shall enforce governed security & privacy acceptance control 155 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 155 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-156,AI Governance Acceptance,Must,"GrounUp shall enforce governed ai governance acceptance control 156 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 156 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-157,Testing & UAT Acceptance,Must,"GrounUp shall enforce governed testing & uat acceptance control 157 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 157 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-158,Implementation Backlog,Must,"GrounUp shall enforce governed implementation backlog control 158 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 158 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-159,Developer Execution Contract,Must,"GrounUp shall enforce governed developer execution contract control 159 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 159 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-160,AI Coding Contract,Must,"GrounUp shall enforce governed ai coding contract control 160 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 160 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-161,Release Baseline,Must,"GrounUp shall enforce governed release baseline control 161 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 161 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-162,Change Control,Must,"GrounUp shall enforce governed change control control 162 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 162 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-163,Operational Handoff,Must,"GrounUp shall enforce governed operational handoff control 163 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 163 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-164,Evidence & Audit,Must,"GrounUp shall enforce governed evidence & audit control 164 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 164 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-165,Post-Lock Governance,Must,"GrounUp shall enforce governed post-lock governance control 165 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 165 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-166,Final Reconciliation,Must,"GrounUp shall enforce governed final reconciliation control 166 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 166 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-167,Enterprise Lock,Must,"GrounUp shall enforce governed enterprise lock control 167 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 167 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-168,Architecture Baseline,Must,"GrounUp shall enforce governed architecture baseline control 168 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 168 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-169,Canonical Data/API Contracts,Must,"GrounUp shall enforce governed canonical data/api contracts control 169 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 169 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-170,Security & Privacy Acceptance,Must,"GrounUp shall enforce governed security & privacy acceptance control 170 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 170 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-171,AI Governance Acceptance,Must,"GrounUp shall enforce governed ai governance acceptance control 171 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 171 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-172,Testing & UAT Acceptance,Must,"GrounUp shall enforce governed testing & uat acceptance control 172 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 172 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-173,Implementation Backlog,Must,"GrounUp shall enforce governed implementation backlog control 173 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 173 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-174,Developer Execution Contract,Must,"GrounUp shall enforce governed developer execution contract control 174 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 174 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-175,AI Coding Contract,Must,"GrounUp shall enforce governed ai coding contract control 175 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 175 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-176,Release Baseline,Must,"GrounUp shall enforce governed release baseline control 176 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 176 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-177,Change Control,Must,"GrounUp shall enforce governed change control control 177 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 177 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-178,Operational Handoff,Must,"GrounUp shall enforce governed operational handoff control 178 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 178 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-179,Evidence & Audit,Must,"GrounUp shall enforce governed evidence & audit control 179 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 179 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-180,Post-Lock Governance,Must,"GrounUp shall enforce governed post-lock governance control 180 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 180 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-181,Final Reconciliation,Must,"GrounUp shall enforce governed final reconciliation control 181 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 181 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-182,Enterprise Lock,Must,"GrounUp shall enforce governed enterprise lock control 182 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 182 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-183,Architecture Baseline,Must,"GrounUp shall enforce governed architecture baseline control 183 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 183 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-184,Canonical Data/API Contracts,Must,"GrounUp shall enforce governed canonical data/api contracts control 184 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 184 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-185,Security & Privacy Acceptance,Must,"GrounUp shall enforce governed security & privacy acceptance control 185 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 185 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-186,AI Governance Acceptance,Must,"GrounUp shall enforce governed ai governance acceptance control 186 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 186 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-187,Testing & UAT Acceptance,Must,"GrounUp shall enforce governed testing & uat acceptance control 187 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 187 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
P22-REQ-188,Implementation Backlog,Must,"GrounUp shall enforce governed implementation backlog control 188 for the final GES v1.0 implementation and enterprise lock baseline, including provenance, ownership, evidence, exception handling, version control and audit history.","Control 188 passes only when required source references, owner disposition, evidence, approvals, mapped tests and lock-state rules are satisfied.",v1.0.0
