requirement_id,home_phase,canonical_source_phase,canonical_source_file,occurrence_count,definition_conflict,record_json
P15-REQ-311,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 311 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""RFIs"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed rfis capability 311 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-311"", ""version"": ""v1.0.0""}"
P15-REQ-312,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 312 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Transmittals & Distribution"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed transmittals & distribution capability 312 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-312"", ""version"": ""v1.0.0""}"
P15-REQ-313,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 313 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Correspondence & Records"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed correspondence & records capability 313 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-313"", ""version"": ""v1.0.0""}"
P15-REQ-314,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 314 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Version & Revision Control"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed version & revision control capability 314 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-314"", ""version"": ""v1.0.0""}"
P15-REQ-315,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 315 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Markup & Review"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed markup & review capability 315 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-315"", ""version"": ""v1.0.0""}"
P15-REQ-316,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 316 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""OCR & Content Extraction"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed ocr & content extraction capability 316 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-316"", ""version"": ""v1.0.0""}"
P15-REQ-317,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 317 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Plan & Spec Intelligence"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed plan & spec intelligence capability 317 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-317"", ""version"": ""v1.0.0""}"
P15-REQ-318,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 318 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Document Search & Retrieval"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed document search & retrieval capability 318 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-318"", ""version"": ""v1.0.0""}"
P15-REQ-319,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 319 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Records Retention & Legal Hold"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed records retention & legal hold capability 319 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-319"", ""version"": ""v1.0.0""}"
P15-REQ-320,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 320 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""External Collaboration"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed external collaboration capability 320 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-320"", ""version"": ""v1.0.0""}"
P15-REQ-321,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 321 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Field Document Access"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed field document access capability 321 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-321"", ""version"": ""v1.0.0""}"
P15-REQ-322,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 322 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""BIM/CDE Coordination"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed bim/cde coordination capability 322 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-322"", ""version"": ""v1.0.0""}"
P15-REQ-323,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 323 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Closeout & Turnover"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed closeout & turnover capability 323 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-323"", ""version"": ""v1.0.0""}"
P15-REQ-324,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 324 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Document Intelligence Digital Twin"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed document intelligence digital twin capability 324 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-324"", ""version"": ""v1.0.0""}"
P15-REQ-325,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 325 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Document Control"", ""priority"": ""Should"", ""requirement"": ""GrounUp shall provide governed document control capability 325 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-325"", ""version"": ""v1.0.0""}"
P15-REQ-326,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 326 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Drawing Management"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed drawing management capability 326 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-326"", ""version"": ""v1.0.0""}"
P15-REQ-327,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 327 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Specification Management"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed specification management capability 327 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-327"", ""version"": ""v1.0.0""}"
P15-REQ-328,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 328 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Submittals"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed submittals capability 328 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-328"", ""version"": ""v1.0.0""}"
P15-REQ-329,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 329 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""RFIs"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed rfis capability 329 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-329"", ""version"": ""v1.0.0""}"
P15-REQ-330,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 330 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Transmittals & Distribution"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed transmittals & distribution capability 330 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-330"", ""version"": ""v1.0.0""}"
P15-REQ-331,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 331 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Correspondence & Records"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed correspondence & records capability 331 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-331"", ""version"": ""v1.0.0""}"
P15-REQ-332,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 332 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Version & Revision Control"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed version & revision control capability 332 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-332"", ""version"": ""v1.0.0""}"
P15-REQ-333,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 333 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Markup & Review"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed markup & review capability 333 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-333"", ""version"": ""v1.0.0""}"
P15-REQ-334,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 334 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""OCR & Content Extraction"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed ocr & content extraction capability 334 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-334"", ""version"": ""v1.0.0""}"
P15-REQ-335,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 335 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Plan & Spec Intelligence"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed plan & spec intelligence capability 335 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-335"", ""version"": ""v1.0.0""}"
P15-REQ-336,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 336 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Document Search & Retrieval"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed document search & retrieval capability 336 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-336"", ""version"": ""v1.0.0""}"
P15-REQ-337,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 337 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Records Retention & Legal Hold"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed records retention & legal hold capability 337 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-337"", ""version"": ""v1.0.0""}"
P15-REQ-338,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 338 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""External Collaboration"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed external collaboration capability 338 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-338"", ""version"": ""v1.0.0""}"
P15-REQ-339,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 339 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""Field Document Access"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed field document access capability 339 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-339"", ""version"": ""v1.0.0""}"
P15-REQ-340,15,15,GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/GES_Phase_15_Enterprise_Document_Drawing_Specification_Information_Management_v1.0/05_CSV/P15_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 340 through authorized workflow, revision/version behavior, search/retrieval, audit history, linked-record integrity and mapped test evidence."", ""domain"": ""BIM/CDE Coordination"", ""priority"": ""Could"", ""requirement"": ""GrounUp shall provide governed bim/cde coordination capability 340 with tenant/project scope, permissions, revision lineage, metadata, audit evidence and downstream traceability."", ""requirement_id"": ""P15-REQ-340"", ""version"": ""v1.0.0""}"
P16-REQ-001,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 1 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""GIS Core"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed gis core capability 1 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-001"", ""version"": ""v1.0.0""}"
P16-REQ-002,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 2 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""Coordinate Reference Systems"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed coordinate reference systems capability 2 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-002"", ""version"": ""v1.0.0""}"
P16-REQ-003,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 3 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""Survey Control"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed survey control capability 3 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-003"", ""version"": ""v1.0.0""}"
P16-REQ-004,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 4 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""GNSS Survey"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed gnss survey capability 4 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-004"", ""version"": ""v1.0.0""}"
P16-REQ-005,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 5 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""Total Station Survey"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed total station survey capability 5 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-005"", ""version"": ""v1.0.0""}"
P16-REQ-006,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 6 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""Digital Levels"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed digital levels capability 6 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-006"", ""version"": ""v1.0.0""}"
P16-REQ-007,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 7 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""Construction Layout"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed construction layout capability 7 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-007"", ""version"": ""v1.0.0""}"
P16-REQ-008,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 8 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""Topographic Survey"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed topographic survey capability 8 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-008"", ""version"": ""v1.0.0""}"
P16-REQ-009,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 9 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""Existing Conditions"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed existing conditions capability 9 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-009"", ""version"": ""v1.0.0""}"
P16-REQ-010,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 10 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""Drone Operations"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed drone operations capability 10 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-010"", ""version"": ""v1.0.0""}"
P16-REQ-011,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 11 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""Photogrammetry"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed photogrammetry capability 11 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-011"", ""version"": ""v1.0.0""}"
P16-REQ-012,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 12 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""LiDAR Reality Capture"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed lidar reality capture capability 12 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-012"", ""version"": ""v1.0.0""}"
P16-REQ-013,16,16,GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/GES_Phase_16_GIS_Survey_Reality_Capture_Drone_Operations_v1.0/05_CSV/P16_Requirements.csv,1,NO,"{""acceptance_criteria"": ""Verify requirement 13 using controlled spatial data, coordinate/reference metadata, source evidence, applicable QA checks, authorization boundaries and mapped test evidence."", ""domain"": ""Point Cloud Management"", ""priority"": ""Must"", ""requirement"": ""GrounUp shall provide governed point cloud management capability 13 with tenant/project scope, spatial reference metadata, source lineage, accuracy/quality evidence, permissions and auditable processing history."", ""requirement_id"": ""P16-REQ-013"", ""version"": ""v1.0.0""}"
