field_id,field_name,domain,type,required,definition,validation
P17-FLD-151,geoid_model_3,3D Guidance,string/number/date/boolean,Conditional,Governed machine-control field geoid_model_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-152,unit_code_3,Automatic Grade Control,string/number/date/boolean,Conditional,Governed machine-control field unit_code_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-153,device_id_3,Excavator Guidance,string/number/date/boolean,Conditional,Governed machine-control field device_id_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-154,device_serial_3,Dozer Guidance,string/number/date/boolean,Conditional,Governed machine-control field device_serial_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-155,firmware_version_3,Grader Guidance,string/number/date/boolean,Conditional,Governed machine-control field firmware_version_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-156,software_version_3,Compactor Guidance,string/number/date/boolean,Conditional,Governed machine-control field software_version_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-157,attachment_id_3,Loader & Material Handling,string/number/date/boolean,Conditional,Governed machine-control field attachment_id_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-158,guidance_mode_3,Paver/Milling Guidance,string/number/date/boolean,Conditional,Governed machine-control field guidance_mode_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-159,auto_control_enabled_3,Trenching & Utilities,string/number/date/boolean,Conditional,Governed machine-control field auto_control_enabled_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-160,position_quality_3,Road & Highway Machine Control,string/number/date/boolean,Conditional,Governed machine-control field position_quality_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-161,horizontal_accuracy_3,Site Models & Job Files,string/number/date/boolean,Conditional,Governed machine-control field horizontal_accuracy_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-162,vertical_accuracy_3,Field Data Sync,string/number/date/boolean,Conditional,Governed machine-control field vertical_accuracy_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-163,cut_fill_3,Machine Telemetry Integration,string/number/date/boolean,Conditional,Governed machine-control field cut_fill_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-164,design_elevation_3,Operator Interface,string/number/date/boolean,Conditional,Governed machine-control field design_elevation_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-165,measured_elevation_3,Safety & Exclusion Controls,string/number/date/boolean,Conditional,Governed machine-control field measured_elevation_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-166,slope_3,Design Change Management,string/number/date/boolean,Conditional,Governed machine-control field slope_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-167,cross_slope_3,As-Built & Production Capture,string/number/date/boolean,Conditional,Governed machine-control field cross_slope_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-168,station_3,Quality Assurance,string/number/date/boolean,Conditional,Governed machine-control field station_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-169,offset_3,Field Automation,string/number/date/boolean,Conditional,Governed machine-control field offset_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-170,chainage_3,Remote Support & Diagnostics,string/number/date/boolean,Conditional,Governed machine-control field chainage_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-171,pass_count_3,Device & Firmware Management,string/number/date/boolean,Conditional,Governed machine-control field pass_count_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-172,coverage_percent_3,Vendor/Platform Interoperability,string/number/date/boolean,Conditional,Governed machine-control field coverage_percent_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-173,compaction_target_3,AI Machine Intelligence,string/number/date/boolean,Conditional,Governed machine-control field compaction_target_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-174,tolerance_value_3,Machine Control Digital Twin,string/number/date/boolean,Conditional,Governed machine-control field tolerance_value_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-175,tolerance_status_3,Machine Control Core,string/number/date/boolean,Conditional,Governed machine-control field tolerance_status_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-176,safety_status_3,GPS/GNSS Positioning,string/number/date/boolean,Conditional,Governed machine-control field safety_status_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-177,geofence_status_3,Localization & Calibration,string/number/date/boolean,Conditional,Governed machine-control field geofence_status_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-178,revision_status_3,3D Models & Surfaces,string/number/date/boolean,Conditional,Governed machine-control field revision_status_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-179,sync_status_3,2D Guidance,string/number/date/boolean,Conditional,Governed machine-control field sync_status_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-180,transfer_status_3,3D Guidance,string/number/date/boolean,Conditional,Governed machine-control field transfer_status_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-181,device_health_3,Automatic Grade Control,string/number/date/boolean,Conditional,Governed machine-control field device_health_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-182,telemetry_at_3,Excavator Guidance,string/number/date/boolean,Conditional,Governed machine-control field telemetry_at_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-183,position_at_3,Dozer Guidance,string/number/date/boolean,Conditional,Governed machine-control field position_at_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-184,started_at_3,Grader Guidance,string/number/date/boolean,Conditional,Governed machine-control field started_at_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-185,ended_at_3,Compactor Guidance,string/number/date/boolean,Conditional,Governed machine-control field ended_at_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-186,approved_at_3,Loader & Material Handling,string/number/date/boolean,Conditional,Governed machine-control field approved_at_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-187,acknowledged_at_3,Paver/Milling Guidance,string/number/date/boolean,Conditional,Governed machine-control field acknowledged_at_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-188,created_at_3,Trenching & Utilities,string/number/date/boolean,Conditional,Governed machine-control field created_at_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-189,created_by_3,Road & Highway Machine Control,string/number/date/boolean,Conditional,Governed machine-control field created_by_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-190,updated_at_3,Site Models & Job Files,string/number/date/boolean,Conditional,Governed machine-control field updated_at_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-191,updated_by_3,Field Data Sync,string/number/date/boolean,Conditional,Governed machine-control field updated_by_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-192,source_system_3,Machine Telemetry Integration,string/number/date/boolean,Conditional,Governed machine-control field source_system_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-193,source_record_id_3,Operator Interface,string/number/date/boolean,Conditional,Governed machine-control field source_record_id_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-194,lineage_id_3,Safety & Exclusion Controls,string/number/date/boolean,Conditional,Governed machine-control field lineage_id_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-195,evidence_uri_3,Design Change Management,string/number/date/boolean,Conditional,Governed machine-control field evidence_uri_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-196,checksum_3,As-Built & Production Capture,string/number/date/boolean,Conditional,Governed machine-control field checksum_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-197,confidence_score_3,Quality Assurance,string/number/date/boolean,Conditional,Governed machine-control field confidence_score_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-198,human_review_status_3,Field Automation,string/number/date/boolean,Conditional,Governed machine-control field human_review_status_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-199,manual_override_reason_3,Remote Support & Diagnostics,string/number/date/boolean,Conditional,Governed machine-control field manual_override_reason_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-200,design_change_id_3,Device & Firmware Management,string/number/date/boolean,Conditional,Governed machine-control field design_change_id_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-201,field_issue_id_3,Vendor/Platform Interoperability,string/number/date/boolean,Conditional,Governed machine-control field field_issue_id_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-202,production_quantity_3,AI Machine Intelligence,string/number/date/boolean,Conditional,Governed machine-control field production_quantity_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-203,production_unit_3,Machine Control Digital Twin,string/number/date/boolean,Conditional,Governed machine-control field production_unit_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-204,material_code_3,Machine Control Core,string/number/date/boolean,Conditional,Governed machine-control field material_code_3.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-205,tenant_id_4,GPS/GNSS Positioning,string/number/date/boolean,Conditional,Governed machine-control field tenant_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-206,organization_id_4,Localization & Calibration,string/number/date/boolean,Conditional,Governed machine-control field organization_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-207,project_id_4,3D Models & Surfaces,string/number/date/boolean,Conditional,Governed machine-control field project_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-208,record_id_4,2D Guidance,string/number/date/boolean,Conditional,Governed machine-control field record_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-209,machine_id_4,3D Guidance,string/number/date/boolean,Conditional,Governed machine-control field machine_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-210,operator_id_4,Automatic Grade Control,string/number/date/boolean,Conditional,Governed machine-control field operator_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-211,job_id_4,Excavator Guidance,string/number/date/boolean,Conditional,Governed machine-control field job_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-212,model_id_4,Dozer Guidance,string/number/date/boolean,Conditional,Governed machine-control field model_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-213,model_version_4,Grader Guidance,string/number/date/boolean,Conditional,Governed machine-control field model_version_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-214,localization_id_4,Compactor Guidance,string/number/date/boolean,Conditional,Governed machine-control field localization_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-215,localization_version_4,Loader & Material Handling,string/number/date/boolean,Conditional,Governed machine-control field localization_version_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-216,crs_code_4,Paver/Milling Guidance,string/number/date/boolean,Conditional,Governed machine-control field crs_code_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-217,horizontal_datum_4,Trenching & Utilities,string/number/date/boolean,Conditional,Governed machine-control field horizontal_datum_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-218,vertical_datum_4,Road & Highway Machine Control,string/number/date/boolean,Conditional,Governed machine-control field vertical_datum_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-219,geoid_model_4,Site Models & Job Files,string/number/date/boolean,Conditional,Governed machine-control field geoid_model_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-220,unit_code_4,Field Data Sync,string/number/date/boolean,Conditional,Governed machine-control field unit_code_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-221,device_id_4,Machine Telemetry Integration,string/number/date/boolean,Conditional,Governed machine-control field device_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-222,device_serial_4,Operator Interface,string/number/date/boolean,Conditional,Governed machine-control field device_serial_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-223,firmware_version_4,Safety & Exclusion Controls,string/number/date/boolean,Conditional,Governed machine-control field firmware_version_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-224,software_version_4,Design Change Management,string/number/date/boolean,Conditional,Governed machine-control field software_version_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-225,attachment_id_4,As-Built & Production Capture,string/number/date/boolean,Conditional,Governed machine-control field attachment_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-226,guidance_mode_4,Quality Assurance,string/number/date/boolean,Conditional,Governed machine-control field guidance_mode_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-227,auto_control_enabled_4,Field Automation,string/number/date/boolean,Conditional,Governed machine-control field auto_control_enabled_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-228,position_quality_4,Remote Support & Diagnostics,string/number/date/boolean,Conditional,Governed machine-control field position_quality_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-229,horizontal_accuracy_4,Device & Firmware Management,string/number/date/boolean,Conditional,Governed machine-control field horizontal_accuracy_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-230,vertical_accuracy_4,Vendor/Platform Interoperability,string/number/date/boolean,Conditional,Governed machine-control field vertical_accuracy_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-231,cut_fill_4,AI Machine Intelligence,string/number/date/boolean,Conditional,Governed machine-control field cut_fill_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-232,design_elevation_4,Machine Control Digital Twin,string/number/date/boolean,Conditional,Governed machine-control field design_elevation_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-233,measured_elevation_4,Machine Control Core,string/number/date/boolean,Conditional,Governed machine-control field measured_elevation_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-234,slope_4,GPS/GNSS Positioning,string/number/date/boolean,Conditional,Governed machine-control field slope_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-235,cross_slope_4,Localization & Calibration,string/number/date/boolean,Conditional,Governed machine-control field cross_slope_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-236,station_4,3D Models & Surfaces,string/number/date/boolean,Conditional,Governed machine-control field station_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-237,offset_4,2D Guidance,string/number/date/boolean,Conditional,Governed machine-control field offset_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-238,chainage_4,3D Guidance,string/number/date/boolean,Conditional,Governed machine-control field chainage_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-239,pass_count_4,Automatic Grade Control,string/number/date/boolean,Conditional,Governed machine-control field pass_count_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-240,coverage_percent_4,Excavator Guidance,string/number/date/boolean,Conditional,Governed machine-control field coverage_percent_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-241,compaction_target_4,Dozer Guidance,string/number/date/boolean,Conditional,Governed machine-control field compaction_target_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-242,tolerance_value_4,Grader Guidance,string/number/date/boolean,Conditional,Governed machine-control field tolerance_value_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-243,tolerance_status_4,Compactor Guidance,string/number/date/boolean,Conditional,Governed machine-control field tolerance_status_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-244,safety_status_4,Loader & Material Handling,string/number/date/boolean,Conditional,Governed machine-control field safety_status_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-245,geofence_status_4,Paver/Milling Guidance,string/number/date/boolean,Conditional,Governed machine-control field geofence_status_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-246,revision_status_4,Trenching & Utilities,string/number/date/boolean,Conditional,Governed machine-control field revision_status_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-247,sync_status_4,Road & Highway Machine Control,string/number/date/boolean,Conditional,Governed machine-control field sync_status_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-248,transfer_status_4,Site Models & Job Files,string/number/date/boolean,Conditional,Governed machine-control field transfer_status_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-249,device_health_4,Field Data Sync,string/number/date/boolean,Conditional,Governed machine-control field device_health_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-250,telemetry_at_4,Machine Telemetry Integration,string/number/date/boolean,Conditional,Governed machine-control field telemetry_at_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-251,position_at_4,Operator Interface,string/number/date/boolean,Conditional,Governed machine-control field position_at_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-252,started_at_4,Safety & Exclusion Controls,string/number/date/boolean,Conditional,Governed machine-control field started_at_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-253,ended_at_4,Design Change Management,string/number/date/boolean,Conditional,Governed machine-control field ended_at_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-254,approved_at_4,As-Built & Production Capture,string/number/date/boolean,Conditional,Governed machine-control field approved_at_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-255,acknowledged_at_4,Quality Assurance,string/number/date/boolean,Conditional,Governed machine-control field acknowledged_at_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-256,created_at_4,Field Automation,string/number/date/boolean,Conditional,Governed machine-control field created_at_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-257,created_by_4,Remote Support & Diagnostics,string/number/date/boolean,Conditional,Governed machine-control field created_by_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-258,updated_at_4,Device & Firmware Management,string/number/date/boolean,Conditional,Governed machine-control field updated_at_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-259,updated_by_4,Vendor/Platform Interoperability,string/number/date/boolean,Conditional,Governed machine-control field updated_by_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-260,source_system_4,AI Machine Intelligence,string/number/date/boolean,Conditional,Governed machine-control field source_system_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-261,source_record_id_4,Machine Control Digital Twin,string/number/date/boolean,Conditional,Governed machine-control field source_record_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-262,lineage_id_4,Machine Control Core,string/number/date/boolean,Conditional,Governed machine-control field lineage_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-263,evidence_uri_4,GPS/GNSS Positioning,string/number/date/boolean,Conditional,Governed machine-control field evidence_uri_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-264,checksum_4,Localization & Calibration,string/number/date/boolean,Conditional,Governed machine-control field checksum_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-265,confidence_score_4,3D Models & Surfaces,string/number/date/boolean,Conditional,Governed machine-control field confidence_score_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-266,human_review_status_4,2D Guidance,string/number/date/boolean,Conditional,Governed machine-control field human_review_status_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-267,manual_override_reason_4,3D Guidance,string/number/date/boolean,Conditional,Governed machine-control field manual_override_reason_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-268,design_change_id_4,Automatic Grade Control,string/number/date/boolean,Conditional,Governed machine-control field design_change_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-269,field_issue_id_4,Excavator Guidance,string/number/date/boolean,Conditional,Governed machine-control field field_issue_id_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-270,production_quantity_4,Dozer Guidance,string/number/date/boolean,Conditional,Governed machine-control field production_quantity_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-271,production_unit_4,Grader Guidance,string/number/date/boolean,Conditional,Governed machine-control field production_unit_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-272,material_code_4,Compactor Guidance,string/number/date/boolean,Conditional,Governed machine-control field material_code_4.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-273,tenant_id_5,Loader & Material Handling,string/number/date/boolean,Conditional,Governed machine-control field tenant_id_5.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-274,organization_id_5,Paver/Milling Guidance,string/number/date/boolean,Conditional,Governed machine-control field organization_id_5.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-275,project_id_5,Trenching & Utilities,string/number/date/boolean,Conditional,Governed machine-control field project_id_5.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-276,record_id_5,Road & Highway Machine Control,string/number/date/boolean,Conditional,Governed machine-control field record_id_5.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-277,machine_id_5,Site Models & Job Files,string/number/date/boolean,Conditional,Governed machine-control field machine_id_5.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-278,operator_id_5,Field Data Sync,string/number/date/boolean,Conditional,Governed machine-control field operator_id_5.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-279,job_id_5,Machine Telemetry Integration,string/number/date/boolean,Conditional,Governed machine-control field job_id_5.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
P17-FLD-280,model_id_5,Operator Interface,string/number/date/boolean,Conditional,Governed machine-control field model_id_5.,"Validate scope, approved model/localization revision, units, device compatibility, safety state, lineage and permissions"
